	@inputs Mcg	 Gvh	 Alm	 Mit	 Erl	 Pox	 Vac	 Nuc	Label
46	0.7	0.57	0.34	0.19	0.5	0.0	0.53	0.27	1
47	0.8	0.69	0.53	0.33	0.5	0.0	0.51	0.22	1
48	0.79	0.62	0.35	0.35	0.5	0.0	0.6	0.28	1
49	0.88	0.75	0.41	0.36	0.5	0.0	0.43	0.22	1
50	0.71	0.51	0.49	0.23	0.5	0.0	0.3	0.32	1
51	0.41	0.35	0.6	0.22	0.5	0.0	0.56	0.79	0
52	0.41	0.49	0.55	0.13	0.5	0.0	0.55	0.22	0
53	0.23	0.29	0.46	0.0	0.5	0.0	0.43	0.31	0
54	0.38	0.34	0.55	0.44	0.5	0.0	0.48	0.26	0
55	0.63	0.64	0.49	0.2	0.5	0.0	0.52	0.25	0
56	0.48	0.44	0.46	0.37	0.5	0.0	0.46	0.36	0
57	0.5	0.49	0.46	0.22	0.5	0.0	0.53	0.25	0
58	0.62	0.42	0.47	0.16	0.5	0.0	0.52	0.22	0
59	0.5	0.45	0.52	0.18	0.5	0.0	0.52	0.22	0
60	0.59	0.51	0.47	0.21	0.5	0.0	0.47	0.22	0
61	0.39	0.47	0.49	0.2	0.5	0.0	0.53	0.26	0
62	0.49	0.48	0.52	0.24	0.5	0.0	0.5	0.22	0
63	0.59	0.48	0.49	0.42	0.5	0.0	0.52	0.22	0
64	0.57	0.35	0.5	0.43	0.5	0.0	0.53	0.22	0
65	0.61	0.52	0.5	0.44	0.5	0.0	0.53	0.22	0
66	0.63	0.43	0.48	0.11	0.5	0.0	0.51	0.22	0
67	0.63	0.43	0.48	0.11	0.5	0.0	0.51	0.22	0
68	0.52	0.45	0.53	0.34	0.5	0.0	0.52	0.44	0
69	0.54	0.48	0.55	0.33	0.5	0.0	0.55	0.4	0
70	0.42	0.5	0.59	0.17	0.5	0.0	0.51	0.22	0
71	0.54	0.55	0.55	0.4	0.5	0.0	0.53	0.22	0
72	0.31	0.31	0.57	0.15	0.5	0.0	0.5	0.22	0
73	0.38	0.42	0.5	0.19	0.5	0.0	0.44	0.22	0
74	0.33	0.36	0.62	0.26	0.5	0.0	0.55	0.22	0
75	0.38	0.42	0.5	0.19	0.5	0.0	0.44	0.22	0
76	0.47	0.56	0.58	0.19	0.5	0.0	0.44	0.64	0
77	0.32	0.32	0.52	0.18	0.5	0.0	0.48	0.34	0
78	0.28	0.27	0.5	0.14	0.5	0.0	0.5	0.28	0
79	0.41	0.46	0.57	0.25	0.5	0.0	0.57	0.38	0
80	0.44	0.54	0.51	0.16	0.5	0.0	0.58	0.22	0
81	0.44	0.55	0.51	0.16	0.5	0.0	0.6	0.22	0
82	0.4	0.56	0.53	0.15	0.5	0.0	0.49	0.22	0
83	0.58	0.55	0.51	0.13	0.5	0.0	0.52	0.22	0
84	0.55	0.69	0.51	0.12	0.5	0.0	0.51	0.22	0
85	0.44	0.49	0.49	0.27	0.5	0.0	0.52	0.22	0
86	0.25	0.26	0.53	0.17	0.5	0.0	0.45	0.22	0
87	0.49	0.46	0.54	0.18	0.5	0.0	0.35	0.22	0
88	0.42	0.37	0.54	0.17	0.5	0.0	0.51	0.22	0
89	0.42	0.45	0.75	0.21	0.5	0.0	0.48	0.22	0
90	0.39	0.45	0.75	0.17	0.5	0.0	0.51	0.22	0
91	0.63	0.54	0.53	0.27	0.5	0.0	0.49	0.22	0
92	0.4	0.44	0.5	0.13	0.5	0.0	0.52	0.39	0
93	0.62	0.6	0.54	0.22	0.5	0.0	0.54	0.27	0
94	0.33	0.46	0.53	0.12	0.5	0.0	0.5	0.27	0
95	0.57	0.36	0.51	0.25	0.5	0.0	0.54	0.25	0
96	0.45	0.76	0.51	0.25	0.5	0.0	0.59	0.22	0
97	0.7	0.57	0.34	0.19	0.5	0.0	0.53	0.27	1
98	0.8	0.69	0.53	0.33	0.5	0.0	0.51	0.22	1
99	0.79	0.62	0.35	0.35	0.5	0.0	0.6	0.28	1
100	0.88	0.75	0.41	0.36	0.5	0.0	0.43	0.22	1
101	0.71	0.51	0.49	0.23	0.5	0.0	0.3	0.32	1
102	0.41	0.35	0.6	0.22	0.5	0.0	0.56	0.79	0
103	0.41	0.49	0.55	0.13	0.5	0.0	0.55	0.22	0
104	0.23	0.29	0.46	0.0	0.5	0.0	0.43	0.31	0
105	0.38	0.34	0.55	0.44	0.5	0.0	0.48	0.26	0
106	0.63	0.64	0.49	0.2	0.5	0.0	0.52	0.25	0
107	0.48	0.44	0.46	0.37	0.5	0.0	0.46	0.36	0
108	0.5	0.49	0.46	0.22	0.5	0.0	0.53	0.25	0
109	0.62	0.42	0.47	0.16	0.5	0.0	0.52	0.22	0
110	0.5	0.45	0.52	0.18	0.5	0.0	0.52	0.22	0
111	0.59	0.51	0.47	0.21	0.5	0.0	0.47	0.22	0
112	0.39	0.47	0.49	0.2	0.5	0.0	0.53	0.26	0
113	0.49	0.48	0.52	0.24	0.5	0.0	0.5	0.22	0
114	0.59	0.48	0.49	0.42	0.5	0.0	0.52	0.22	0
115	0.57	0.35	0.5	0.43	0.5	0.0	0.53	0.22	0
116	0.61	0.52	0.5	0.44	0.5	0.0	0.53	0.22	0
117	0.63	0.43	0.48	0.11	0.5	0.0	0.51	0.22	0
118	0.63	0.43	0.48	0.11	0.5	0.0	0.51	0.22	0
119	0.52	0.45	0.53	0.34	0.5	0.0	0.52	0.44	0
120	0.54	0.48	0.55	0.33	0.5	0.0	0.55	0.4	0
121	0.42	0.5	0.59	0.17	0.5	0.0	0.51	0.22	0
122	0.54	0.55	0.55	0.4	0.5	0.0	0.53	0.22	0
123	0.31	0.31	0.57	0.15	0.5	0.0	0.5	0.22	0
124	0.38	0.42	0.5	0.19	0.5	0.0	0.44	0.22	0
125	0.33	0.36	0.62	0.26	0.5	0.0	0.55	0.22	0
126	0.38	0.42	0.5	0.19	0.5	0.0	0.44	0.22	0
127	0.47	0.56	0.58	0.19	0.5	0.0	0.44	0.64	0
128	0.32	0.32	0.52	0.18	0.5	0.0	0.48	0.34	0
129	0.28	0.27	0.5	0.14	0.5	0.0	0.5	0.28	0
130	0.41	0.46	0.57	0.25	0.5	0.0	0.57	0.38	0
131	0.44	0.54	0.51	0.16	0.5	0.0	0.58	0.22	0
132	0.44	0.55	0.51	0.16	0.5	0.0	0.6	0.22	0
133	0.4	0.56	0.53	0.15	0.5	0.0	0.49	0.22	0
134	0.58	0.55	0.51	0.13	0.5	0.0	0.52	0.22	0
135	0.55	0.69	0.51	0.12	0.5	0.0	0.51	0.22	0
136	0.44	0.49	0.49	0.27	0.5	0.0	0.52	0.22	0
137	0.25	0.26	0.53	0.17	0.5	0.0	0.45	0.22	0
138	0.49	0.46	0.54	0.18	0.5	0.0	0.35	0.22	0
139	0.42	0.37	0.54	0.17	0.5	0.0	0.51	0.22	0
140	0.42	0.45	0.75	0.21	0.5	0.0	0.48	0.22	0
141	0.39	0.45	0.75	0.17	0.5	0.0	0.51	0.22	0
142	0.63	0.54	0.53	0.27	0.5	0.0	0.49	0.22	0
143	0.4	0.44	0.5	0.13	0.5	0.0	0.52	0.39	0
144	0.62	0.6	0.54	0.22	0.5	0.0	0.54	0.27	0
145	0.33	0.46	0.53	0.12	0.5	0.0	0.5	0.27	0
146	0.57	0.36	0.51	0.25	0.5	0.0	0.54	0.25	0
147	0.45	0.76	0.51	0.25	0.5	0.0	0.59	0.22	0
148	0.7	0.57	0.34	0.19	0.5	0.0	0.53	0.27	1
149	0.8	0.69	0.53	0.33	0.5	0.0	0.51	0.22	1
150	0.79	0.62	0.35	0.35	0.5	0.0	0.6	0.28	1
151	0.88	0.75	0.41	0.36	0.5	0.0	0.43	0.22	1
152	0.71	0.51	0.49	0.23	0.5	0.0	0.3	0.32	1
153	0.41	0.35	0.6	0.22	0.5	0.0	0.56	0.79	0
154	0.41	0.49	0.55	0.13	0.5	0.0	0.55	0.22	0
155	0.23	0.29	0.46	0.0	0.5	0.0	0.43	0.31	0
156	0.38	0.34	0.55	0.44	0.5	0.0	0.48	0.26	0
157	0.63	0.64	0.49	0.2	0.5	0.0	0.52	0.25	0
158	0.48	0.44	0.46	0.37	0.5	0.0	0.46	0.36	0
159	0.5	0.49	0.46	0.22	0.5	0.0	0.53	0.25	0
160	0.62	0.42	0.47	0.16	0.5	0.0	0.52	0.22	0
161	0.5	0.45	0.52	0.18	0.5	0.0	0.52	0.22	0
162	0.59	0.51	0.47	0.21	0.5	0.0	0.47	0.22	0
163	0.39	0.47	0.49	0.2	0.5	0.0	0.53	0.26	0
164	0.49	0.48	0.52	0.24	0.5	0.0	0.5	0.22	0
165	0.59	0.48	0.49	0.42	0.5	0.0	0.52	0.22	0
166	0.57	0.35	0.5	0.43	0.5	0.0	0.53	0.22	0
167	0.61	0.52	0.5	0.44	0.5	0.0	0.53	0.22	0
168	0.63	0.43	0.48	0.11	0.5	0.0	0.51	0.22	0
169	0.63	0.43	0.48	0.11	0.5	0.0	0.51	0.22	0
170	0.52	0.45	0.53	0.34	0.5	0.0	0.52	0.44	0
171	0.54	0.48	0.55	0.33	0.5	0.0	0.55	0.4	0
172	0.42	0.5	0.59	0.17	0.5	0.0	0.51	0.22	0
173	0.54	0.55	0.55	0.4	0.5	0.0	0.53	0.22	0
174	0.31	0.31	0.57	0.15	0.5	0.0	0.5	0.22	0
175	0.38	0.42	0.5	0.19	0.5	0.0	0.44	0.22	0
176	0.33	0.36	0.62	0.26	0.5	0.0	0.55	0.22	0
177	0.38	0.42	0.5	0.19	0.5	0.0	0.44	0.22	0
178	0.47	0.56	0.58	0.19	0.5	0.0	0.44	0.64	0
179	0.32	0.32	0.52	0.18	0.5	0.0	0.48	0.34	0
180	0.28	0.27	0.5	0.14	0.5	0.0	0.5	0.28	0
181	0.41	0.46	0.57	0.25	0.5	0.0	0.57	0.38	0
182	0.44	0.54	0.51	0.16	0.5	0.0	0.58	0.22	0
183	0.44	0.55	0.51	0.16	0.5	0.0	0.6	0.22	0
184	0.4	0.56	0.53	0.15	0.5	0.0	0.49	0.22	0
185	0.58	0.55	0.51	0.13	0.5	0.0	0.52	0.22	0
186	0.55	0.69	0.51	0.12	0.5	0.0	0.51	0.22	0
187	0.44	0.49	0.49	0.27	0.5	0.0	0.52	0.22	0
188	0.25	0.26	0.53	0.17	0.5	0.0	0.45	0.22	0
189	0.49	0.46	0.54	0.18	0.5	0.0	0.35	0.22	0
190	0.42	0.37	0.54	0.17	0.5	0.0	0.51	0.22	0
191	0.42	0.45	0.75	0.21	0.5	0.0	0.48	0.22	0
192	0.39	0.45	0.75	0.17	0.5	0.0	0.51	0.22	0
193	0.63	0.54	0.53	0.27	0.5	0.0	0.49	0.22	0
194	0.4	0.44	0.5	0.13	0.5	0.0	0.52	0.39	0
195	0.62	0.6	0.54	0.22	0.5	0.0	0.54	0.27	0
196	0.33	0.46	0.53	0.12	0.5	0.0	0.5	0.27	0
197	0.57	0.36	0.51	0.25	0.5	0.0	0.54	0.25	0
198	0.45	0.76	0.51	0.25	0.5	0.0	0.59	0.22	0
199	0.7	0.57	0.34	0.19	0.5	0.0	0.53	0.27	1
200	0.8	0.69	0.53	0.33	0.5	0.0	0.51	0.22	1
201	0.79	0.62	0.35	0.35	0.5	0.0	0.6	0.28	1
202	0.88	0.75	0.41	0.36	0.5	0.0	0.43	0.22	1
203	0.71	0.51	0.49	0.23	0.5	0.0	0.3	0.32	1
204	0.41	0.35	0.6	0.22	0.5	0.0	0.56	0.79	0
205	0.41	0.49	0.55	0.13	0.5	0.0	0.55	0.22	0
206	0.23	0.29	0.46	0.0	0.5	0.0	0.43	0.31	0
207	0.38	0.34	0.55	0.44	0.5	0.0	0.48	0.26	0
208	0.63	0.64	0.49	0.2	0.5	0.0	0.52	0.25	0
209	0.48	0.44	0.46	0.37	0.5	0.0	0.46	0.36	0
210	0.5	0.49	0.46	0.22	0.5	0.0	0.53	0.25	0
211	0.62	0.42	0.47	0.16	0.5	0.0	0.52	0.22	0
212	0.5	0.45	0.52	0.18	0.5	0.0	0.52	0.22	0
213	0.59	0.51	0.47	0.21	0.5	0.0	0.47	0.22	0
214	0.39	0.47	0.49	0.2	0.5	0.0	0.53	0.26	0
215	0.49	0.48	0.52	0.24	0.5	0.0	0.5	0.22	0
216	0.59	0.48	0.49	0.42	0.5	0.0	0.52	0.22	0
217	0.57	0.35	0.5	0.43	0.5	0.0	0.53	0.22	0
218	0.61	0.52	0.5	0.44	0.5	0.0	0.53	0.22	0
219	0.63	0.43	0.48	0.11	0.5	0.0	0.51	0.22	0
220	0.63	0.43	0.48	0.11	0.5	0.0	0.51	0.22	0
221	0.52	0.45	0.53	0.34	0.5	0.0	0.52	0.44	0
222	0.54	0.48	0.55	0.33	0.5	0.0	0.55	0.4	0
223	0.42	0.5	0.59	0.17	0.5	0.0	0.51	0.22	0
224	0.54	0.55	0.55	0.4	0.5	0.0	0.53	0.22	0
225	0.31	0.31	0.57	0.15	0.5	0.0	0.5	0.22	0
226	0.38	0.42	0.5	0.19	0.5	0.0	0.44	0.22	0
227	0.33	0.36	0.62	0.26	0.5	0.0	0.55	0.22	0
228	0.38	0.42	0.5	0.19	0.5	0.0	0.44	0.22	0
229	0.47	0.56	0.58	0.19	0.5	0.0	0.44	0.64	0
230	0.32	0.32	0.52	0.18	0.5	0.0	0.48	0.34	0
231	0.28	0.27	0.5	0.14	0.5	0.0	0.5	0.28	0
232	0.41	0.46	0.57	0.25	0.5	0.0	0.57	0.38	0
233	0.44	0.54	0.51	0.16	0.5	0.0	0.58	0.22	0
234	0.44	0.55	0.51	0.16	0.5	0.0	0.6	0.22	0
235	0.4	0.56	0.53	0.15	0.5	0.0	0.49	0.22	0
236	0.58	0.55	0.51	0.13	0.5	0.0	0.52	0.22	0
237	0.55	0.69	0.51	0.12	0.5	0.0	0.51	0.22	0
238	0.44	0.49	0.49	0.27	0.5	0.0	0.52	0.22	0
239	0.25	0.26	0.53	0.17	0.5	0.0	0.45	0.22	0
240	0.49	0.46	0.54	0.18	0.5	0.0	0.35	0.22	0
241	0.42	0.37	0.54	0.17	0.5	0.0	0.51	0.22	0
242	0.42	0.45	0.75	0.21	0.5	0.0	0.48	0.22	0
243	0.39	0.45	0.75	0.17	0.5	0.0	0.51	0.22	0
244	0.63	0.54	0.53	0.27	0.5	0.0	0.49	0.22	0
245	0.4	0.44	0.5	0.13	0.5	0.0	0.52	0.39	0
246	0.62	0.6	0.54	0.22	0.5	0.0	0.54	0.27	0
247	0.33	0.46	0.53	0.12	0.5	0.0	0.5	0.27	0
248	0.57	0.36	0.51	0.25	0.5	0.0	0.54	0.25	0
249	0.45	0.76	0.51	0.25	0.5	0.0	0.59	0.22	0
250	0.7	0.57	0.34	0.19	0.5	0.0	0.53	0.27	1
251	0.8	0.69	0.53	0.33	0.5	0.0	0.51	0.22	1
252	0.79	0.62	0.35	0.35	0.5	0.0	0.6	0.28	1
253	0.88	0.75	0.41	0.36	0.5	0.0	0.43	0.22	1
254	0.71	0.51	0.49	0.23	0.5	0.0	0.3	0.32	1
255	0.41	0.35	0.6	0.22	0.5	0.0	0.56	0.79	0
256	0.41	0.49	0.55	0.13	0.5	0.0	0.55	0.22	0
257	0.23	0.29	0.46	0.0	0.5	0.0	0.43	0.31	0
258	0.38	0.34	0.55	0.44	0.5	0.0	0.48	0.26	0
259	0.63	0.64	0.49	0.2	0.5	0.0	0.52	0.25	0
260	0.48	0.44	0.46	0.37	0.5	0.0	0.46	0.36	0
261	0.5	0.49	0.46	0.22	0.5	0.0	0.53	0.25	0
262	0.62	0.42	0.47	0.16	0.5	0.0	0.52	0.22	0
263	0.5	0.45	0.52	0.18	0.5	0.0	0.52	0.22	0
264	0.59	0.51	0.47	0.21	0.5	0.0	0.47	0.22	0
265	0.39	0.47	0.49	0.2	0.5	0.0	0.53	0.26	0
266	0.49	0.48	0.52	0.24	0.5	0.0	0.5	0.22	0
267	0.59	0.48	0.49	0.42	0.5	0.0	0.52	0.22	0
268	0.57	0.35	0.5	0.43	0.5	0.0	0.53	0.22	0
269	0.61	0.52	0.5	0.44	0.5	0.0	0.53	0.22	0
270	0.63	0.43	0.48	0.11	0.5	0.0	0.51	0.22	0
271	0.63	0.43	0.48	0.11	0.5	0.0	0.51	0.22	0
272	0.52	0.45	0.53	0.34	0.5	0.0	0.52	0.44	0
273	0.54	0.48	0.55	0.33	0.5	0.0	0.55	0.4	0
274	0.42	0.5	0.59	0.17	0.5	0.0	0.51	0.22	0
275	0.54	0.55	0.55	0.4	0.5	0.0	0.53	0.22	0
276	0.31	0.31	0.57	0.15	0.5	0.0	0.5	0.22	0
277	0.38	0.42	0.5	0.19	0.5	0.0	0.44	0.22	0
278	0.33	0.36	0.62	0.26	0.5	0.0	0.55	0.22	0
279	0.38	0.42	0.5	0.19	0.5	0.0	0.44	0.22	0
280	0.47	0.56	0.58	0.19	0.5	0.0	0.44	0.64	0
281	0.32	0.32	0.52	0.18	0.5	0.0	0.48	0.34	0
282	0.28	0.27	0.5	0.14	0.5	0.0	0.5	0.28	0
283	0.41	0.46	0.57	0.25	0.5	0.0	0.57	0.38	0
284	0.44	0.54	0.51	0.16	0.5	0.0	0.58	0.22	0
285	0.44	0.55	0.51	0.16	0.5	0.0	0.6	0.22	0
286	0.4	0.56	0.53	0.15	0.5	0.0	0.49	0.22	0
287	0.58	0.55	0.51	0.13	0.5	0.0	0.52	0.22	0
288	0.55	0.69	0.51	0.12	0.5	0.0	0.51	0.22	0
289	0.44	0.49	0.49	0.27	0.5	0.0	0.52	0.22	0
290	0.25	0.26	0.53	0.17	0.5	0.0	0.45	0.22	0
291	0.49	0.46	0.54	0.18	0.5	0.0	0.35	0.22	0
292	0.42	0.37	0.54	0.17	0.5	0.0	0.51	0.22	0
293	0.42	0.45	0.75	0.21	0.5	0.0	0.48	0.22	0
294	0.39	0.45	0.75	0.17	0.5	0.0	0.51	0.22	0
295	0.63	0.54	0.53	0.27	0.5	0.0	0.49	0.22	0
296	0.4	0.44	0.5	0.13	0.5	0.0	0.52	0.39	0
297	0.62	0.6	0.54	0.22	0.5	0.0	0.54	0.27	0
298	0.33	0.46	0.53	0.12	0.5	0.0	0.5	0.27	0
299	0.57	0.36	0.51	0.25	0.5	0.0	0.54	0.25	0
300	0.45	0.76	0.51	0.25	0.5	0.0	0.59	0.22	0
301	0.7	0.57	0.34	0.19	0.5	0.0	0.53	0.27	1
302	0.8	0.69	0.53	0.33	0.5	0.0	0.51	0.22	1
303	0.79	0.62	0.35	0.35	0.5	0.0	0.6	0.28	1
304	0.88	0.75	0.41	0.36	0.5	0.0	0.43	0.22	1
305	0.71	0.51	0.49	0.23	0.5	0.0	0.3	0.32	1
306	0.41	0.35	0.6	0.22	0.5	0.0	0.56	0.79	0
307	0.41	0.49	0.55	0.13	0.5	0.0	0.55	0.22	0
308	0.23	0.29	0.46	0.0	0.5	0.0	0.43	0.31	0
309	0.38	0.34	0.55	0.44	0.5	0.0	0.48	0.26	0
310	0.63	0.64	0.49	0.2	0.5	0.0	0.52	0.25	0
311	0.48	0.44	0.46	0.37	0.5	0.0	0.46	0.36	0
312	0.5	0.49	0.46	0.22	0.5	0.0	0.53	0.25	0
313	0.62	0.42	0.47	0.16	0.5	0.0	0.52	0.22	0
314	0.5	0.45	0.52	0.18	0.5	0.0	0.52	0.22	0
315	0.59	0.51	0.47	0.21	0.5	0.0	0.47	0.22	0
316	0.39	0.47	0.49	0.2	0.5	0.0	0.53	0.26	0
317	0.49	0.48	0.52	0.24	0.5	0.0	0.5	0.22	0
318	0.59	0.48	0.49	0.42	0.5	0.0	0.52	0.22	0
319	0.57	0.35	0.5	0.43	0.5	0.0	0.53	0.22	0
320	0.61	0.52	0.5	0.44	0.5	0.0	0.53	0.22	0
321	0.63	0.43	0.48	0.11	0.5	0.0	0.51	0.22	0
322	0.63	0.43	0.48	0.11	0.5	0.0	0.51	0.22	0
323	0.52	0.45	0.53	0.34	0.5	0.0	0.52	0.44	0
324	0.54	0.48	0.55	0.33	0.5	0.0	0.55	0.4	0
325	0.42	0.5	0.59	0.17	0.5	0.0	0.51	0.22	0
326	0.54	0.55	0.55	0.4	0.5	0.0	0.53	0.22	0
327	0.31	0.31	0.57	0.15	0.5	0.0	0.5	0.22	0
328	0.38	0.42	0.5	0.19	0.5	0.0	0.44	0.22	0
329	0.33	0.36	0.62	0.26	0.5	0.0	0.55	0.22	0
330	0.38	0.42	0.5	0.19	0.5	0.0	0.44	0.22	0
331	0.47	0.56	0.58	0.19	0.5	0.0	0.44	0.64	0
332	0.32	0.32	0.52	0.18	0.5	0.0	0.48	0.34	0
333	0.28	0.27	0.5	0.14	0.5	0.0	0.5	0.28	0
334	0.41	0.46	0.57	0.25	0.5	0.0	0.57	0.38	0
335	0.44	0.54	0.51	0.16	0.5	0.0	0.58	0.22	0
336	0.44	0.55	0.51	0.16	0.5	0.0	0.6	0.22	0
337	0.4	0.56	0.53	0.15	0.5	0.0	0.49	0.22	0
338	0.58	0.55	0.51	0.13	0.5	0.0	0.52	0.22	0
339	0.55	0.69	0.51	0.12	0.5	0.0	0.51	0.22	0
340	0.44	0.49	0.49	0.27	0.5	0.0	0.52	0.22	0
341	0.25	0.26	0.53	0.17	0.5	0.0	0.45	0.22	0
342	0.49	0.46	0.54	0.18	0.5	0.0	0.35	0.22	0
343	0.42	0.37	0.54	0.17	0.5	0.0	0.51	0.22	0
344	0.42	0.45	0.75	0.21	0.5	0.0	0.48	0.22	0
345	0.39	0.45	0.75	0.17	0.5	0.0	0.51	0.22	0
346	0.63	0.54	0.53	0.27	0.5	0.0	0.49	0.22	0
347	0.4	0.44	0.5	0.13	0.5	0.0	0.52	0.39	0
348	0.62	0.6	0.54	0.22	0.5	0.0	0.54	0.27	0
349	0.33	0.46	0.53	0.12	0.5	0.0	0.5	0.27	0
350	0.57	0.36	0.51	0.25	0.5	0.0	0.54	0.25	0
351	0.45	0.76	0.51	0.25	0.5	0.0	0.59	0.22	0
352	0.7	0.57	0.34	0.19	0.5	0.0	0.53	0.27	1
353	0.8	0.69	0.53	0.33	0.5	0.0	0.51	0.22	1
354	0.79	0.62	0.35	0.35	0.5	0.0	0.6	0.28	1
355	0.88	0.75	0.41	0.36	0.5	0.0	0.43	0.22	1
356	0.71	0.51	0.49	0.23	0.5	0.0	0.3	0.32	1
357	0.41	0.35	0.6	0.22	0.5	0.0	0.56	0.79	0
358	0.41	0.49	0.55	0.13	0.5	0.0	0.55	0.22	0
359	0.23	0.29	0.46	0.0	0.5	0.0	0.43	0.31	0
360	0.38	0.34	0.55	0.44	0.5	0.0	0.48	0.26	0
361	0.63	0.64	0.49	0.2	0.5	0.0	0.52	0.25	0
362	0.48	0.44	0.46	0.37	0.5	0.0	0.46	0.36	0
363	0.5	0.49	0.46	0.22	0.5	0.0	0.53	0.25	0
364	0.62	0.42	0.47	0.16	0.5	0.0	0.52	0.22	0
365	0.5	0.45	0.52	0.18	0.5	0.0	0.52	0.22	0
366	0.59	0.51	0.47	0.21	0.5	0.0	0.47	0.22	0
367	0.39	0.47	0.49	0.2	0.5	0.0	0.53	0.26	0
368	0.49	0.48	0.52	0.24	0.5	0.0	0.5	0.22	0
369	0.59	0.48	0.49	0.42	0.5	0.0	0.52	0.22	0
370	0.57	0.35	0.5	0.43	0.5	0.0	0.53	0.22	0
371	0.61	0.52	0.5	0.44	0.5	0.0	0.53	0.22	0
372	0.63	0.43	0.48	0.11	0.5	0.0	0.51	0.22	0
373	0.63	0.43	0.48	0.11	0.5	0.0	0.51	0.22	0
374	0.52	0.45	0.53	0.34	0.5	0.0	0.52	0.44	0
375	0.54	0.48	0.55	0.33	0.5	0.0	0.55	0.4	0
376	0.42	0.5	0.59	0.17	0.5	0.0	0.51	0.22	0
377	0.54	0.55	0.55	0.4	0.5	0.0	0.53	0.22	0
378	0.31	0.31	0.57	0.15	0.5	0.0	0.5	0.22	0
379	0.38	0.42	0.5	0.19	0.5	0.0	0.44	0.22	0
380	0.33	0.36	0.62	0.26	0.5	0.0	0.55	0.22	0
381	0.38	0.42	0.5	0.19	0.5	0.0	0.44	0.22	0
382	0.47	0.56	0.58	0.19	0.5	0.0	0.44	0.64	0
383	0.32	0.32	0.52	0.18	0.5	0.0	0.48	0.34	0
384	0.28	0.27	0.5	0.14	0.5	0.0	0.5	0.28	0
385	0.41	0.46	0.57	0.25	0.5	0.0	0.57	0.38	0
