	Mcg	 Gvh	 Lip	 Chg	 Aac	 Alm1	 Alm2	Label
43	0.76	0.73	0.48	0.5	0.44	0.39	0.39	0
44	0.69	0.8	0.48	0.5	0.46	0.57	0.26	0
45	0.73	0.84	0.48	0.5	0.86	0.58	0.29	0
46	0.1	0.49	0.48	0.5	0.41	0.67	0.21	0
47	0.42	0.38	0.48	0.5	0.54	0.34	0.43	0
48	0.64	0.84	0.48	0.5	0.37	0.45	0.4	0
49	0.74	0.74	0.48	0.5	0.31	0.53	0.52	0
50	0.35	0.48	0.48	0.5	0.56	0.4	0.48	0
51	0.83	0.37	0.48	0.5	0.61	0.71	0.74	0
52	0.24	0.57	0.48	0.5	0.63	0.34	0.43	0
53	0.3	0.37	0.48	0.5	0.59	0.41	0.49	0
54	0.0	0.38	0.48	0.5	0.42	0.48	0.55	0
55	0.71	0.4	0.48	0.5	0.71	0.7	0.74	0
56	0.89	0.55	0.48	0.5	0.51	0.72	0.76	0
57	0.57	0.54	0.48	0.5	0.37	0.28	0.33	0
58	0.42	0.4	0.48	0.5	0.56	0.18	0.3	0
59	0.68	0.76	0.48	0.5	0.84	0.45	0.27	0
60	0.66	0.74	0.48	0.5	0.31	0.38	0.43	0
61	0.75	0.76	0.48	0.5	0.83	0.57	0.3	0
62	0.29	0.39	0.48	0.5	0.52	0.4	0.48	0
63	0.67	0.84	0.48	0.5	0.74	0.54	0.37	0
64	0.49	0.61	1.0	0.5	0.56	0.71	0.74	1
65	0.73	0.26	0.48	0.5	0.57	0.75	0.78	1
66	0.63	0.51	0.48	0.5	0.64	0.72	0.76	1
67	0.81	0.53	0.48	0.5	0.57	0.87	0.88	1
68	0.68	0.67	0.48	0.5	0.49	0.4	0.34	0
69	0.39	0.32	0.48	0.5	0.46	0.24	0.35	0
70	0.69	0.67	0.48	0.5	0.3	0.39	0.24	0
71	0.4	0.46	0.48	0.5	0.42	0.35	0.44	0
72	0.44	0.52	0.48	0.5	0.43	0.47	0.54	0
73	0.4	0.46	0.48	0.5	0.52	0.49	0.56	0
74	0.28	0.33	0.48	0.5	0.45	0.22	0.33	0
75	0.3	0.16	0.48	0.5	0.56	0.11	0.23	0
76	0.61	0.52	0.48	0.5	0.54	0.67	0.52	0
77	0.76	0.73	0.48	0.5	0.44	0.39	0.39	0
78	0.69	0.8	0.48	0.5	0.46	0.57	0.26	0
79	0.73	0.84	0.48	0.5	0.86	0.58	0.29	0
80	0.1	0.49	0.48	0.5	0.41	0.67	0.21	0
81	0.42	0.38	0.48	0.5	0.54	0.34	0.43	0
82	0.64	0.84	0.48	0.5	0.37	0.45	0.4	0
83	0.74	0.74	0.48	0.5	0.31	0.53	0.52	0
84	0.35	0.48	0.48	0.5	0.56	0.4	0.48	0
85	0.83	0.37	0.48	0.5	0.61	0.71	0.74	0
86	0.24	0.57	0.48	0.5	0.63	0.34	0.43	0
87	0.3	0.37	0.48	0.5	0.59	0.41	0.49	0
88	0.0	0.38	0.48	0.5	0.42	0.48	0.55	0
89	0.71	0.4	0.48	0.5	0.71	0.7	0.74	0
90	0.89	0.55	0.48	0.5	0.51	0.72	0.76	0
91	0.57	0.54	0.48	0.5	0.37	0.28	0.33	0
92	0.42	0.4	0.48	0.5	0.56	0.18	0.3	0
93	0.68	0.76	0.48	0.5	0.84	0.45	0.27	0
94	0.66	0.74	0.48	0.5	0.31	0.38	0.43	0
95	0.75	0.76	0.48	0.5	0.83	0.57	0.3	0
96	0.29	0.39	0.48	0.5	0.52	0.4	0.48	0
97	0.67	0.84	0.48	0.5	0.74	0.54	0.37	0
98	0.49	0.61	1.0	0.5	0.56	0.71	0.74	1
99	0.73	0.26	0.48	0.5	0.57	0.75	0.78	1
100	0.63	0.51	0.48	0.5	0.64	0.72	0.76	1
101	0.81	0.53	0.48	0.5	0.57	0.87	0.88	1
102	0.68	0.67	0.48	0.5	0.49	0.4	0.34	0
103	0.39	0.32	0.48	0.5	0.46	0.24	0.35	0
104	0.69	0.67	0.48	0.5	0.3	0.39	0.24	0
105	0.4	0.46	0.48	0.5	0.42	0.35	0.44	0
106	0.44	0.52	0.48	0.5	0.43	0.47	0.54	0
107	0.4	0.46	0.48	0.5	0.52	0.49	0.56	0
108	0.28	0.33	0.48	0.5	0.45	0.22	0.33	0
109	0.3	0.16	0.48	0.5	0.56	0.11	0.23	0
110	0.61	0.52	0.48	0.5	0.54	0.67	0.52	0
111	0.76	0.73	0.48	0.5	0.44	0.39	0.39	0
112	0.69	0.8	0.48	0.5	0.46	0.57	0.26	0
113	0.73	0.84	0.48	0.5	0.86	0.58	0.29	0
114	0.1	0.49	0.48	0.5	0.41	0.67	0.21	0
115	0.42	0.38	0.48	0.5	0.54	0.34	0.43	0
116	0.64	0.84	0.48	0.5	0.37	0.45	0.4	0
117	0.74	0.74	0.48	0.5	0.31	0.53	0.52	0
118	0.35	0.48	0.48	0.5	0.56	0.4	0.48	0
119	0.83	0.37	0.48	0.5	0.61	0.71	0.74	0
120	0.24	0.57	0.48	0.5	0.63	0.34	0.43	0
121	0.3	0.37	0.48	0.5	0.59	0.41	0.49	0
122	0.0	0.38	0.48	0.5	0.42	0.48	0.55	0
123	0.71	0.4	0.48	0.5	0.71	0.7	0.74	0
124	0.89	0.55	0.48	0.5	0.51	0.72	0.76	0
125	0.57	0.54	0.48	0.5	0.37	0.28	0.33	0
126	0.42	0.4	0.48	0.5	0.56	0.18	0.3	0
127	0.68	0.76	0.48	0.5	0.84	0.45	0.27	0
128	0.66	0.74	0.48	0.5	0.31	0.38	0.43	0
129	0.75	0.76	0.48	0.5	0.83	0.57	0.3	0
130	0.29	0.39	0.48	0.5	0.52	0.4	0.48	0
131	0.67	0.84	0.48	0.5	0.74	0.54	0.37	0
132	0.49	0.61	1.0	0.5	0.56	0.71	0.74	1
133	0.73	0.26	0.48	0.5	0.57	0.75	0.78	1
134	0.63	0.51	0.48	0.5	0.64	0.72	0.76	1
135	0.81	0.53	0.48	0.5	0.57	0.87	0.88	1
136	0.68	0.67	0.48	0.5	0.49	0.4	0.34	0
137	0.39	0.32	0.48	0.5	0.46	0.24	0.35	0
138	0.69	0.67	0.48	0.5	0.3	0.39	0.24	0
139	0.4	0.46	0.48	0.5	0.42	0.35	0.44	0
140	0.44	0.52	0.48	0.5	0.43	0.47	0.54	0
141	0.4	0.46	0.48	0.5	0.52	0.49	0.56	0
142	0.28	0.33	0.48	0.5	0.45	0.22	0.33	0
143	0.3	0.16	0.48	0.5	0.56	0.11	0.23	0
144	0.61	0.52	0.48	0.5	0.54	0.67	0.52	0
145	0.76	0.73	0.48	0.5	0.44	0.39	0.39	0
146	0.69	0.8	0.48	0.5	0.46	0.57	0.26	0
147	0.73	0.84	0.48	0.5	0.86	0.58	0.29	0
148	0.1	0.49	0.48	0.5	0.41	0.67	0.21	0
149	0.42	0.38	0.48	0.5	0.54	0.34	0.43	0
150	0.64	0.84	0.48	0.5	0.37	0.45	0.4	0
151	0.74	0.74	0.48	0.5	0.31	0.53	0.52	0
152	0.35	0.48	0.48	0.5	0.56	0.4	0.48	0
153	0.83	0.37	0.48	0.5	0.61	0.71	0.74	0
154	0.24	0.57	0.48	0.5	0.63	0.34	0.43	0
155	0.3	0.37	0.48	0.5	0.59	0.41	0.49	0
156	0.0	0.38	0.48	0.5	0.42	0.48	0.55	0
157	0.71	0.4	0.48	0.5	0.71	0.7	0.74	0
158	0.89	0.55	0.48	0.5	0.51	0.72	0.76	0
159	0.57	0.54	0.48	0.5	0.37	0.28	0.33	0
160	0.42	0.4	0.48	0.5	0.56	0.18	0.3	0
161	0.68	0.76	0.48	0.5	0.84	0.45	0.27	0
162	0.66	0.74	0.48	0.5	0.31	0.38	0.43	0
163	0.75	0.76	0.48	0.5	0.83	0.57	0.3	0
164	0.29	0.39	0.48	0.5	0.52	0.4	0.48	0
165	0.67	0.84	0.48	0.5	0.74	0.54	0.37	0
166	0.49	0.61	1.0	0.5	0.56	0.71	0.74	1
167	0.73	0.26	0.48	0.5	0.57	0.75	0.78	1
168	0.63	0.51	0.48	0.5	0.64	0.72	0.76	1
169	0.81	0.53	0.48	0.5	0.57	0.87	0.88	1
170	0.68	0.67	0.48	0.5	0.49	0.4	0.34	0
171	0.39	0.32	0.48	0.5	0.46	0.24	0.35	0
172	0.69	0.67	0.48	0.5	0.3	0.39	0.24	0
173	0.4	0.46	0.48	0.5	0.42	0.35	0.44	0
174	0.44	0.52	0.48	0.5	0.43	0.47	0.54	0
175	0.4	0.46	0.48	0.5	0.52	0.49	0.56	0
176	0.28	0.33	0.48	0.5	0.45	0.22	0.33	0
177	0.3	0.16	0.48	0.5	0.56	0.11	0.23	0
178	0.61	0.52	0.48	0.5	0.54	0.67	0.52	0
179	0.76	0.73	0.48	0.5	0.44	0.39	0.39	0
180	0.69	0.8	0.48	0.5	0.46	0.57	0.26	0
181	0.73	0.84	0.48	0.5	0.86	0.58	0.29	0
182	0.1	0.49	0.48	0.5	0.41	0.67	0.21	0
183	0.42	0.38	0.48	0.5	0.54	0.34	0.43	0
184	0.64	0.84	0.48	0.5	0.37	0.45	0.4	0
185	0.74	0.74	0.48	0.5	0.31	0.53	0.52	0
186	0.35	0.48	0.48	0.5	0.56	0.4	0.48	0
187	0.83	0.37	0.48	0.5	0.61	0.71	0.74	0
188	0.24	0.57	0.48	0.5	0.63	0.34	0.43	0
189	0.3	0.37	0.48	0.5	0.59	0.41	0.49	0
190	0.0	0.38	0.48	0.5	0.42	0.48	0.55	0
191	0.71	0.4	0.48	0.5	0.71	0.7	0.74	0
192	0.89	0.55	0.48	0.5	0.51	0.72	0.76	0
193	0.57	0.54	0.48	0.5	0.37	0.28	0.33	0
194	0.42	0.4	0.48	0.5	0.56	0.18	0.3	0
195	0.68	0.76	0.48	0.5	0.84	0.45	0.27	0
196	0.66	0.74	0.48	0.5	0.31	0.38	0.43	0
197	0.75	0.76	0.48	0.5	0.83	0.57	0.3	0
198	0.29	0.39	0.48	0.5	0.52	0.4	0.48	0
199	0.67	0.84	0.48	0.5	0.74	0.54	0.37	0
200	0.49	0.61	1.0	0.5	0.56	0.71	0.74	1
201	0.73	0.26	0.48	0.5	0.57	0.75	0.78	1
202	0.63	0.51	0.48	0.5	0.64	0.72	0.76	1
203	0.81	0.53	0.48	0.5	0.57	0.87	0.88	1
204	0.68	0.67	0.48	0.5	0.49	0.4	0.34	0
205	0.39	0.32	0.48	0.5	0.46	0.24	0.35	0
206	0.69	0.67	0.48	0.5	0.3	0.39	0.24	0
207	0.4	0.46	0.48	0.5	0.42	0.35	0.44	0
208	0.44	0.52	0.48	0.5	0.43	0.47	0.54	0
209	0.4	0.46	0.48	0.5	0.52	0.49	0.56	0
210	0.28	0.33	0.48	0.5	0.45	0.22	0.33	0
211	0.3	0.16	0.48	0.5	0.56	0.11	0.23	0
212	0.61	0.52	0.48	0.5	0.54	0.67	0.52	0
213	0.76	0.73	0.48	0.5	0.44	0.39	0.39	0
214	0.69	0.8	0.48	0.5	0.46	0.57	0.26	0
215	0.73	0.84	0.48	0.5	0.86	0.58	0.29	0
216	0.1	0.49	0.48	0.5	0.41	0.67	0.21	0
217	0.42	0.38	0.48	0.5	0.54	0.34	0.43	0
218	0.64	0.84	0.48	0.5	0.37	0.45	0.4	0
219	0.74	0.74	0.48	0.5	0.31	0.53	0.52	0
220	0.35	0.48	0.48	0.5	0.56	0.4	0.48	0
221	0.83	0.37	0.48	0.5	0.61	0.71	0.74	0
222	0.24	0.57	0.48	0.5	0.63	0.34	0.43	0
223	0.3	0.37	0.48	0.5	0.59	0.41	0.49	0
224	0.0	0.38	0.48	0.5	0.42	0.48	0.55	0
225	0.71	0.4	0.48	0.5	0.71	0.7	0.74	0
226	0.89	0.55	0.48	0.5	0.51	0.72	0.76	0
227	0.57	0.54	0.48	0.5	0.37	0.28	0.33	0
228	0.42	0.4	0.48	0.5	0.56	0.18	0.3	0
229	0.68	0.76	0.48	0.5	0.84	0.45	0.27	0
230	0.66	0.74	0.48	0.5	0.31	0.38	0.43	0
231	0.75	0.76	0.48	0.5	0.83	0.57	0.3	0
232	0.29	0.39	0.48	0.5	0.52	0.4	0.48	0
233	0.67	0.84	0.48	0.5	0.74	0.54	0.37	0
234	0.49	0.61	1.0	0.5	0.56	0.71	0.74	1
235	0.73	0.26	0.48	0.5	0.57	0.75	0.78	1
236	0.63	0.51	0.48	0.5	0.64	0.72	0.76	1
237	0.81	0.53	0.48	0.5	0.57	0.87	0.88	1
238	0.68	0.67	0.48	0.5	0.49	0.4	0.34	0
239	0.39	0.32	0.48	0.5	0.46	0.24	0.35	0
240	0.69	0.67	0.48	0.5	0.3	0.39	0.24	0
241	0.4	0.46	0.48	0.5	0.42	0.35	0.44	0
242	0.44	0.52	0.48	0.5	0.43	0.47	0.54	0
243	0.4	0.46	0.48	0.5	0.52	0.49	0.56	0
244	0.28	0.33	0.48	0.5	0.45	0.22	0.33	0
245	0.3	0.16	0.48	0.5	0.56	0.11	0.23	0
246	0.61	0.52	0.48	0.5	0.54	0.67	0.52	0
247	0.76	0.73	0.48	0.5	0.44	0.39	0.39	0
248	0.69	0.8	0.48	0.5	0.46	0.57	0.26	0
249	0.73	0.84	0.48	0.5	0.86	0.58	0.29	0
250	0.1	0.49	0.48	0.5	0.41	0.67	0.21	0
251	0.42	0.38	0.48	0.5	0.54	0.34	0.43	0
252	0.64	0.84	0.48	0.5	0.37	0.45	0.4	0
253	0.74	0.74	0.48	0.5	0.31	0.53	0.52	0
254	0.35	0.48	0.48	0.5	0.56	0.4	0.48	0
255	0.83	0.37	0.48	0.5	0.61	0.71	0.74	0
256	0.24	0.57	0.48	0.5	0.63	0.34	0.43	0
257	0.3	0.37	0.48	0.5	0.59	0.41	0.49	0
258	0.0	0.38	0.48	0.5	0.42	0.48	0.55	0
259	0.71	0.4	0.48	0.5	0.71	0.7	0.74	0
260	0.89	0.55	0.48	0.5	0.51	0.72	0.76	0
261	0.57	0.54	0.48	0.5	0.37	0.28	0.33	0
262	0.42	0.4	0.48	0.5	0.56	0.18	0.3	0
263	0.68	0.76	0.48	0.5	0.84	0.45	0.27	0
264	0.66	0.74	0.48	0.5	0.31	0.38	0.43	0
265	0.75	0.76	0.48	0.5	0.83	0.57	0.3	0
266	0.29	0.39	0.48	0.5	0.52	0.4	0.48	0
267	0.67	0.84	0.48	0.5	0.74	0.54	0.37	0
268	0.49	0.61	1.0	0.5	0.56	0.71	0.74	1
269	0.73	0.26	0.48	0.5	0.57	0.75	0.78	1
270	0.63	0.51	0.48	0.5	0.64	0.72	0.76	1
271	0.81	0.53	0.48	0.5	0.57	0.87	0.88	1
272	0.68	0.67	0.48	0.5	0.49	0.4	0.34	0
273	0.39	0.32	0.48	0.5	0.46	0.24	0.35	0
274	0.69	0.67	0.48	0.5	0.3	0.39	0.24	0
275	0.4	0.46	0.48	0.5	0.42	0.35	0.44	0
276	0.44	0.52	0.48	0.5	0.43	0.47	0.54	0
277	0.4	0.46	0.48	0.5	0.52	0.49	0.56	0
278	0.28	0.33	0.48	0.5	0.45	0.22	0.33	0
279	0.3	0.16	0.48	0.5	0.56	0.11	0.23	0
280	0.61	0.52	0.48	0.5	0.54	0.67	0.52	0
281	0.76	0.73	0.48	0.5	0.44	0.39	0.39	0
282	0.69	0.8	0.48	0.5	0.46	0.57	0.26	0
283	0.73	0.84	0.48	0.5	0.86	0.58	0.29	0
284	0.1	0.49	0.48	0.5	0.41	0.67	0.21	0
285	0.42	0.38	0.48	0.5	0.54	0.34	0.43	0
286	0.64	0.84	0.48	0.5	0.37	0.45	0.4	0
287	0.74	0.74	0.48	0.5	0.31	0.53	0.52	0
288	0.35	0.48	0.48	0.5	0.56	0.4	0.48	0
289	0.83	0.37	0.48	0.5	0.61	0.71	0.74	0
290	0.24	0.57	0.48	0.5	0.63	0.34	0.43	0
291	0.3	0.37	0.48	0.5	0.59	0.41	0.49	0
292	0.0	0.38	0.48	0.5	0.42	0.48	0.55	0
293	0.71	0.4	0.48	0.5	0.71	0.7	0.74	0
294	0.89	0.55	0.48	0.5	0.51	0.72	0.76	0
295	0.57	0.54	0.48	0.5	0.37	0.28	0.33	0
296	0.42	0.4	0.48	0.5	0.56	0.18	0.3	0
297	0.68	0.76	0.48	0.5	0.84	0.45	0.27	0
298	0.66	0.74	0.48	0.5	0.31	0.38	0.43	0
299	0.75	0.76	0.48	0.5	0.83	0.57	0.3	0
300	0.29	0.39	0.48	0.5	0.52	0.4	0.48	0
301	0.67	0.84	0.48	0.5	0.74	0.54	0.37	0
302	0.49	0.61	1.0	0.5	0.56	0.71	0.74	1
303	0.73	0.26	0.48	0.5	0.57	0.75	0.78	1
304	0.63	0.51	0.48	0.5	0.64	0.72	0.76	1
305	0.81	0.53	0.48	0.5	0.57	0.87	0.88	1
