	Mcg	 Gvh	 Lip	 Chg	 Aac	 Alm1	 Alm2	Label
236	0.61	0.66	0.48	0.5	0.46	0.87	0.88	0
237	0.48	0.49	0.48	0.5	0.52	0.77	0.71	0
238	0.11	0.5	0.48	0.5	0.58	0.72	0.68	0
239	0.31	0.36	0.48	0.5	0.58	0.94	0.94	0
240	0.68	0.51	0.48	0.5	0.71	0.75	0.78	0
241	0.69	0.39	0.48	0.5	0.57	0.76	0.79	0
242	0.52	0.54	0.48	0.5	0.62	0.76	0.79	0
243	0.46	0.59	0.48	0.5	0.36	0.76	0.23	0
244	0.36	0.45	0.48	0.5	0.38	0.79	0.17	0
245	0.0	0.51	0.48	0.5	0.35	0.67	0.44	0
246	0.1	0.49	0.48	0.5	0.41	0.67	0.21	0
247	0.3	0.51	0.48	0.5	0.42	0.61	0.34	0
248	0.61	0.47	0.48	0.5	0.0	0.8	0.32	0
249	0.63	0.75	0.48	0.5	0.64	0.73	0.66	0
250	0.71	0.52	0.48	0.5	0.64	1.0	0.99	0
251	0.85	0.53	0.48	0.5	0.53	0.52	0.35	0
252	0.63	0.49	0.48	0.5	0.54	0.76	0.79	0
253	0.75	0.55	1.0	1.0	0.4	0.47	0.3	0
254	0.7	0.39	1.0	0.5	0.51	0.82	0.84	0
255	0.72	0.42	0.48	0.5	0.65	0.77	0.79	0
256	0.79	0.41	0.48	0.5	0.66	0.81	0.83	0
257	0.83	0.48	0.48	0.5	0.65	0.76	0.79	0
258	0.69	0.43	0.48	0.5	0.59	0.74	0.77	0
259	0.64	0.78	0.48	0.5	0.5	0.36	0.38	1
260	0.62	0.78	0.48	0.5	0.47	0.49	0.54	1
261	0.76	0.73	0.48	0.5	0.44	0.39	0.39	1
262	0.64	0.81	0.48	0.5	0.37	0.39	0.44	1
263	0.29	0.39	0.48	0.5	0.52	0.4	0.48	1
264	0.58	0.55	0.48	0.5	0.57	0.7	0.74	0
265	0.36	0.47	0.48	0.5	0.51	0.69	0.72	0
266	0.39	0.41	0.48	0.5	0.52	0.72	0.75	0
267	0.35	0.51	0.48	0.5	0.61	0.71	0.74	0
268	0.31	0.44	0.48	0.5	0.5	0.79	0.82	0
269	0.61	0.66	0.48	0.5	0.46	0.87	0.88	0
270	0.48	0.49	0.48	0.5	0.52	0.77	0.71	0
271	0.11	0.5	0.48	0.5	0.58	0.72	0.68	0
272	0.31	0.36	0.48	0.5	0.58	0.94	0.94	0
273	0.68	0.51	0.48	0.5	0.71	0.75	0.78	0
274	0.69	0.39	0.48	0.5	0.57	0.76	0.79	0
275	0.52	0.54	0.48	0.5	0.62	0.76	0.79	0
276	0.46	0.59	0.48	0.5	0.36	0.76	0.23	0
277	0.36	0.45	0.48	0.5	0.38	0.79	0.17	0
278	0.0	0.51	0.48	0.5	0.35	0.67	0.44	0
279	0.1	0.49	0.48	0.5	0.41	0.67	0.21	0
280	0.3	0.51	0.48	0.5	0.42	0.61	0.34	0
281	0.61	0.47	0.48	0.5	0.0	0.8	0.32	0
282	0.63	0.75	0.48	0.5	0.64	0.73	0.66	0
283	0.71	0.52	0.48	0.5	0.64	1.0	0.99	0
284	0.85	0.53	0.48	0.5	0.53	0.52	0.35	0
285	0.63	0.49	0.48	0.5	0.54	0.76	0.79	0
286	0.75	0.55	1.0	1.0	0.4	0.47	0.3	0
287	0.7	0.39	1.0	0.5	0.51	0.82	0.84	0
288	0.72	0.42	0.48	0.5	0.65	0.77	0.79	0
289	0.79	0.41	0.48	0.5	0.66	0.81	0.83	0
290	0.83	0.48	0.48	0.5	0.65	0.76	0.79	0
291	0.69	0.43	0.48	0.5	0.59	0.74	0.77	0
292	0.64	0.78	0.48	0.5	0.5	0.36	0.38	1
293	0.62	0.78	0.48	0.5	0.47	0.49	0.54	1
294	0.76	0.73	0.48	0.5	0.44	0.39	0.39	1
295	0.64	0.81	0.48	0.5	0.37	0.39	0.44	1
296	0.29	0.39	0.48	0.5	0.52	0.4	0.48	1
