	area	perimeter	compactness	length	width	asymmetry coefficient	groove length	category
31	17.36	15.76	0.8785	6.145	3.574	3.526	5.971	1
32	15.57	15.15	0.8527	5.92	3.231	2.64	5.879	1
33	15.6	15.11	0.858	5.832	3.286	2.725	5.752	1
34	16.23	15.18	0.885	5.872	3.472	3.769	5.922	1
35	14.11	14.18	0.882	5.541	3.221	2.754	5.038	0
36	13.45	14.02	0.8604	5.516	3.065	3.531	5.097	0
37	13.16	13.82	0.8662	5.454	2.975	0.8551	5.056	0
38	15.49	14.94	0.8724	5.757	3.371	3.412	5.228	0
39	14.09	14.41	0.8529	5.717	3.186	3.92	5.299	0
40	13.94	14.17	0.8728	5.585	3.15	2.124	5.012	0
41	15.05	14.68	0.8779	5.712	3.328	2.129	5.36	0
42	18.65	16.41	0.8698	6.285	3.594	4.391	6.102	1
43	17.98	15.85	0.8993	5.979	3.687	2.257	5.919	1
44	20.16	17.03	0.8735	6.513	3.773	1.91	6.185	1
45	17.55	15.66	0.8991	5.791	3.69	5.366	5.661	1
46	18.3	15.89	0.9108	5.979	3.755	2.837	5.962	1
47	18.94	16.32	0.8942	6.144	3.825	2.908	5.949	1
48	15.38	14.9	0.8706	5.884	3.268	4.462	5.795	1
49	16.16	15.33	0.8644	5.845	3.395	4.266	5.795	1
50	15.56	14.89	0.8823	5.776	3.408	4.972	5.847	1
51	15.38	14.66	0.899	5.477	3.465	3.6	5.439	1
52	17.36	15.76	0.8785	6.145	3.574	3.526	5.971	1
53	15.57	15.15	0.8527	5.92	3.231	2.64	5.879	1
54	15.6	15.11	0.858	5.832	3.286	2.725	5.752	1
55	16.23	15.18	0.885	5.872	3.472	3.769	5.922	1
56	14.11	14.18	0.882	5.541	3.221	2.754	5.038	0
57	13.45	14.02	0.8604	5.516	3.065	3.531	5.097	0
58	13.16	13.82	0.8662	5.454	2.975	0.8551	5.056	0
59	15.49	14.94	0.8724	5.757	3.371	3.412	5.228	0
60	14.09	14.41	0.8529	5.717	3.186	3.92	5.299	0
61	13.94	14.17	0.8728	5.585	3.15	2.124	5.012	0
62	15.05	14.68	0.8779	5.712	3.328	2.129	5.36	0
63	18.65	16.41	0.8698	6.285	3.594	4.391	6.102	1
64	17.98	15.85	0.8993	5.979	3.687	2.257	5.919	1
65	20.16	17.03	0.8735	6.513	3.773	1.91	6.185	1
66	17.55	15.66	0.8991	5.791	3.69	5.366	5.661	1
67	18.3	15.89	0.9108	5.979	3.755	2.837	5.962	1
68	18.94	16.32	0.8942	6.144	3.825	2.908	5.949	1
69	15.38	14.9	0.8706	5.884	3.268	4.462	5.795	1
70	16.16	15.33	0.8644	5.845	3.395	4.266	5.795	1
71	15.56	14.89	0.8823	5.776	3.408	4.972	5.847	1
72	15.38	14.66	0.899	5.477	3.465	3.6	5.439	1
73	17.36	15.76	0.8785	6.145	3.574	3.526	5.971	1
74	15.57	15.15	0.8527	5.92	3.231	2.64	5.879	1
75	15.6	15.11	0.858	5.832	3.286	2.725	5.752	1
76	16.23	15.18	0.885	5.872	3.472	3.769	5.922	1
77	14.11	14.18	0.882	5.541	3.221	2.754	5.038	0
78	13.45	14.02	0.8604	5.516	3.065	3.531	5.097	0
79	13.16	13.82	0.8662	5.454	2.975	0.8551	5.056	0
80	15.49	14.94	0.8724	5.757	3.371	3.412	5.228	0
81	14.09	14.41	0.8529	5.717	3.186	3.92	5.299	0
82	13.94	14.17	0.8728	5.585	3.15	2.124	5.012	0
83	15.05	14.68	0.8779	5.712	3.328	2.129	5.36	0
84	18.65	16.41	0.8698	6.285	3.594	4.391	6.102	1
85	17.98	15.85	0.8993	5.979	3.687	2.257	5.919	1
86	20.16	17.03	0.8735	6.513	3.773	1.91	6.185	1
87	17.55	15.66	0.8991	5.791	3.69	5.366	5.661	1
88	18.3	15.89	0.9108	5.979	3.755	2.837	5.962	1
89	18.94	16.32	0.8942	6.144	3.825	2.908	5.949	1
90	15.38	14.9	0.8706	5.884	3.268	4.462	5.795	1
91	16.16	15.33	0.8644	5.845	3.395	4.266	5.795	1
92	15.56	14.89	0.8823	5.776	3.408	4.972	5.847	1
93	15.38	14.66	0.899	5.477	3.465	3.6	5.439	1
94	17.36	15.76	0.8785	6.145	3.574	3.526	5.971	1
95	15.57	15.15	0.8527	5.92	3.231	2.64	5.879	1
96	15.6	15.11	0.858	5.832	3.286	2.725	5.752	1
97	16.23	15.18	0.885	5.872	3.472	3.769	5.922	1
98	14.11	14.18	0.882	5.541	3.221	2.754	5.038	0
99	13.45	14.02	0.8604	5.516	3.065	3.531	5.097	0
100	13.16	13.82	0.8662	5.454	2.975	0.8551	5.056	0
101	15.49	14.94	0.8724	5.757	3.371	3.412	5.228	0
102	14.09	14.41	0.8529	5.717	3.186	3.92	5.299	0
103	13.94	14.17	0.8728	5.585	3.15	2.124	5.012	0
104	15.05	14.68	0.8779	5.712	3.328	2.129	5.36	0
105	18.65	16.41	0.8698	6.285	3.594	4.391	6.102	1
106	17.98	15.85	0.8993	5.979	3.687	2.257	5.919	1
107	20.16	17.03	0.8735	6.513	3.773	1.91	6.185	1
108	17.55	15.66	0.8991	5.791	3.69	5.366	5.661	1
109	18.3	15.89	0.9108	5.979	3.755	2.837	5.962	1
110	18.94	16.32	0.8942	6.144	3.825	2.908	5.949	1
111	15.38	14.9	0.8706	5.884	3.268	4.462	5.795	1
112	16.16	15.33	0.8644	5.845	3.395	4.266	5.795	1
113	15.56	14.89	0.8823	5.776	3.408	4.972	5.847	1
114	15.38	14.66	0.899	5.477	3.465	3.6	5.439	1
115	17.36	15.76	0.8785	6.145	3.574	3.526	5.971	1
116	15.57	15.15	0.8527	5.92	3.231	2.64	5.879	1
117	15.6	15.11	0.858	5.832	3.286	2.725	5.752	1
118	16.23	15.18	0.885	5.872	3.472	3.769	5.922	1
119	14.11	14.18	0.882	5.541	3.221	2.754	5.038	0
120	13.45	14.02	0.8604	5.516	3.065	3.531	5.097	0
121	13.16	13.82	0.8662	5.454	2.975	0.8551	5.056	0
122	15.49	14.94	0.8724	5.757	3.371	3.412	5.228	0
123	14.09	14.41	0.8529	5.717	3.186	3.92	5.299	0
124	13.94	14.17	0.8728	5.585	3.15	2.124	5.012	0
125	15.05	14.68	0.8779	5.712	3.328	2.129	5.36	0
126	18.65	16.41	0.8698	6.285	3.594	4.391	6.102	1
127	17.98	15.85	0.8993	5.979	3.687	2.257	5.919	1
128	20.16	17.03	0.8735	6.513	3.773	1.91	6.185	1
129	17.55	15.66	0.8991	5.791	3.69	5.366	5.661	1
130	18.3	15.89	0.9108	5.979	3.755	2.837	5.962	1
131	18.94	16.32	0.8942	6.144	3.825	2.908	5.949	1
132	15.38	14.9	0.8706	5.884	3.268	4.462	5.795	1
133	16.16	15.33	0.8644	5.845	3.395	4.266	5.795	1
134	15.56	14.89	0.8823	5.776	3.408	4.972	5.847	1
135	15.38	14.66	0.899	5.477	3.465	3.6	5.439	1
136	17.36	15.76	0.8785	6.145	3.574	3.526	5.971	1
137	15.57	15.15	0.8527	5.92	3.231	2.64	5.879	1
138	15.6	15.11	0.858	5.832	3.286	2.725	5.752	1
139	16.23	15.18	0.885	5.872	3.472	3.769	5.922	1
140	14.11	14.18	0.882	5.541	3.221	2.754	5.038	0
141	13.45	14.02	0.8604	5.516	3.065	3.531	5.097	0
142	13.16	13.82	0.8662	5.454	2.975	0.8551	5.056	0
143	15.49	14.94	0.8724	5.757	3.371	3.412	5.228	0
144	14.09	14.41	0.8529	5.717	3.186	3.92	5.299	0
145	13.94	14.17	0.8728	5.585	3.15	2.124	5.012	0
146	15.05	14.68	0.8779	5.712	3.328	2.129	5.36	0
147	18.65	16.41	0.8698	6.285	3.594	4.391	6.102	1
148	17.98	15.85	0.8993	5.979	3.687	2.257	5.919	1
149	20.16	17.03	0.8735	6.513	3.773	1.91	6.185	1
150	17.55	15.66	0.8991	5.791	3.69	5.366	5.661	1
151	18.3	15.89	0.9108	5.979	3.755	2.837	5.962	1
152	18.94	16.32	0.8942	6.144	3.825	2.908	5.949	1
153	15.38	14.9	0.8706	5.884	3.268	4.462	5.795	1
154	16.16	15.33	0.8644	5.845	3.395	4.266	5.795	1
155	15.56	14.89	0.8823	5.776	3.408	4.972	5.847	1
156	15.38	14.66	0.899	5.477	3.465	3.6	5.439	1
157	17.36	15.76	0.8785	6.145	3.574	3.526	5.971	1
158	15.57	15.15	0.8527	5.92	3.231	2.64	5.879	1
159	15.6	15.11	0.858	5.832	3.286	2.725	5.752	1
160	16.23	15.18	0.885	5.872	3.472	3.769	5.922	1
161	14.11	14.18	0.882	5.541	3.221	2.754	5.038	0
162	13.45	14.02	0.8604	5.516	3.065	3.531	5.097	0
163	13.16	13.82	0.8662	5.454	2.975	0.8551	5.056	0
164	15.49	14.94	0.8724	5.757	3.371	3.412	5.228	0
165	14.09	14.41	0.8529	5.717	3.186	3.92	5.299	0
166	13.94	14.17	0.8728	5.585	3.15	2.124	5.012	0
167	15.05	14.68	0.8779	5.712	3.328	2.129	5.36	0
168	18.65	16.41	0.8698	6.285	3.594	4.391	6.102	1
169	17.98	15.85	0.8993	5.979	3.687	2.257	5.919	1
170	20.16	17.03	0.8735	6.513	3.773	1.91	6.185	1
171	17.55	15.66	0.8991	5.791	3.69	5.366	5.661	1
172	18.3	15.89	0.9108	5.979	3.755	2.837	5.962	1
173	18.94	16.32	0.8942	6.144	3.825	2.908	5.949	1
174	15.38	14.9	0.8706	5.884	3.268	4.462	5.795	1
175	16.16	15.33	0.8644	5.845	3.395	4.266	5.795	1
176	15.56	14.89	0.8823	5.776	3.408	4.972	5.847	1
177	15.38	14.66	0.899	5.477	3.465	3.6	5.439	1
178	17.36	15.76	0.8785	6.145	3.574	3.526	5.971	1
179	15.57	15.15	0.8527	5.92	3.231	2.64	5.879	1
180	15.6	15.11	0.858	5.832	3.286	2.725	5.752	1
181	16.23	15.18	0.885	5.872	3.472	3.769	5.922	1
182	14.11	14.18	0.882	5.541	3.221	2.754	5.038	0
183	13.45	14.02	0.8604	5.516	3.065	3.531	5.097	0
184	13.16	13.82	0.8662	5.454	2.975	0.8551	5.056	0
185	15.49	14.94	0.8724	5.757	3.371	3.412	5.228	0
186	14.09	14.41	0.8529	5.717	3.186	3.92	5.299	0
187	13.94	14.17	0.8728	5.585	3.15	2.124	5.012	0
188	15.05	14.68	0.8779	5.712	3.328	2.129	5.36	0
