	area	perimeter	compactness	length	width	asymmetry coefficient	groove length	category
96	12.44	13.59	0.8462	5.319	2.897	4.924	5.27	1
97	12.15	13.45	0.8443	5.417	2.837	3.638	5.338	1
98	13.16	13.55	0.9009	5.138	3.201	2.461	4.783	0
99	15.5	14.86	0.882	5.877	3.396	4.711	5.528	0
100	15.11	14.54	0.8986	5.579	3.462	3.128	5.18	0
101	13.8	14.04	0.8794	5.376	3.155	1.56	4.961	0
102	15.36	14.76	0.8861	5.701	3.393	1.367	5.132	0
103	14.99	14.56	0.8883	5.57	3.377	2.958	5.175	0
104	14.79	14.52	0.8819	5.545	3.291	2.704	5.111	0
105	11.36	13.05	0.8382	5.175	2.755	4.048	5.263	1
106	11.19	13.05	0.8253	5.25	2.675	5.813	5.219	1
107	11.34	12.87	0.8596	5.053	2.849	3.347	5.003	1
108	12.13	13.73	0.8081	5.394	2.745	4.825	5.22	1
109	11.75	13.52	0.8082	5.444	2.678	4.378	5.31	1
110	11.49	13.22	0.8263	5.304	2.695	5.388	5.31	1
111	12.54	13.67	0.8425	5.451	2.879	3.082	5.491	1
112	12.02	13.33	0.8503	5.35	2.81	4.271	5.308	1
113	12.05	13.41	0.8416	5.267	2.847	4.988	5.046	1
114	12.55	13.57	0.8558	5.333	2.968	4.419	5.176	1
115	11.14	12.79	0.8558	5.011	2.794	6.388	5.049	1
116	12.1	13.15	0.8793	5.105	2.941	2.201	5.056	1
117	12.44	13.59	0.8462	5.319	2.897	4.924	5.27	1
118	12.15	13.45	0.8443	5.417	2.837	3.638	5.338	1
119	13.16	13.55	0.9009	5.138	3.201	2.461	4.783	0
120	15.5	14.86	0.882	5.877	3.396	4.711	5.528	0
121	15.11	14.54	0.8986	5.579	3.462	3.128	5.18	0
122	13.8	14.04	0.8794	5.376	3.155	1.56	4.961	0
123	15.36	14.76	0.8861	5.701	3.393	1.367	5.132	0
124	14.99	14.56	0.8883	5.57	3.377	2.958	5.175	0
125	14.79	14.52	0.8819	5.545	3.291	2.704	5.111	0
126	11.36	13.05	0.8382	5.175	2.755	4.048	5.263	1
127	11.19	13.05	0.8253	5.25	2.675	5.813	5.219	1
128	11.34	12.87	0.8596	5.053	2.849	3.347	5.003	1
129	12.13	13.73	0.8081	5.394	2.745	4.825	5.22	1
130	11.75	13.52	0.8082	5.444	2.678	4.378	5.31	1
131	11.49	13.22	0.8263	5.304	2.695	5.388	5.31	1
132	12.54	13.67	0.8425	5.451	2.879	3.082	5.491	1
133	12.02	13.33	0.8503	5.35	2.81	4.271	5.308	1
134	12.05	13.41	0.8416	5.267	2.847	4.988	5.046	1
135	12.55	13.57	0.8558	5.333	2.968	4.419	5.176	1
136	11.14	12.79	0.8558	5.011	2.794	6.388	5.049	1
137	12.1	13.15	0.8793	5.105	2.941	2.201	5.056	1
138	12.44	13.59	0.8462	5.319	2.897	4.924	5.27	1
139	12.15	13.45	0.8443	5.417	2.837	3.638	5.338	1
140	13.16	13.55	0.9009	5.138	3.201	2.461	4.783	0
141	15.5	14.86	0.882	5.877	3.396	4.711	5.528	0
142	15.11	14.54	0.8986	5.579	3.462	3.128	5.18	0
143	13.8	14.04	0.8794	5.376	3.155	1.56	4.961	0
144	15.36	14.76	0.8861	5.701	3.393	1.367	5.132	0
145	14.99	14.56	0.8883	5.57	3.377	2.958	5.175	0
146	14.79	14.52	0.8819	5.545	3.291	2.704	5.111	0
147	11.36	13.05	0.8382	5.175	2.755	4.048	5.263	1
148	11.19	13.05	0.8253	5.25	2.675	5.813	5.219	1
149	11.34	12.87	0.8596	5.053	2.849	3.347	5.003	1
150	12.13	13.73	0.8081	5.394	2.745	4.825	5.22	1
151	11.75	13.52	0.8082	5.444	2.678	4.378	5.31	1
152	11.49	13.22	0.8263	5.304	2.695	5.388	5.31	1
153	12.54	13.67	0.8425	5.451	2.879	3.082	5.491	1
154	12.02	13.33	0.8503	5.35	2.81	4.271	5.308	1
155	12.05	13.41	0.8416	5.267	2.847	4.988	5.046	1
156	12.55	13.57	0.8558	5.333	2.968	4.419	5.176	1
157	11.14	12.79	0.8558	5.011	2.794	6.388	5.049	1
158	12.1	13.15	0.8793	5.105	2.941	2.201	5.056	1
159	12.44	13.59	0.8462	5.319	2.897	4.924	5.27	1
160	12.15	13.45	0.8443	5.417	2.837	3.638	5.338	1
161	13.16	13.55	0.9009	5.138	3.201	2.461	4.783	0
162	15.5	14.86	0.882	5.877	3.396	4.711	5.528	0
163	15.11	14.54	0.8986	5.579	3.462	3.128	5.18	0
164	13.8	14.04	0.8794	5.376	3.155	1.56	4.961	0
165	15.36	14.76	0.8861	5.701	3.393	1.367	5.132	0
166	14.99	14.56	0.8883	5.57	3.377	2.958	5.175	0
167	14.79	14.52	0.8819	5.545	3.291	2.704	5.111	0
168	11.36	13.05	0.8382	5.175	2.755	4.048	5.263	1
169	11.19	13.05	0.8253	5.25	2.675	5.813	5.219	1
170	11.34	12.87	0.8596	5.053	2.849	3.347	5.003	1
171	12.13	13.73	0.8081	5.394	2.745	4.825	5.22	1
172	11.75	13.52	0.8082	5.444	2.678	4.378	5.31	1
173	11.49	13.22	0.8263	5.304	2.695	5.388	5.31	1
174	12.54	13.67	0.8425	5.451	2.879	3.082	5.491	1
175	12.02	13.33	0.8503	5.35	2.81	4.271	5.308	1
176	12.05	13.41	0.8416	5.267	2.847	4.988	5.046	1
177	12.55	13.57	0.8558	5.333	2.968	4.419	5.176	1
178	11.14	12.79	0.8558	5.011	2.794	6.388	5.049	1
179	12.1	13.15	0.8793	5.105	2.941	2.201	5.056	1
180	12.44	13.59	0.8462	5.319	2.897	4.924	5.27	1
181	12.15	13.45	0.8443	5.417	2.837	3.638	5.338	1
182	13.16	13.55	0.9009	5.138	3.201	2.461	4.783	0
183	15.5	14.86	0.882	5.877	3.396	4.711	5.528	0
184	15.11	14.54	0.8986	5.579	3.462	3.128	5.18	0
185	13.8	14.04	0.8794	5.376	3.155	1.56	4.961	0
186	15.36	14.76	0.8861	5.701	3.393	1.367	5.132	0
187	14.99	14.56	0.8883	5.57	3.377	2.958	5.175	0
188	14.79	14.52	0.8819	5.545	3.291	2.704	5.111	0
