	area	perimeter	compactness	length	width	asymmetry coefficient	groove length	category
106	18.72	16.34	0.881	6.219	3.684	2.188	6.097	1
107	16.41	15.25	0.8866	5.718	3.525	4.217	5.618	1
108	17.99	15.86	0.8992	5.89	3.694	2.068	5.837	1
109	19.46	16.5	0.8985	6.113	3.892	4.308	6.009	1
110	19.18	16.63	0.8717	6.369	3.681	3.357	6.229	1
111	18.95	16.42	0.8829	6.248	3.755	3.368	6.148	1
112	18.83	16.29	0.8917	6.037	3.786	2.553	5.879	1
113	18.85	16.17	0.9056	6.152	3.806	2.843	6.2	1
114	17.63	15.86	0.88	6.033	3.573	3.747	5.929	1
115	19.94	16.92	0.8752	6.675	3.763	3.252	6.55	1
116	18.55	16.22	0.8865	6.153	3.674	1.738	5.894	1
117	18.45	16.12	0.8921	6.107	3.769	2.235	5.794	1
118	19.38	16.72	0.8716	6.303	3.791	3.678	5.965	1
119	13.74	14.05	0.8744	5.482	3.114	2.932	4.825	0
120	14.59	14.28	0.8993	5.351	3.333	4.185	4.781	0
121	13.99	13.83	0.9183	5.119	3.383	5.234	4.781	0
122	15.69	14.75	0.9058	5.527	3.514	1.599	5.046	0
123	14.7	14.21	0.9153	5.205	3.466	1.767	4.649	0
124	12.72	13.57	0.8686	5.226	3.049	4.102	4.914	0
125	14.16	14.4	0.8584	5.658	3.129	3.072	5.176	0
126	18.17	16.26	0.8637	6.271	3.512	2.853	6.273	1
127	18.72	16.34	0.881	6.219	3.684	2.188	6.097	1
128	16.41	15.25	0.8866	5.718	3.525	4.217	5.618	1
129	17.99	15.86	0.8992	5.89	3.694	2.068	5.837	1
130	19.46	16.5	0.8985	6.113	3.892	4.308	6.009	1
131	19.18	16.63	0.8717	6.369	3.681	3.357	6.229	1
132	18.95	16.42	0.8829	6.248	3.755	3.368	6.148	1
133	18.83	16.29	0.8917	6.037	3.786	2.553	5.879	1
134	18.85	16.17	0.9056	6.152	3.806	2.843	6.2	1
135	17.63	15.86	0.88	6.033	3.573	3.747	5.929	1
136	19.94	16.92	0.8752	6.675	3.763	3.252	6.55	1
137	18.55	16.22	0.8865	6.153	3.674	1.738	5.894	1
138	18.45	16.12	0.8921	6.107	3.769	2.235	5.794	1
139	19.38	16.72	0.8716	6.303	3.791	3.678	5.965	1
140	13.74	14.05	0.8744	5.482	3.114	2.932	4.825	0
141	14.59	14.28	0.8993	5.351	3.333	4.185	4.781	0
142	13.99	13.83	0.9183	5.119	3.383	5.234	4.781	0
143	15.69	14.75	0.9058	5.527	3.514	1.599	5.046	0
144	14.7	14.21	0.9153	5.205	3.466	1.767	4.649	0
145	12.72	13.57	0.8686	5.226	3.049	4.102	4.914	0
146	14.16	14.4	0.8584	5.658	3.129	3.072	5.176	0
147	18.17	16.26	0.8637	6.271	3.512	2.853	6.273	1
148	18.72	16.34	0.881	6.219	3.684	2.188	6.097	1
149	16.41	15.25	0.8866	5.718	3.525	4.217	5.618	1
150	17.99	15.86	0.8992	5.89	3.694	2.068	5.837	1
151	19.46	16.5	0.8985	6.113	3.892	4.308	6.009	1
152	19.18	16.63	0.8717	6.369	3.681	3.357	6.229	1
153	18.95	16.42	0.8829	6.248	3.755	3.368	6.148	1
154	18.83	16.29	0.8917	6.037	3.786	2.553	5.879	1
155	18.85	16.17	0.9056	6.152	3.806	2.843	6.2	1
156	17.63	15.86	0.88	6.033	3.573	3.747	5.929	1
157	19.94	16.92	0.8752	6.675	3.763	3.252	6.55	1
158	18.55	16.22	0.8865	6.153	3.674	1.738	5.894	1
159	18.45	16.12	0.8921	6.107	3.769	2.235	5.794	1
160	19.38	16.72	0.8716	6.303	3.791	3.678	5.965	1
161	13.74	14.05	0.8744	5.482	3.114	2.932	4.825	0
162	14.59	14.28	0.8993	5.351	3.333	4.185	4.781	0
163	13.99	13.83	0.9183	5.119	3.383	5.234	4.781	0
164	15.69	14.75	0.9058	5.527	3.514	1.599	5.046	0
165	14.7	14.21	0.9153	5.205	3.466	1.767	4.649	0
166	12.72	13.57	0.8686	5.226	3.049	4.102	4.914	0
167	14.16	14.4	0.8584	5.658	3.129	3.072	5.176	0
168	18.17	16.26	0.8637	6.271	3.512	2.853	6.273	1
169	18.72	16.34	0.881	6.219	3.684	2.188	6.097	1
170	16.41	15.25	0.8866	5.718	3.525	4.217	5.618	1
171	17.99	15.86	0.8992	5.89	3.694	2.068	5.837	1
172	19.46	16.5	0.8985	6.113	3.892	4.308	6.009	1
173	19.18	16.63	0.8717	6.369	3.681	3.357	6.229	1
174	18.95	16.42	0.8829	6.248	3.755	3.368	6.148	1
175	18.83	16.29	0.8917	6.037	3.786	2.553	5.879	1
176	18.85	16.17	0.9056	6.152	3.806	2.843	6.2	1
177	17.63	15.86	0.88	6.033	3.573	3.747	5.929	1
178	19.94	16.92	0.8752	6.675	3.763	3.252	6.55	1
179	18.55	16.22	0.8865	6.153	3.674	1.738	5.894	1
180	18.45	16.12	0.8921	6.107	3.769	2.235	5.794	1
181	19.38	16.72	0.8716	6.303	3.791	3.678	5.965	1
182	13.74	14.05	0.8744	5.482	3.114	2.932	4.825	0
183	14.59	14.28	0.8993	5.351	3.333	4.185	4.781	0
184	13.99	13.83	0.9183	5.119	3.383	5.234	4.781	0
185	15.69	14.75	0.9058	5.527	3.514	1.599	5.046	0
186	14.7	14.21	0.9153	5.205	3.466	1.767	4.649	0
187	12.72	13.57	0.8686	5.226	3.049	4.102	4.914	0
188	14.16	14.4	0.8584	5.658	3.129	3.072	5.176	0
