	area	perimeter	compactness	length	width	asymmetry coefficient	groove length	category
45	12.76	13.38	0.8964	5.073	3.155	2.828	4.83	1
46	12.38	13.44	0.8609	5.219	2.989	5.472	5.045	1
47	12.67	13.32	0.8977	4.984	3.135	2.3	4.745	1
48	11.18	12.72	0.868	5.009	2.81	4.051	4.828	1
49	12.7	13.41	0.8874	5.183	3.091	8.456	5.0	1
50	12.37	13.47	0.8567	5.204	2.96	3.919	5.001	1
51	12.19	13.2	0.8783	5.137	2.981	3.631	4.87	1
52	11.23	12.88	0.8511	5.14	2.795	4.325	5.003	1
53	13.2	13.66	0.8883	5.236	3.232	8.315	5.056	1
54	11.84	13.21	0.8521	5.175	2.836	3.598	5.044	1
55	12.3	13.34	0.8684	5.243	2.974	5.637	5.063	1
56	13.22	13.84	0.868	5.395	3.07	4.157	5.088	0
57	12.78	13.57	0.8716	5.262	3.026	1.176	4.782	0
58	12.88	13.5	0.8879	5.139	3.119	2.352	4.607	0
59	14.34	14.37	0.8726	5.63	3.19	1.313	5.15	0
60	14.01	14.29	0.8625	5.609	3.158	2.217	5.132	0
61	14.37	14.39	0.8726	5.569	3.153	1.464	5.3	0
62	12.73	13.75	0.8458	5.412	2.882	3.533	5.067	0
63	12.79	13.53	0.8786	5.224	3.054	5.483	4.958	1
64	13.37	13.78	0.8849	5.32	3.128	4.67	5.091	1
65	12.62	13.67	0.8481	5.41	2.911	3.306	5.231	1
66	12.76	13.38	0.8964	5.073	3.155	2.828	4.83	1
67	12.38	13.44	0.8609	5.219	2.989	5.472	5.045	1
68	12.67	13.32	0.8977	4.984	3.135	2.3	4.745	1
69	11.18	12.72	0.868	5.009	2.81	4.051	4.828	1
70	12.7	13.41	0.8874	5.183	3.091	8.456	5.0	1
71	12.37	13.47	0.8567	5.204	2.96	3.919	5.001	1
72	12.19	13.2	0.8783	5.137	2.981	3.631	4.87	1
73	11.23	12.88	0.8511	5.14	2.795	4.325	5.003	1
74	13.2	13.66	0.8883	5.236	3.232	8.315	5.056	1
75	11.84	13.21	0.8521	5.175	2.836	3.598	5.044	1
76	12.3	13.34	0.8684	5.243	2.974	5.637	5.063	1
77	13.22	13.84	0.868	5.395	3.07	4.157	5.088	0
78	12.78	13.57	0.8716	5.262	3.026	1.176	4.782	0
79	12.88	13.5	0.8879	5.139	3.119	2.352	4.607	0
80	14.34	14.37	0.8726	5.63	3.19	1.313	5.15	0
81	14.01	14.29	0.8625	5.609	3.158	2.217	5.132	0
82	14.37	14.39	0.8726	5.569	3.153	1.464	5.3	0
83	12.73	13.75	0.8458	5.412	2.882	3.533	5.067	0
84	12.79	13.53	0.8786	5.224	3.054	5.483	4.958	1
85	13.37	13.78	0.8849	5.32	3.128	4.67	5.091	1
86	12.62	13.67	0.8481	5.41	2.911	3.306	5.231	1
87	12.76	13.38	0.8964	5.073	3.155	2.828	4.83	1
88	12.38	13.44	0.8609	5.219	2.989	5.472	5.045	1
89	12.67	13.32	0.8977	4.984	3.135	2.3	4.745	1
90	11.18	12.72	0.868	5.009	2.81	4.051	4.828	1
91	12.7	13.41	0.8874	5.183	3.091	8.456	5.0	1
92	12.37	13.47	0.8567	5.204	2.96	3.919	5.001	1
93	12.19	13.2	0.8783	5.137	2.981	3.631	4.87	1
94	11.23	12.88	0.8511	5.14	2.795	4.325	5.003	1
95	13.2	13.66	0.8883	5.236	3.232	8.315	5.056	1
96	11.84	13.21	0.8521	5.175	2.836	3.598	5.044	1
97	12.3	13.34	0.8684	5.243	2.974	5.637	5.063	1
98	13.22	13.84	0.868	5.395	3.07	4.157	5.088	0
99	12.78	13.57	0.8716	5.262	3.026	1.176	4.782	0
100	12.88	13.5	0.8879	5.139	3.119	2.352	4.607	0
101	14.34	14.37	0.8726	5.63	3.19	1.313	5.15	0
102	14.01	14.29	0.8625	5.609	3.158	2.217	5.132	0
103	14.37	14.39	0.8726	5.569	3.153	1.464	5.3	0
104	12.73	13.75	0.8458	5.412	2.882	3.533	5.067	0
105	12.79	13.53	0.8786	5.224	3.054	5.483	4.958	1
106	13.37	13.78	0.8849	5.32	3.128	4.67	5.091	1
107	12.62	13.67	0.8481	5.41	2.911	3.306	5.231	1
108	12.76	13.38	0.8964	5.073	3.155	2.828	4.83	1
109	12.38	13.44	0.8609	5.219	2.989	5.472	5.045	1
110	12.67	13.32	0.8977	4.984	3.135	2.3	4.745	1
111	11.18	12.72	0.868	5.009	2.81	4.051	4.828	1
112	12.7	13.41	0.8874	5.183	3.091	8.456	5.0	1
113	12.37	13.47	0.8567	5.204	2.96	3.919	5.001	1
114	12.19	13.2	0.8783	5.137	2.981	3.631	4.87	1
115	11.23	12.88	0.8511	5.14	2.795	4.325	5.003	1
116	13.2	13.66	0.8883	5.236	3.232	8.315	5.056	1
117	11.84	13.21	0.8521	5.175	2.836	3.598	5.044	1
118	12.3	13.34	0.8684	5.243	2.974	5.637	5.063	1
119	13.22	13.84	0.868	5.395	3.07	4.157	5.088	0
120	12.78	13.57	0.8716	5.262	3.026	1.176	4.782	0
121	12.88	13.5	0.8879	5.139	3.119	2.352	4.607	0
122	14.34	14.37	0.8726	5.63	3.19	1.313	5.15	0
123	14.01	14.29	0.8625	5.609	3.158	2.217	5.132	0
124	14.37	14.39	0.8726	5.569	3.153	1.464	5.3	0
125	12.73	13.75	0.8458	5.412	2.882	3.533	5.067	0
126	12.79	13.53	0.8786	5.224	3.054	5.483	4.958	1
127	13.37	13.78	0.8849	5.32	3.128	4.67	5.091	1
128	12.62	13.67	0.8481	5.41	2.911	3.306	5.231	1
129	12.76	13.38	0.8964	5.073	3.155	2.828	4.83	1
130	12.38	13.44	0.8609	5.219	2.989	5.472	5.045	1
131	12.67	13.32	0.8977	4.984	3.135	2.3	4.745	1
132	11.18	12.72	0.868	5.009	2.81	4.051	4.828	1
133	12.7	13.41	0.8874	5.183	3.091	8.456	5.0	1
134	12.37	13.47	0.8567	5.204	2.96	3.919	5.001	1
135	12.19	13.2	0.8783	5.137	2.981	3.631	4.87	1
136	11.23	12.88	0.8511	5.14	2.795	4.325	5.003	1
137	13.2	13.66	0.8883	5.236	3.232	8.315	5.056	1
138	11.84	13.21	0.8521	5.175	2.836	3.598	5.044	1
139	12.3	13.34	0.8684	5.243	2.974	5.637	5.063	1
140	13.22	13.84	0.868	5.395	3.07	4.157	5.088	0
141	12.78	13.57	0.8716	5.262	3.026	1.176	4.782	0
142	12.88	13.5	0.8879	5.139	3.119	2.352	4.607	0
143	14.34	14.37	0.8726	5.63	3.19	1.313	5.15	0
144	14.01	14.29	0.8625	5.609	3.158	2.217	5.132	0
145	14.37	14.39	0.8726	5.569	3.153	1.464	5.3	0
146	12.73	13.75	0.8458	5.412	2.882	3.533	5.067	0
147	12.79	13.53	0.8786	5.224	3.054	5.483	4.958	1
148	13.37	13.78	0.8849	5.32	3.128	4.67	5.091	1
149	12.62	13.67	0.8481	5.41	2.911	3.306	5.231	1
150	12.76	13.38	0.8964	5.073	3.155	2.828	4.83	1
151	12.38	13.44	0.8609	5.219	2.989	5.472	5.045	1
152	12.67	13.32	0.8977	4.984	3.135	2.3	4.745	1
153	11.18	12.72	0.868	5.009	2.81	4.051	4.828	1
154	12.7	13.41	0.8874	5.183	3.091	8.456	5.0	1
155	12.37	13.47	0.8567	5.204	2.96	3.919	5.001	1
156	12.19	13.2	0.8783	5.137	2.981	3.631	4.87	1
157	11.23	12.88	0.8511	5.14	2.795	4.325	5.003	1
158	13.2	13.66	0.8883	5.236	3.232	8.315	5.056	1
159	11.84	13.21	0.8521	5.175	2.836	3.598	5.044	1
160	12.3	13.34	0.8684	5.243	2.974	5.637	5.063	1
161	13.22	13.84	0.868	5.395	3.07	4.157	5.088	0
162	12.78	13.57	0.8716	5.262	3.026	1.176	4.782	0
163	12.88	13.5	0.8879	5.139	3.119	2.352	4.607	0
164	14.34	14.37	0.8726	5.63	3.19	1.313	5.15	0
165	14.01	14.29	0.8625	5.609	3.158	2.217	5.132	0
166	14.37	14.39	0.8726	5.569	3.153	1.464	5.3	0
167	12.73	13.75	0.8458	5.412	2.882	3.533	5.067	0
168	12.79	13.53	0.8786	5.224	3.054	5.483	4.958	1
169	13.37	13.78	0.8849	5.32	3.128	4.67	5.091	1
170	12.62	13.67	0.8481	5.41	2.911	3.306	5.231	1
171	12.76	13.38	0.8964	5.073	3.155	2.828	4.83	1
172	12.38	13.44	0.8609	5.219	2.989	5.472	5.045	1
173	12.67	13.32	0.8977	4.984	3.135	2.3	4.745	1
174	11.18	12.72	0.868	5.009	2.81	4.051	4.828	1
175	12.7	13.41	0.8874	5.183	3.091	8.456	5.0	1
176	12.37	13.47	0.8567	5.204	2.96	3.919	5.001	1
177	12.19	13.2	0.8783	5.137	2.981	3.631	4.87	1
178	11.23	12.88	0.8511	5.14	2.795	4.325	5.003	1
179	13.2	13.66	0.8883	5.236	3.232	8.315	5.056	1
180	11.84	13.21	0.8521	5.175	2.836	3.598	5.044	1
181	12.3	13.34	0.8684	5.243	2.974	5.637	5.063	1
182	13.22	13.84	0.868	5.395	3.07	4.157	5.088	0
183	12.78	13.57	0.8716	5.262	3.026	1.176	4.782	0
184	12.88	13.5	0.8879	5.139	3.119	2.352	4.607	0
185	14.34	14.37	0.8726	5.63	3.19	1.313	5.15	0
186	14.01	14.29	0.8625	5.609	3.158	2.217	5.132	0
187	14.37	14.39	0.8726	5.569	3.153	1.464	5.3	0
188	12.73	13.75	0.8458	5.412	2.882	3.533	5.067	0
