	Mcg	 Gvh	 Alm	 Mit	 Erl	 Pox	 Vac	 Nuc	Label
95	0.58	0.55	0.51	0.13	0.5	0.0	0.52	0.22	0
96	0.53	0.51	0.54	0.21	0.5	0.0	0.45	0.22	0
97	0.39	0.45	0.75	0.17	0.5	0.0	0.51	0.22	0
98	0.62	0.6	0.54	0.22	0.5	0.0	0.54	0.27	0
99	0.45	0.76	0.51	0.25	0.5	0.0	0.59	0.22	0
100	0.48	0.44	0.51	0.24	0.5	0.0	0.49	0.22	0
101	0.79	0.56	0.53	0.19	0.5	0.0	0.47	0.35	0
102	0.79	0.62	0.35	0.35	0.5	0.0	0.6	0.28	0
103	0.66	0.54	0.53	0.17	0.5	0.0	0.54	0.22	0
104	0.5	0.46	0.49	0.27	0.5	0.0	0.6	0.22	0
105	0.19	0.41	0.55	0.13	0.5	0.0	0.52	0.25	0
106	0.56	0.49	0.47	0.13	0.5	0.0	0.52	0.22	0
107	0.54	0.35	0.55	0.19	0.5	0.0	0.3	0.22	0
108	0.36	0.51	0.51	0.17	0.5	0.0	0.52	0.22	0
109	0.68	0.68	0.35	0.16	0.5	0.0	0.62	0.22	0
110	0.73	0.59	0.35	0.15	0.5	0.0	0.54	0.22	0
111	0.64	0.61	0.56	0.15	0.5	0.0	0.54	0.22	0
112	0.65	0.58	0.53	0.21	0.5	0.0	0.51	0.22	0
113	0.48	0.49	0.49	0.26	0.5	0.0	0.39	0.27	0
114	0.41	0.48	0.51	0.2	0.5	0.0	0.51	0.22	0
115	0.4	0.45	0.45	0.15	0.5	0.0	0.53	0.48	0
116	0.5	0.47	0.56	0.31	0.5	0.0	0.56	0.26	0
117	0.71	0.79	0.41	0.38	0.5	0.0	0.54	0.22	0
118	0.59	0.56	0.5	0.48	0.5	0.0	0.46	0.22	0
119	0.32	0.3	0.57	0.38	0.5	0.0	0.5	0.25	0
120	0.8	0.82	0.4	0.31	0.5	0.0	0.57	0.25	0
121	0.56	0.71	0.47	0.21	0.5	0.0	0.52	0.22	0
122	0.33	0.38	0.47	0.14	0.5	0.0	0.51	0.47	0
123	0.82	0.63	0.47	0.18	0.5	0.0	0.5	0.22	0
124	0.77	0.68	0.35	0.19	0.5	0.0	0.53	0.43	0
125	0.47	0.5	0.6	0.63	0.5	0.0	0.38	0.16	0
126	0.36	0.48	0.61	0.26	0.5	0.0	0.5	0.16	0
127	0.57	0.59	0.49	0.86	0.5	0.0	0.47	0.22	0
128	0.77	0.74	0.37	0.29	0.5	0.0	0.45	0.22	0
129	0.74	0.75	0.45	0.44	0.5	0.0	0.52	0.22	0
130	0.38	0.48	0.57	0.3	0.5	0.0	0.41	0.11	0
131	0.43	0.4	0.6	0.16	0.5	0.0	0.53	0.39	0
132	0.49	0.31	0.43	0.24	0.5	0.0	0.54	0.22	1
133	0.46	0.41	0.43	0.18	0.5	0.0	0.54	0.22	1
134	0.32	0.36	0.28	0.38	0.5	0.0	0.5	0.4	1
135	0.36	0.5	0.39	0.23	0.5	0.0	0.5	0.22	1
136	0.31	0.51	0.38	0.18	0.5	0.0	0.46	0.31	1
137	0.42	0.51	0.33	0.16	0.5	0.0	0.54	0.22	1
138	0.47	0.41	0.46	0.18	0.5	0.0	0.53	0.22	1
139	0.54	0.44	0.38	0.22	0.5	0.0	0.54	0.3	1
140	0.43	0.6	0.4	0.12	0.5	0.0	0.49	0.29	1
141	0.65	0.62	0.26	0.33	0.5	0.0	0.55	0.22	1
142	0.42	0.71	0.45	0.15	0.5	0.0	0.48	0.22	1
143	0.38	0.37	0.36	0.14	0.5	0.0	0.54	0.22	1
144	0.61	0.76	0.3	0.16	0.5	0.0	0.45	0.41	1
145	0.38	0.67	0.33	0.17	0.5	0.0	0.51	0.22	1
146	0.51	0.46	0.41	0.36	0.5	0.0	0.49	0.22	1
147	0.32	0.29	0.29	0.08	0.5	0.0	0.52	0.22	1
148	0.5	0.5	0.54	0.16	0.5	0.0	0.49	0.22	0
149	0.45	0.46	0.61	0.2	0.5	0.0	0.62	0.22	0
150	0.49	0.45	0.53	0.16	0.5	0.0	0.49	0.31	0
151	0.55	0.59	0.52	0.1	0.5	0.0	0.53	0.22	0
152	0.33	0.38	0.45	0.19	0.5	0.0	0.54	0.37	0
153	0.48	0.45	0.59	0.35	0.5	0.0	0.55	0.3	0
154	0.26	0.28	0.6	0.2	0.5	0.0	0.54	0.31	0
155	0.46	0.46	0.53	0.23	0.5	0.0	0.51	0.22	0
156	0.28	0.36	0.55	0.15	0.5	0.0	0.57	0.22	0
157	0.74	0.72	0.5	0.28	0.5	0.0	0.49	0.27	0
158	0.53	0.54	0.43	0.18	0.5	0.0	0.53	0.31	0
159	0.47	0.54	0.53	0.77	0.5	0.0	0.52	0.36	0
160	0.49	0.71	0.54	0.13	0.5	0.0	0.58	0.22	0
161	0.46	0.37	0.48	0.36	0.5	0.0	0.48	0.22	0
162	0.75	0.69	0.48	0.13	0.5	0.0	0.57	0.4	0
163	0.69	0.7	0.5	0.3	0.5	0.0	0.54	0.22	0
164	0.46	0.62	0.54	0.25	0.5	0.0	0.46	0.22	0
165	0.68	0.39	0.5	0.15	0.5	0.0	0.48	0.37	0
166	0.48	0.56	0.49	0.32	0.5	0.0	0.5	0.22	0
167	0.48	0.48	0.56	0.18	0.5	0.0	0.58	0.22	0
168	0.61	0.55	0.51	0.26	0.5	0.0	0.52	0.22	0
169	0.5	0.62	0.52	0.3	0.5	0.0	0.56	0.22	0
170	0.68	0.53	0.44	0.31	0.5	0.0	0.51	0.22	0
171	0.61	0.39	0.53	0.14	0.5	0.0	0.43	0.26	0
172	0.39	0.16	0.59	0.08	0.5	0.0	0.51	0.27	0
173	0.51	0.55	0.56	0.18	0.5	0.0	0.5	0.38	0
174	0.31	0.39	0.55	0.28	0.5	0.0	0.46	0.31	0
175	0.54	0.53	0.53	0.17	0.5	0.0	0.51	0.39	0
176	0.49	0.67	0.5	0.28	0.5	0.0	0.43	0.22	0
177	0.44	0.45	0.53	0.19	0.5	0.0	0.41	0.28	0
178	0.46	0.41	0.58	0.1	0.5	0.0	0.48	0.22	0
179	0.57	0.51	0.58	0.22	0.5	0.0	0.51	0.22	0
180	0.37	0.58	0.5	0.22	0.5	0.0	0.47	0.22	0
181	0.5	0.36	0.64	0.37	0.5	0.0	0.37	0.33	0
182	0.45	0.5	0.57	0.29	0.5	0.0	0.44	0.11	0
183	0.61	0.38	0.57	0.36	0.5	0.0	0.44	0.21	0
184	0.61	0.38	0.57	0.36	0.5	0.0	0.44	0.21	0
185	0.35	0.41	0.53	0.27	0.5	0.0	0.47	0.29	0
186	0.34	0.48	0.47	0.19	0.5	0.0	0.5	0.3	0
187	0.44	0.5	0.55	0.24	0.5	0.0	0.48	0.22	0
188	0.31	0.6	0.65	0.18	0.5	0.0	0.46	0.22	0
189	0.38	0.38	0.54	0.24	0.5	0.0	0.54	0.22	0
190	0.36	0.56	0.52	0.18	0.5	0.0	0.45	0.16	0
191	0.63	0.64	0.45	0.26	0.5	0.0	0.43	0.22	0
192	0.63	0.64	0.45	0.26	0.5	0.0	0.43	0.22	0
193	0.43	0.33	0.67	0.12	0.5	0.0	0.45	0.23	0
194	0.35	0.21	1.0	0.8	0.5	0.0	0.13	0.01	0
195	0.56	0.35	0.47	0.41	0.5	0.0	0.5	0.22	0
196	0.66	0.6	0.52	0.19	0.5	0.0	0.69	0.22	0
197	0.73	0.6	0.47	0.2	0.5	0.0	0.72	0.22	0
198	0.78	0.82	0.56	0.21	0.5	0.0	0.69	0.22	0
199	0.47	0.56	0.46	0.5	0.5	0.0	0.51	0.22	0
200	0.52	0.43	0.61	0.22	0.5	0.0	0.45	0.22	0
201	0.41	0.49	0.65	0.28	0.5	0.0	0.59	0.57	0
202	0.53	0.57	0.6	0.36	0.5	0.0	0.5	0.22	0
203	0.37	0.3	0.62	0.43	0.5	0.0	0.44	0.39	0
204	0.41	0.46	0.58	0.08	0.5	0.0	0.51	0.28	0
205	0.51	0.4	0.5	0.28	0.5	0.0	0.48	0.27	0
206	0.46	0.49	0.55	0.18	0.5	0.0	0.56	0.22	0
207	0.53	0.51	0.55	0.57	0.5	0.0	0.46	0.22	0
208	0.6	0.51	0.49	0.18	0.5	0.0	0.53	0.38	0
209	0.85	0.66	0.49	0.18	0.5	0.0	0.51	0.22	0
210	0.58	0.56	0.46	0.14	0.5	0.0	0.51	0.22	0
211	0.46	0.47	0.44	0.18	1.0	0.0	0.46	0.22	0
212	0.54	0.51	0.56	0.15	0.5	0.0	0.54	0.31	0
213	0.47	0.37	0.46	0.28	0.5	0.0	0.52	0.99	0
214	0.3	0.33	0.55	0.12	0.5	0.0	0.53	0.38	0
215	0.49	0.49	0.52	0.18	0.5	0.0	0.51	0.25	0
216	0.56	0.59	0.45	0.15	0.5	0.0	0.54	0.22	0
217	0.45	0.65	0.51	0.17	0.5	0.0	0.49	0.22	0
218	0.45	0.41	0.53	0.49	0.5	0.0	0.49	0.31	0
219	0.33	0.42	0.55	0.23	0.5	0.0	0.52	0.43	0
220	0.37	0.47	0.49	0.12	0.5	0.0	0.47	0.31	0
221	0.4	0.75	0.44	0.12	0.5	0.0	0.49	0.22	0
222	0.6	0.64	0.56	0.36	0.5	0.0	0.46	0.27	0
223	0.55	0.4	0.62	0.22	0.5	0.0	0.37	0.28	0
224	0.55	0.57	0.51	0.07	0.5	0.0	0.55	0.22	0
225	0.36	0.32	0.55	0.27	0.5	0.0	0.47	0.43	0
226	0.66	0.65	0.54	0.4	0.5	0.0	0.51	0.22	0
227	0.49	0.6	0.54	0.35	0.5	0.0	0.53	0.46	0
228	0.49	0.48	0.51	0.21	0.5	0.0	0.53	0.22	0
229	0.51	0.48	0.51	0.19	0.5	0.0	0.51	0.27	0
230	0.6	0.46	0.51	0.1	0.5	0.0	0.48	0.31	0
231	0.6	0.46	0.51	0.1	0.5	0.0	0.48	0.31	0
232	0.45	0.45	0.51	0.3	0.5	0.0	0.48	0.44	0
233	0.83	0.81	0.45	0.38	0.5	0.0	0.4	0.26	0
234	0.38	0.51	0.56	0.21	0.5	0.0	0.48	0.31	0
235	0.44	0.4	0.53	0.19	0.5	0.0	0.48	0.27	0
236	0.58	0.64	0.42	0.3	0.5	0.0	0.54	0.22	0
237	0.74	0.82	0.46	0.24	0.5	0.0	0.48	0.22	0
238	0.39	0.39	0.65	0.16	0.5	0.0	0.45	0.22	0
239	0.41	0.35	0.6	0.22	0.5	0.0	0.56	0.79	0
240	0.63	0.64	0.49	0.2	0.5	0.0	0.52	0.25	0
241	0.63	0.43	0.48	0.11	0.5	0.0	0.51	0.22	0
242	0.77	0.7	0.44	0.29	0.5	0.0	0.56	0.22	0
243	0.58	0.55	0.51	0.13	0.5	0.0	0.52	0.22	0
244	0.53	0.51	0.54	0.21	0.5	0.0	0.45	0.22	0
245	0.39	0.45	0.75	0.17	0.5	0.0	0.51	0.22	0
246	0.62	0.6	0.54	0.22	0.5	0.0	0.54	0.27	0
247	0.45	0.76	0.51	0.25	0.5	0.0	0.59	0.22	0
248	0.48	0.44	0.51	0.24	0.5	0.0	0.49	0.22	0
249	0.79	0.56	0.53	0.19	0.5	0.0	0.47	0.35	0
250	0.79	0.62	0.35	0.35	0.5	0.0	0.6	0.28	0
251	0.66	0.54	0.53	0.17	0.5	0.0	0.54	0.22	0
252	0.5	0.46	0.49	0.27	0.5	0.0	0.6	0.22	0
253	0.19	0.41	0.55	0.13	0.5	0.0	0.52	0.25	0
254	0.56	0.49	0.47	0.13	0.5	0.0	0.52	0.22	0
255	0.54	0.35	0.55	0.19	0.5	0.0	0.3	0.22	0
256	0.36	0.51	0.51	0.17	0.5	0.0	0.52	0.22	0
257	0.68	0.68	0.35	0.16	0.5	0.0	0.62	0.22	0
258	0.73	0.59	0.35	0.15	0.5	0.0	0.54	0.22	0
259	0.64	0.61	0.56	0.15	0.5	0.0	0.54	0.22	0
260	0.65	0.58	0.53	0.21	0.5	0.0	0.51	0.22	0
261	0.48	0.49	0.49	0.26	0.5	0.0	0.39	0.27	0
262	0.41	0.48	0.51	0.2	0.5	0.0	0.51	0.22	0
263	0.4	0.45	0.45	0.15	0.5	0.0	0.53	0.48	0
264	0.5	0.47	0.56	0.31	0.5	0.0	0.56	0.26	0
265	0.71	0.79	0.41	0.38	0.5	0.0	0.54	0.22	0
266	0.59	0.56	0.5	0.48	0.5	0.0	0.46	0.22	0
267	0.32	0.3	0.57	0.38	0.5	0.0	0.5	0.25	0
268	0.8	0.82	0.4	0.31	0.5	0.0	0.57	0.25	0
269	0.56	0.71	0.47	0.21	0.5	0.0	0.52	0.22	0
270	0.33	0.38	0.47	0.14	0.5	0.0	0.51	0.47	0
271	0.82	0.63	0.47	0.18	0.5	0.0	0.5	0.22	0
272	0.77	0.68	0.35	0.19	0.5	0.0	0.53	0.43	0
273	0.47	0.5	0.6	0.63	0.5	0.0	0.38	0.16	0
274	0.36	0.48	0.61	0.26	0.5	0.0	0.5	0.16	0
275	0.57	0.59	0.49	0.86	0.5	0.0	0.47	0.22	0
276	0.77	0.74	0.37	0.29	0.5	0.0	0.45	0.22	0
277	0.74	0.75	0.45	0.44	0.5	0.0	0.52	0.22	0
278	0.38	0.48	0.57	0.3	0.5	0.0	0.41	0.11	0
279	0.43	0.4	0.6	0.16	0.5	0.0	0.53	0.39	0
280	0.49	0.31	0.43	0.24	0.5	0.0	0.54	0.22	1
281	0.46	0.41	0.43	0.18	0.5	0.0	0.54	0.22	1
282	0.32	0.36	0.28	0.38	0.5	0.0	0.5	0.4	1
283	0.36	0.5	0.39	0.23	0.5	0.0	0.5	0.22	1
284	0.31	0.51	0.38	0.18	0.5	0.0	0.46	0.31	1
285	0.42	0.51	0.33	0.16	0.5	0.0	0.54	0.22	1
286	0.47	0.41	0.46	0.18	0.5	0.0	0.53	0.22	1
287	0.54	0.44	0.38	0.22	0.5	0.0	0.54	0.3	1
288	0.43	0.6	0.4	0.12	0.5	0.0	0.49	0.29	1
289	0.65	0.62	0.26	0.33	0.5	0.0	0.55	0.22	1
290	0.42	0.71	0.45	0.15	0.5	0.0	0.48	0.22	1
291	0.38	0.37	0.36	0.14	0.5	0.0	0.54	0.22	1
292	0.61	0.76	0.3	0.16	0.5	0.0	0.45	0.41	1
293	0.38	0.67	0.33	0.17	0.5	0.0	0.51	0.22	1
294	0.51	0.46	0.41	0.36	0.5	0.0	0.49	0.22	1
295	0.32	0.29	0.29	0.08	0.5	0.0	0.52	0.22	1
296	0.5	0.5	0.54	0.16	0.5	0.0	0.49	0.22	0
297	0.45	0.46	0.61	0.2	0.5	0.0	0.62	0.22	0
298	0.49	0.45	0.53	0.16	0.5	0.0	0.49	0.31	0
299	0.55	0.59	0.52	0.1	0.5	0.0	0.53	0.22	0
300	0.33	0.38	0.45	0.19	0.5	0.0	0.54	0.37	0
301	0.48	0.45	0.59	0.35	0.5	0.0	0.55	0.3	0
302	0.26	0.28	0.6	0.2	0.5	0.0	0.54	0.31	0
303	0.46	0.46	0.53	0.23	0.5	0.0	0.51	0.22	0
304	0.28	0.36	0.55	0.15	0.5	0.0	0.57	0.22	0
305	0.74	0.72	0.5	0.28	0.5	0.0	0.49	0.27	0
306	0.53	0.54	0.43	0.18	0.5	0.0	0.53	0.31	0
307	0.47	0.54	0.53	0.77	0.5	0.0	0.52	0.36	0
308	0.49	0.71	0.54	0.13	0.5	0.0	0.58	0.22	0
309	0.46	0.37	0.48	0.36	0.5	0.0	0.48	0.22	0
310	0.75	0.69	0.48	0.13	0.5	0.0	0.57	0.4	0
311	0.69	0.7	0.5	0.3	0.5	0.0	0.54	0.22	0
312	0.46	0.62	0.54	0.25	0.5	0.0	0.46	0.22	0
313	0.68	0.39	0.5	0.15	0.5	0.0	0.48	0.37	0
314	0.48	0.56	0.49	0.32	0.5	0.0	0.5	0.22	0
315	0.48	0.48	0.56	0.18	0.5	0.0	0.58	0.22	0
316	0.61	0.55	0.51	0.26	0.5	0.0	0.52	0.22	0
317	0.5	0.62	0.52	0.3	0.5	0.0	0.56	0.22	0
318	0.68	0.53	0.44	0.31	0.5	0.0	0.51	0.22	0
319	0.61	0.39	0.53	0.14	0.5	0.0	0.43	0.26	0
320	0.39	0.16	0.59	0.08	0.5	0.0	0.51	0.27	0
321	0.51	0.55	0.56	0.18	0.5	0.0	0.5	0.38	0
322	0.31	0.39	0.55	0.28	0.5	0.0	0.46	0.31	0
323	0.54	0.53	0.53	0.17	0.5	0.0	0.51	0.39	0
324	0.49	0.67	0.5	0.28	0.5	0.0	0.43	0.22	0
325	0.44	0.45	0.53	0.19	0.5	0.0	0.41	0.28	0
326	0.46	0.41	0.58	0.1	0.5	0.0	0.48	0.22	0
327	0.57	0.51	0.58	0.22	0.5	0.0	0.51	0.22	0
328	0.37	0.58	0.5	0.22	0.5	0.0	0.47	0.22	0
329	0.5	0.36	0.64	0.37	0.5	0.0	0.37	0.33	0
330	0.45	0.5	0.57	0.29	0.5	0.0	0.44	0.11	0
331	0.61	0.38	0.57	0.36	0.5	0.0	0.44	0.21	0
332	0.61	0.38	0.57	0.36	0.5	0.0	0.44	0.21	0
333	0.35	0.41	0.53	0.27	0.5	0.0	0.47	0.29	0
334	0.34	0.48	0.47	0.19	0.5	0.0	0.5	0.3	0
335	0.44	0.5	0.55	0.24	0.5	0.0	0.48	0.22	0
336	0.31	0.6	0.65	0.18	0.5	0.0	0.46	0.22	0
337	0.38	0.38	0.54	0.24	0.5	0.0	0.54	0.22	0
338	0.36	0.56	0.52	0.18	0.5	0.0	0.45	0.16	0
339	0.63	0.64	0.45	0.26	0.5	0.0	0.43	0.22	0
340	0.63	0.64	0.45	0.26	0.5	0.0	0.43	0.22	0
341	0.43	0.33	0.67	0.12	0.5	0.0	0.45	0.23	0
342	0.35	0.21	1.0	0.8	0.5	0.0	0.13	0.01	0
343	0.56	0.35	0.47	0.41	0.5	0.0	0.5	0.22	0
344	0.66	0.6	0.52	0.19	0.5	0.0	0.69	0.22	0
345	0.73	0.6	0.47	0.2	0.5	0.0	0.72	0.22	0
346	0.78	0.82	0.56	0.21	0.5	0.0	0.69	0.22	0
347	0.47	0.56	0.46	0.5	0.5	0.0	0.51	0.22	0
348	0.52	0.43	0.61	0.22	0.5	0.0	0.45	0.22	0
349	0.41	0.49	0.65	0.28	0.5	0.0	0.59	0.57	0
350	0.53	0.57	0.6	0.36	0.5	0.0	0.5	0.22	0
351	0.37	0.3	0.62	0.43	0.5	0.0	0.44	0.39	0
352	0.41	0.46	0.58	0.08	0.5	0.0	0.51	0.28	0
353	0.51	0.4	0.5	0.28	0.5	0.0	0.48	0.27	0
354	0.46	0.49	0.55	0.18	0.5	0.0	0.56	0.22	0
355	0.53	0.51	0.55	0.57	0.5	0.0	0.46	0.22	0
356	0.6	0.51	0.49	0.18	0.5	0.0	0.53	0.38	0
357	0.85	0.66	0.49	0.18	0.5	0.0	0.51	0.22	0
358	0.58	0.56	0.46	0.14	0.5	0.0	0.51	0.22	0
359	0.46	0.47	0.44	0.18	1.0	0.0	0.46	0.22	0
360	0.54	0.51	0.56	0.15	0.5	0.0	0.54	0.31	0
361	0.47	0.37	0.46	0.28	0.5	0.0	0.52	0.99	0
362	0.3	0.33	0.55	0.12	0.5	0.0	0.53	0.38	0
363	0.49	0.49	0.52	0.18	0.5	0.0	0.51	0.25	0
364	0.56	0.59	0.45	0.15	0.5	0.0	0.54	0.22	0
365	0.45	0.65	0.51	0.17	0.5	0.0	0.49	0.22	0
366	0.45	0.41	0.53	0.49	0.5	0.0	0.49	0.31	0
367	0.33	0.42	0.55	0.23	0.5	0.0	0.52	0.43	0
368	0.37	0.47	0.49	0.12	0.5	0.0	0.47	0.31	0
369	0.4	0.75	0.44	0.12	0.5	0.0	0.49	0.22	0
370	0.6	0.64	0.56	0.36	0.5	0.0	0.46	0.27	0
371	0.55	0.4	0.62	0.22	0.5	0.0	0.37	0.28	0
372	0.55	0.57	0.51	0.07	0.5	0.0	0.55	0.22	0
373	0.36	0.32	0.55	0.27	0.5	0.0	0.47	0.43	0
374	0.66	0.65	0.54	0.4	0.5	0.0	0.51	0.22	0
375	0.49	0.6	0.54	0.35	0.5	0.0	0.53	0.46	0
376	0.49	0.48	0.51	0.21	0.5	0.0	0.53	0.22	0
377	0.51	0.48	0.51	0.19	0.5	0.0	0.51	0.27	0
378	0.6	0.46	0.51	0.1	0.5	0.0	0.48	0.31	0
379	0.6	0.46	0.51	0.1	0.5	0.0	0.48	0.31	0
380	0.45	0.45	0.51	0.3	0.5	0.0	0.48	0.44	0
381	0.83	0.81	0.45	0.38	0.5	0.0	0.4	0.26	0
382	0.38	0.51	0.56	0.21	0.5	0.0	0.48	0.31	0
383	0.44	0.4	0.53	0.19	0.5	0.0	0.48	0.27	0
384	0.58	0.64	0.42	0.3	0.5	0.0	0.54	0.22	0
385	0.74	0.82	0.46	0.24	0.5	0.0	0.48	0.22	0
