	a1	a2	a3	a5	a6	a7	Label
68	25	37	48	43	26	36	0
69	35	48	48	56	4	48	0
70	26	26	48	34	25	35	0
71	44	51	48	47	26	36	0
72	37	5	48	42	36	45	0
73	44	42	48	42	25	2	0
74	24	43	48	37	28	38	0
75	42	3	48	48	26	36	0
76	48	42	48	45	25	35	0
77	41	48	48	51	44	51	0
78	44	28	48	43	27	37	0
79	29	41	48	48	38	46	0
80	34	28	48	41	35	44	0
81	41	43	48	45	31	41	0
82	29	47	48	41	23	34	0
83	34	55	48	58	31	41	0
84	36	56	48	43	45	53	0
85	4	46	48	52	49	56	0
86	5	49	48	49	46	53	0
87	52	44	48	37	36	42	0
88	5	51	48	27	23	34	0
89	53	42	48	16	29	39	0
90	34	46	48	52	35	44	0
91	4	42	48	37	27	27	0
92	41	43	48	5	24	25	0
93	3	45	48	36	21	32	0
94	31	47	48	29	28	39	0
95	64	76	48	45	35	38	0
96	35	37	48	3	34	43	0
97	57	54	48	37	28	33	0
98	65	55	48	34	37	28	0
99	51	46	48	58	31	41	0
100	38	4	48	63	25	35	0
101	24	57	48	63	34	43	0
102	38	26	48	54	16	28	0
103	33	47	48	53	18	29	0
104	24	34	48	38	3	4	0
105	26	5	48	44	32	41	0
106	44	49	48	39	38	4	0
107	43	32	48	33	45	52	0
108	49	43	48	49	3	4	0
109	47	28	48	56	2	25	0
110	32	33	48	6	6	2	0
111	34	35	48	51	49	56	0
112	35	34	48	46	3	27	0
113	38	3	48	43	29	39	0
114	38	44	48	43	2	31	0
115	41	51	48	58	2	31	0
116	34	42	48	41	34	43	0
117	51	49	48	53	14	26	0
118	25	51	48	37	42	5	0
119	29	28	48	5	42	5	0
120	25	26	48	39	32	42	0
121	24	41	48	49	23	34	0
122	17	39	48	53	3	39	0
123	4	31	48	41	29	39	0
124	61	36	48	49	35	44	0
125	34	51	48	44	37	46	0
126	28	33	48	45	22	33	0
127	4	46	48	42	35	44	0
128	23	34	48	43	26	37	0
129	37	44	48	42	39	47	0
130	0	38	48	42	48	55	0
131	39	31	48	38	34	43	0
132	3	44	48	49	22	33	0
133	27	3	48	71	28	39	0
134	17	52	48	49	37	46	0
135	36	42	48	53	32	41	0
136	3	37	48	43	18	3	0
137	26	4	48	36	26	37	0
138	4	41	48	55	22	33	0
139	22	34	48	42	29	39	0
140	44	35	48	44	52	59	0
141	27	42	48	37	38	43	0
142	16	43	48	54	27	37	0
143	6	61	48	49	92	37	0
144	41	51	48	53	75	78	0
145	34	67	48	52	76	79	0
146	58	34	48	56	87	81	0
147	59	56	48	55	8	82	0
148	51	4	48	57	62	67	0
149	5	57	48	71	61	66	0
150	6	46	48	45	81	83	0
151	37	47	48	39	76	79	0
152	58	55	48	57	7	74	0
153	36	47	48	51	69	72	0
154	39	41	48	52	72	75	0
155	35	51	48	61	71	74	0
156	31	44	48	5	79	82	0
157	61	66	48	46	87	88	0
158	48	49	48	52	77	71	0
159	11	5	48	58	72	68	0
160	31	36	48	58	94	94	0
161	68	51	48	71	75	78	0
162	69	39	48	57	76	79	0
163	52	54	48	62	76	79	0
164	46	59	48	36	76	23	0
165	36	45	48	38	79	17	0
166	0	51	48	35	67	44	0
167	1	49	48	41	67	21	0
168	3	51	48	42	61	34	0
169	61	47	48	0	8	32	0
170	63	75	48	64	73	66	0
171	71	52	48	64	1	99	0
172	78	68	48	83	4	29	1
173	63	69	48	65	41	28	1
174	67	88	48	73	5	25	1
175	61	75	48	51	33	33	1
176	67	84	48	74	54	37	1
177	74	9	48	57	53	29	1
178	73	84	48	86	58	29	1
179	75	76	48	83	57	3	1
180	77	57	48	88	53	2	1
181	74	78	48	75	54	15	1
182	68	76	48	84	45	27	1
183	56	68	48	77	36	45	1
184	65	51	48	66	54	33	1
185	52	81	48	72	38	38	1
186	64	57	48	7	33	26	1
187	6	76	1	77	59	52	1
188	69	59	48	77	39	21	1
189	63	49	48	79	45	28	1
190	71	71	48	68	43	36	1
191	68	63	48	73	4	3	1
