	RI	 Na	 Mg	 Al	 Si	 K	 Ca	 Ba	 Fe	label
96	1.51793844	12.7915	3.5022	1.12139	73.03	0.63963	8.7656	0.0	0.0	0
97	1.51837126	13.1373	2.84217	1.27868	72.8508	0.55269	9.06688	0.0	0.0	0
98	1.5215149	13.05085	3.65037	0.87101	72.218	0.19251	9.85236	0.0	0.0867	0
99	1.51595658	12.7915	3.60996	1.61894	72.9684	0.63963	8.0662	0.0	0.1326	0
100	1.51734616	13.0176	3.53812	1.68956	72.7276	0.54027	8.4428	0.0	0.0357	0
101	1.5177562	12.85135	3.47975	1.23053	72.9684	0.60858	8.56116	0.09135	0.1122	0
102	1.51645774	13.40995	3.55159	1.24979	72.8116	0.6831	8.09848	0.0	0.0	1
103	1.51629828	12.7117	3.33158	1.49054	73.282	0.67068	8.23836	0.0	0.0	1
104	1.52725546	13.8023	3.15198	0.65915	70.5716	0.08073	11.63852	0.0	0.0	1
105	1.51891798	13.46315	3.82997	1.25942	72.5484	0.57132	8.20608	0.0	0.0714	1
106	1.51871296	12.93115	3.65935	1.56116	72.5092	0.57753	8.5504	0.0	0.0612	1
107	1.52176548	13.7491	1.01025	1.35893	72.19	0.32913	11.14356	0.0	0.0	1
108	1.5162755	12.99765	3.57853	1.53869	72.8284	0.60858	8.04468	0.0	0.0	1
109	1.51618438	13.01095	3.5022	1.48091	72.89	0.60237	8.12	0.0	0.0	1
110	1.51720948	13.3767	3.5022	1.15028	72.8508	0.50301	8.43204	0.0	0.0	0
111	1.51746006	12.83805	3.5022	1.14065	73.2708	0.5589	8.5504	0.0	0.0	0
112	1.52210718	13.72915	3.83895	0.72014	71.7588	0.16767	9.74476	0.0	0.0	0
113	1.51823458	12.8713	3.47975	1.29152	72.9516	0.60237	8.43204	0.0	0.0	0
114	1.51919134	14.417	3.57853	1.36856	72.078	0.5589	8.30292	0.0	0.0	0
115	1.51761952	12.79815	3.65935	1.26905	73.0076	0.60237	8.56116	0.0	0.0	0
116	1.51750562	12.81145	3.56955	1.3493	73.0188	0.621	8.59344	0.0	0.0	0
117	1.51782454	12.69175	3.53812	1.33967	72.9516	0.57132	8.75484	0.0	0.0	0
118	1.51793844	12.7915	3.5022	1.12139	73.03	0.63963	8.7656	0.0	0.0	0
119	1.51837126	13.1373	2.84217	1.27868	72.8508	0.55269	9.06688	0.0	0.0	0
120	1.5215149	13.05085	3.65037	0.87101	72.218	0.19251	9.85236	0.0	0.0867	0
121	1.51595658	12.7915	3.60996	1.61894	72.9684	0.63963	8.0662	0.0	0.1326	0
122	1.51734616	13.0176	3.53812	1.68956	72.7276	0.54027	8.4428	0.0	0.0357	0
123	1.5177562	12.85135	3.47975	1.23053	72.9684	0.60858	8.56116	0.09135	0.1122	0
124	1.51645774	13.40995	3.55159	1.24979	72.8116	0.6831	8.09848	0.0	0.0	1
125	1.51629828	12.7117	3.33158	1.49054	73.282	0.67068	8.23836	0.0	0.0	1
126	1.52725546	13.8023	3.15198	0.65915	70.5716	0.08073	11.63852	0.0	0.0	1
127	1.51891798	13.46315	3.82997	1.25942	72.5484	0.57132	8.20608	0.0	0.0714	1
128	1.51871296	12.93115	3.65935	1.56116	72.5092	0.57753	8.5504	0.0	0.0612	1
129	1.52176548	13.7491	1.01025	1.35893	72.19	0.32913	11.14356	0.0	0.0	1
130	1.5162755	12.99765	3.57853	1.53869	72.8284	0.60858	8.04468	0.0	0.0	1
131	1.51618438	13.01095	3.5022	1.48091	72.89	0.60237	8.12	0.0	0.0	1
132	1.51720948	13.3767	3.5022	1.15028	72.8508	0.50301	8.43204	0.0	0.0	0
133	1.51746006	12.83805	3.5022	1.14065	73.2708	0.5589	8.5504	0.0	0.0	0
134	1.52210718	13.72915	3.83895	0.72014	71.7588	0.16767	9.74476	0.0	0.0	0
135	1.51823458	12.8713	3.47975	1.29152	72.9516	0.60237	8.43204	0.0	0.0	0
136	1.51919134	14.417	3.57853	1.36856	72.078	0.5589	8.30292	0.0	0.0	0
137	1.51761952	12.79815	3.65935	1.26905	73.0076	0.60237	8.56116	0.0	0.0	0
138	1.51750562	12.81145	3.56955	1.3493	73.0188	0.621	8.59344	0.0	0.0	0
139	1.51782454	12.69175	3.53812	1.33967	72.9516	0.57132	8.75484	0.0	0.0	0
140	1.51793844	12.7915	3.5022	1.12139	73.03	0.63963	8.7656	0.0	0.0	0
141	1.51837126	13.1373	2.84217	1.27868	72.8508	0.55269	9.06688	0.0	0.0	0
142	1.5215149	13.05085	3.65037	0.87101	72.218	0.19251	9.85236	0.0	0.0867	0
143	1.51595658	12.7915	3.60996	1.61894	72.9684	0.63963	8.0662	0.0	0.1326	0
144	1.51734616	13.0176	3.53812	1.68956	72.7276	0.54027	8.4428	0.0	0.0357	0
145	1.5177562	12.85135	3.47975	1.23053	72.9684	0.60858	8.56116	0.09135	0.1122	0
146	1.51645774	13.40995	3.55159	1.24979	72.8116	0.6831	8.09848	0.0	0.0	1
147	1.51629828	12.7117	3.33158	1.49054	73.282	0.67068	8.23836	0.0	0.0	1
148	1.52725546	13.8023	3.15198	0.65915	70.5716	0.08073	11.63852	0.0	0.0	1
149	1.51891798	13.46315	3.82997	1.25942	72.5484	0.57132	8.20608	0.0	0.0714	1
150	1.51871296	12.93115	3.65935	1.56116	72.5092	0.57753	8.5504	0.0	0.0612	1
151	1.52176548	13.7491	1.01025	1.35893	72.19	0.32913	11.14356	0.0	0.0	1
152	1.5162755	12.99765	3.57853	1.53869	72.8284	0.60858	8.04468	0.0	0.0	1
153	1.51618438	13.01095	3.5022	1.48091	72.89	0.60237	8.12	0.0	0.0	1
154	1.51720948	13.3767	3.5022	1.15028	72.8508	0.50301	8.43204	0.0	0.0	0
155	1.51746006	12.83805	3.5022	1.14065	73.2708	0.5589	8.5504	0.0	0.0	0
156	1.52210718	13.72915	3.83895	0.72014	71.7588	0.16767	9.74476	0.0	0.0	0
157	1.51823458	12.8713	3.47975	1.29152	72.9516	0.60237	8.43204	0.0	0.0	0
158	1.51919134	14.417	3.57853	1.36856	72.078	0.5589	8.30292	0.0	0.0	0
159	1.51761952	12.79815	3.65935	1.26905	73.0076	0.60237	8.56116	0.0	0.0	0
160	1.51750562	12.81145	3.56955	1.3493	73.0188	0.621	8.59344	0.0	0.0	0
161	1.51782454	12.69175	3.53812	1.33967	72.9516	0.57132	8.75484	0.0	0.0	0
162	1.51793844	12.7915	3.5022	1.12139	73.03	0.63963	8.7656	0.0	0.0	0
163	1.51837126	13.1373	2.84217	1.27868	72.8508	0.55269	9.06688	0.0	0.0	0
164	1.5215149	13.05085	3.65037	0.87101	72.218	0.19251	9.85236	0.0	0.0867	0
165	1.51595658	12.7915	3.60996	1.61894	72.9684	0.63963	8.0662	0.0	0.1326	0
166	1.51734616	13.0176	3.53812	1.68956	72.7276	0.54027	8.4428	0.0	0.0357	0
167	1.5177562	12.85135	3.47975	1.23053	72.9684	0.60858	8.56116	0.09135	0.1122	0
168	1.51645774	13.40995	3.55159	1.24979	72.8116	0.6831	8.09848	0.0	0.0	1
169	1.51629828	12.7117	3.33158	1.49054	73.282	0.67068	8.23836	0.0	0.0	1
170	1.52725546	13.8023	3.15198	0.65915	70.5716	0.08073	11.63852	0.0	0.0	1
171	1.51891798	13.46315	3.82997	1.25942	72.5484	0.57132	8.20608	0.0	0.0714	1
172	1.51871296	12.93115	3.65935	1.56116	72.5092	0.57753	8.5504	0.0	0.0612	1
173	1.52176548	13.7491	1.01025	1.35893	72.19	0.32913	11.14356	0.0	0.0	1
174	1.5162755	12.99765	3.57853	1.53869	72.8284	0.60858	8.04468	0.0	0.0	1
175	1.51618438	13.01095	3.5022	1.48091	72.89	0.60237	8.12	0.0	0.0	1
176	1.51720948	13.3767	3.5022	1.15028	72.8508	0.50301	8.43204	0.0	0.0	0
177	1.51746006	12.83805	3.5022	1.14065	73.2708	0.5589	8.5504	0.0	0.0	0
178	1.52210718	13.72915	3.83895	0.72014	71.7588	0.16767	9.74476	0.0	0.0	0
179	1.51823458	12.8713	3.47975	1.29152	72.9516	0.60237	8.43204	0.0	0.0	0
180	1.51919134	14.417	3.57853	1.36856	72.078	0.5589	8.30292	0.0	0.0	0
181	1.51761952	12.79815	3.65935	1.26905	73.0076	0.60237	8.56116	0.0	0.0	0
182	1.51750562	12.81145	3.56955	1.3493	73.0188	0.621	8.59344	0.0	0.0	0
183	1.51782454	12.69175	3.53812	1.33967	72.9516	0.57132	8.75484	0.0	0.0	0
184	1.51793844	12.7915	3.5022	1.12139	73.03	0.63963	8.7656	0.0	0.0	0
185	1.51837126	13.1373	2.84217	1.27868	72.8508	0.55269	9.06688	0.0	0.0	0
186	1.5215149	13.05085	3.65037	0.87101	72.218	0.19251	9.85236	0.0	0.0867	0
187	1.51595658	12.7915	3.60996	1.61894	72.9684	0.63963	8.0662	0.0	0.1326	0
188	1.51734616	13.0176	3.53812	1.68956	72.7276	0.54027	8.4428	0.0	0.0357	0
189	1.5177562	12.85135	3.47975	1.23053	72.9684	0.60858	8.56116	0.09135	0.1122	0
190	1.51645774	13.40995	3.55159	1.24979	72.8116	0.6831	8.09848	0.0	0.0	1
191	1.51629828	12.7117	3.33158	1.49054	73.282	0.67068	8.23836	0.0	0.0	1
192	1.52725546	13.8023	3.15198	0.65915	70.5716	0.08073	11.63852	0.0	0.0	1
193	1.51891798	13.46315	3.82997	1.25942	72.5484	0.57132	8.20608	0.0	0.0714	1
194	1.51871296	12.93115	3.65935	1.56116	72.5092	0.57753	8.5504	0.0	0.0612	1
195	1.52176548	13.7491	1.01025	1.35893	72.19	0.32913	11.14356	0.0	0.0	1
196	1.5162755	12.99765	3.57853	1.53869	72.8284	0.60858	8.04468	0.0	0.0	1
197	1.51618438	13.01095	3.5022	1.48091	72.89	0.60237	8.12	0.0	0.0	1
