	Mcg	Gvh	Alm	Mit	Erl	Vac	Nuc	Label
58	0.48	0.43	0.51	0.32	0.5	0.52	0.43	0
59	0.41	0.46	0.59	0.19	0.5	0.58	0.27	0
60	0.5	0.52	0.59	0.3	0.5	0.51	0.35	0
61	0.33	0.43	0.64	0.16	0.5	0.52	0.52	0
62	0.48	0.23	0.57	0.27	0.5	0.48	0.47	0
63	0.44	0.52	0.41	0.23	0.5	0.51	0.22	0
64	0.3	0.32	0.57	0.19	0.5	0.48	0.55	0
65	0.4	0.44	0.49	0.47	0.5	0.49	0.27	0
66	0.45	0.51	0.5	0.16	0.5	0.52	1.0	0
67	0.4	0.38	0.53	0.16	0.5	0.52	0.27	0
68	0.53	0.51	0.55	0.05	0.5	0.45	0.25	0
69	0.62	0.51	0.52	0.42	0.5	0.54	0.27	0
70	0.35	0.58	0.54	0.16	0.5	0.51	0.22	0
71	0.48	0.54	0.5	0.17	0.5	0.53	0.22	0
72	0.47	0.32	0.64	0.3	0.5	0.63	0.22	0
73	0.58	0.48	0.51	0.47	0.5	0.55	0.22	0
74	0.64	0.6	0.57	0.19	0.5	0.43	0.22	0
75	0.37	0.46	0.4	0.27	0.5	0.45	0.22	0
76	0.28	0.37	0.61	0.09	0.5	0.52	0.55	0
77	0.26	0.36	0.47	0.34	0.5	0.53	0.72	0
78	0.51	0.34	0.5	0.19	0.5	0.5	0.22	0
79	0.58	0.5	0.5	0.12	0.5	0.48	0.25	0
80	0.41	0.39	0.44	0.34	0.5	0.48	0.4	0
81	0.36	0.68	0.46	0.16	0.5	0.53	0.28	0
82	0.42	0.31	0.5	0.15	0.5	0.53	0.22	0
83	0.67	0.71	0.52	0.65	0.5	0.53	0.36	0
84	0.49	0.47	0.53	0.16	0.5	0.48	0.27	0
85	0.42	0.51	0.5	0.12	0.5	0.52	0.46	0
86	0.57	0.51	0.53	0.18	0.5	0.56	0.25	0
87	0.31	0.44	0.53	0.23	0.5	0.51	0.32	0
88	0.31	0.31	0.56	0.33	0.5	0.52	0.33	0
89	0.37	0.36	0.56	0.18	0.5	0.48	0.26	1
90	0.74	0.57	0.51	0.28	0.5	0.58	0.22	1
91	0.7	0.65	0.54	0.28	0.5	0.6	0.4	1
92	0.58	0.44	0.57	0.13	0.5	0.54	0.22	0
93	0.48	0.45	0.59	0.2	0.5	0.58	0.34	0
94	0.43	0.39	0.54	0.21	0.5	0.53	0.27	0
95	0.42	0.37	0.59	0.2	0.5	0.52	0.29	0
96	0.58	0.47	0.54	0.11	0.5	0.51	0.26	0
97	0.5	0.34	0.55	0.21	0.5	0.49	0.22	0
98	0.61	0.6	0.55	0.21	0.5	0.5	0.25	0
99	0.53	0.54	0.43	0.1	0.5	0.57	0.32	0
100	0.33	0.55	0.51	0.43	0.5	0.51	0.22	0
101	0.53	0.31	0.58	0.39	0.5	0.47	0.37	0
102	0.45	0.46	0.55	0.43	0.5	0.55	0.38	0
103	0.37	0.32	0.47	0.18	0.5	0.45	0.25	0
104	0.48	0.43	0.51	0.32	0.5	0.52	0.43	0
105	0.41	0.46	0.59	0.19	0.5	0.58	0.27	0
106	0.5	0.52	0.59	0.3	0.5	0.51	0.35	0
107	0.33	0.43	0.64	0.16	0.5	0.52	0.52	0
108	0.48	0.23	0.57	0.27	0.5	0.48	0.47	0
109	0.44	0.52	0.41	0.23	0.5	0.51	0.22	0
110	0.3	0.32	0.57	0.19	0.5	0.48	0.55	0
111	0.4	0.44	0.49	0.47	0.5	0.49	0.27	0
112	0.45	0.51	0.5	0.16	0.5	0.52	1.0	0
113	0.4	0.38	0.53	0.16	0.5	0.52	0.27	0
114	0.53	0.51	0.55	0.05	0.5	0.45	0.25	0
115	0.62	0.51	0.52	0.42	0.5	0.54	0.27	0
116	0.35	0.58	0.54	0.16	0.5	0.51	0.22	0
117	0.48	0.54	0.5	0.17	0.5	0.53	0.22	0
118	0.47	0.32	0.64	0.3	0.5	0.63	0.22	0
119	0.58	0.48	0.51	0.47	0.5	0.55	0.22	0
120	0.64	0.6	0.57	0.19	0.5	0.43	0.22	0
121	0.37	0.46	0.4	0.27	0.5	0.45	0.22	0
122	0.28	0.37	0.61	0.09	0.5	0.52	0.55	0
123	0.26	0.36	0.47	0.34	0.5	0.53	0.72	0
124	0.51	0.34	0.5	0.19	0.5	0.5	0.22	0
125	0.58	0.5	0.5	0.12	0.5	0.48	0.25	0
126	0.41	0.39	0.44	0.34	0.5	0.48	0.4	0
127	0.36	0.68	0.46	0.16	0.5	0.53	0.28	0
128	0.42	0.31	0.5	0.15	0.5	0.53	0.22	0
129	0.67	0.71	0.52	0.65	0.5	0.53	0.36	0
130	0.49	0.47	0.53	0.16	0.5	0.48	0.27	0
131	0.42	0.51	0.5	0.12	0.5	0.52	0.46	0
132	0.57	0.51	0.53	0.18	0.5	0.56	0.25	0
133	0.31	0.44	0.53	0.23	0.5	0.51	0.32	0
134	0.31	0.31	0.56	0.33	0.5	0.52	0.33	0
135	0.37	0.36	0.56	0.18	0.5	0.48	0.26	1
136	0.74	0.57	0.51	0.28	0.5	0.58	0.22	1
137	0.7	0.65	0.54	0.28	0.5	0.6	0.4	1
138	0.58	0.44	0.57	0.13	0.5	0.54	0.22	0
139	0.48	0.45	0.59	0.2	0.5	0.58	0.34	0
140	0.43	0.39	0.54	0.21	0.5	0.53	0.27	0
141	0.42	0.37	0.59	0.2	0.5	0.52	0.29	0
142	0.58	0.47	0.54	0.11	0.5	0.51	0.26	0
143	0.5	0.34	0.55	0.21	0.5	0.49	0.22	0
144	0.61	0.6	0.55	0.21	0.5	0.5	0.25	0
145	0.53	0.54	0.43	0.1	0.5	0.57	0.32	0
146	0.33	0.55	0.51	0.43	0.5	0.51	0.22	0
147	0.53	0.31	0.58	0.39	0.5	0.47	0.37	0
148	0.45	0.46	0.55	0.43	0.5	0.55	0.38	0
149	0.37	0.32	0.47	0.18	0.5	0.45	0.25	0
150	0.48	0.43	0.51	0.32	0.5	0.52	0.43	0
151	0.41	0.46	0.59	0.19	0.5	0.58	0.27	0
152	0.5	0.52	0.59	0.3	0.5	0.51	0.35	0
153	0.33	0.43	0.64	0.16	0.5	0.52	0.52	0
154	0.48	0.23	0.57	0.27	0.5	0.48	0.47	0
155	0.44	0.52	0.41	0.23	0.5	0.51	0.22	0
156	0.3	0.32	0.57	0.19	0.5	0.48	0.55	0
157	0.4	0.44	0.49	0.47	0.5	0.49	0.27	0
158	0.45	0.51	0.5	0.16	0.5	0.52	1.0	0
159	0.4	0.38	0.53	0.16	0.5	0.52	0.27	0
160	0.53	0.51	0.55	0.05	0.5	0.45	0.25	0
161	0.62	0.51	0.52	0.42	0.5	0.54	0.27	0
162	0.35	0.58	0.54	0.16	0.5	0.51	0.22	0
163	0.48	0.54	0.5	0.17	0.5	0.53	0.22	0
164	0.47	0.32	0.64	0.3	0.5	0.63	0.22	0
165	0.58	0.48	0.51	0.47	0.5	0.55	0.22	0
166	0.64	0.6	0.57	0.19	0.5	0.43	0.22	0
167	0.37	0.46	0.4	0.27	0.5	0.45	0.22	0
168	0.28	0.37	0.61	0.09	0.5	0.52	0.55	0
169	0.26	0.36	0.47	0.34	0.5	0.53	0.72	0
170	0.51	0.34	0.5	0.19	0.5	0.5	0.22	0
171	0.58	0.5	0.5	0.12	0.5	0.48	0.25	0
172	0.41	0.39	0.44	0.34	0.5	0.48	0.4	0
173	0.36	0.68	0.46	0.16	0.5	0.53	0.28	0
174	0.42	0.31	0.5	0.15	0.5	0.53	0.22	0
175	0.67	0.71	0.52	0.65	0.5	0.53	0.36	0
176	0.49	0.47	0.53	0.16	0.5	0.48	0.27	0
177	0.42	0.51	0.5	0.12	0.5	0.52	0.46	0
178	0.57	0.51	0.53	0.18	0.5	0.56	0.25	0
179	0.31	0.44	0.53	0.23	0.5	0.51	0.32	0
180	0.31	0.31	0.56	0.33	0.5	0.52	0.33	0
181	0.37	0.36	0.56	0.18	0.5	0.48	0.26	1
182	0.74	0.57	0.51	0.28	0.5	0.58	0.22	1
183	0.7	0.65	0.54	0.28	0.5	0.6	0.4	1
184	0.58	0.44	0.57	0.13	0.5	0.54	0.22	0
185	0.48	0.45	0.59	0.2	0.5	0.58	0.34	0
186	0.43	0.39	0.54	0.21	0.5	0.53	0.27	0
187	0.42	0.37	0.59	0.2	0.5	0.52	0.29	0
188	0.58	0.47	0.54	0.11	0.5	0.51	0.26	0
189	0.5	0.34	0.55	0.21	0.5	0.49	0.22	0
190	0.61	0.6	0.55	0.21	0.5	0.5	0.25	0
191	0.53	0.54	0.43	0.1	0.5	0.57	0.32	0
192	0.33	0.55	0.51	0.43	0.5	0.51	0.22	0
193	0.53	0.31	0.58	0.39	0.5	0.47	0.37	0
194	0.45	0.46	0.55	0.43	0.5	0.55	0.38	0
195	0.37	0.32	0.47	0.18	0.5	0.45	0.25	0
196	0.48	0.43	0.51	0.32	0.5	0.52	0.43	0
197	0.41	0.46	0.59	0.19	0.5	0.58	0.27	0
198	0.5	0.52	0.59	0.3	0.5	0.51	0.35	0
199	0.33	0.43	0.64	0.16	0.5	0.52	0.52	0
200	0.48	0.23	0.57	0.27	0.5	0.48	0.47	0
201	0.44	0.52	0.41	0.23	0.5	0.51	0.22	0
202	0.3	0.32	0.57	0.19	0.5	0.48	0.55	0
203	0.4	0.44	0.49	0.47	0.5	0.49	0.27	0
204	0.45	0.51	0.5	0.16	0.5	0.52	1.0	0
205	0.4	0.38	0.53	0.16	0.5	0.52	0.27	0
206	0.53	0.51	0.55	0.05	0.5	0.45	0.25	0
207	0.62	0.51	0.52	0.42	0.5	0.54	0.27	0
208	0.35	0.58	0.54	0.16	0.5	0.51	0.22	0
209	0.48	0.54	0.5	0.17	0.5	0.53	0.22	0
210	0.47	0.32	0.64	0.3	0.5	0.63	0.22	0
211	0.58	0.48	0.51	0.47	0.5	0.55	0.22	0
212	0.64	0.6	0.57	0.19	0.5	0.43	0.22	0
213	0.37	0.46	0.4	0.27	0.5	0.45	0.22	0
214	0.28	0.37	0.61	0.09	0.5	0.52	0.55	0
215	0.26	0.36	0.47	0.34	0.5	0.53	0.72	0
216	0.51	0.34	0.5	0.19	0.5	0.5	0.22	0
217	0.58	0.5	0.5	0.12	0.5	0.48	0.25	0
218	0.41	0.39	0.44	0.34	0.5	0.48	0.4	0
219	0.36	0.68	0.46	0.16	0.5	0.53	0.28	0
220	0.42	0.31	0.5	0.15	0.5	0.53	0.22	0
221	0.67	0.71	0.52	0.65	0.5	0.53	0.36	0
222	0.49	0.47	0.53	0.16	0.5	0.48	0.27	0
223	0.42	0.51	0.5	0.12	0.5	0.52	0.46	0
224	0.57	0.51	0.53	0.18	0.5	0.56	0.25	0
225	0.31	0.44	0.53	0.23	0.5	0.51	0.32	0
226	0.31	0.31	0.56	0.33	0.5	0.52	0.33	0
227	0.37	0.36	0.56	0.18	0.5	0.48	0.26	1
228	0.74	0.57	0.51	0.28	0.5	0.58	0.22	1
229	0.7	0.65	0.54	0.28	0.5	0.6	0.4	1
230	0.58	0.44	0.57	0.13	0.5	0.54	0.22	0
231	0.48	0.45	0.59	0.2	0.5	0.58	0.34	0
232	0.43	0.39	0.54	0.21	0.5	0.53	0.27	0
233	0.42	0.37	0.59	0.2	0.5	0.52	0.29	0
234	0.58	0.47	0.54	0.11	0.5	0.51	0.26	0
235	0.5	0.34	0.55	0.21	0.5	0.49	0.22	0
236	0.61	0.6	0.55	0.21	0.5	0.5	0.25	0
237	0.53	0.54	0.43	0.1	0.5	0.57	0.32	0
238	0.33	0.55	0.51	0.43	0.5	0.51	0.22	0
239	0.53	0.31	0.58	0.39	0.5	0.47	0.37	0
240	0.45	0.46	0.55	0.43	0.5	0.55	0.38	0
241	0.37	0.32	0.47	0.18	0.5	0.45	0.25	0
242	0.48	0.43	0.51	0.32	0.5	0.52	0.43	0
243	0.41	0.46	0.59	0.19	0.5	0.58	0.27	0
244	0.5	0.52	0.59	0.3	0.5	0.51	0.35	0
245	0.33	0.43	0.64	0.16	0.5	0.52	0.52	0
246	0.48	0.23	0.57	0.27	0.5	0.48	0.47	0
247	0.44	0.52	0.41	0.23	0.5	0.51	0.22	0
248	0.3	0.32	0.57	0.19	0.5	0.48	0.55	0
249	0.4	0.44	0.49	0.47	0.5	0.49	0.27	0
250	0.45	0.51	0.5	0.16	0.5	0.52	1.0	0
251	0.4	0.38	0.53	0.16	0.5	0.52	0.27	0
252	0.53	0.51	0.55	0.05	0.5	0.45	0.25	0
253	0.62	0.51	0.52	0.42	0.5	0.54	0.27	0
254	0.35	0.58	0.54	0.16	0.5	0.51	0.22	0
255	0.48	0.54	0.5	0.17	0.5	0.53	0.22	0
256	0.47	0.32	0.64	0.3	0.5	0.63	0.22	0
257	0.58	0.48	0.51	0.47	0.5	0.55	0.22	0
258	0.64	0.6	0.57	0.19	0.5	0.43	0.22	0
259	0.37	0.46	0.4	0.27	0.5	0.45	0.22	0
260	0.28	0.37	0.61	0.09	0.5	0.52	0.55	0
261	0.26	0.36	0.47	0.34	0.5	0.53	0.72	0
262	0.51	0.34	0.5	0.19	0.5	0.5	0.22	0
263	0.58	0.5	0.5	0.12	0.5	0.48	0.25	0
264	0.41	0.39	0.44	0.34	0.5	0.48	0.4	0
265	0.36	0.68	0.46	0.16	0.5	0.53	0.28	0
266	0.42	0.31	0.5	0.15	0.5	0.53	0.22	0
267	0.67	0.71	0.52	0.65	0.5	0.53	0.36	0
268	0.49	0.47	0.53	0.16	0.5	0.48	0.27	0
269	0.42	0.51	0.5	0.12	0.5	0.52	0.46	0
270	0.57	0.51	0.53	0.18	0.5	0.56	0.25	0
271	0.31	0.44	0.53	0.23	0.5	0.51	0.32	0
272	0.31	0.31	0.56	0.33	0.5	0.52	0.33	0
273	0.37	0.36	0.56	0.18	0.5	0.48	0.26	1
274	0.74	0.57	0.51	0.28	0.5	0.58	0.22	1
275	0.7	0.65	0.54	0.28	0.5	0.6	0.4	1
276	0.58	0.44	0.57	0.13	0.5	0.54	0.22	0
277	0.48	0.45	0.59	0.2	0.5	0.58	0.34	0
278	0.43	0.39	0.54	0.21	0.5	0.53	0.27	0
279	0.42	0.37	0.59	0.2	0.5	0.52	0.29	0
280	0.58	0.47	0.54	0.11	0.5	0.51	0.26	0
281	0.5	0.34	0.55	0.21	0.5	0.49	0.22	0
282	0.61	0.6	0.55	0.21	0.5	0.5	0.25	0
283	0.53	0.54	0.43	0.1	0.5	0.57	0.32	0
284	0.33	0.55	0.51	0.43	0.5	0.51	0.22	0
285	0.53	0.31	0.58	0.39	0.5	0.47	0.37	0
286	0.45	0.46	0.55	0.43	0.5	0.55	0.38	0
287	0.37	0.32	0.47	0.18	0.5	0.45	0.25	0
288	0.48	0.43	0.51	0.32	0.5	0.52	0.43	0
289	0.41	0.46	0.59	0.19	0.5	0.58	0.27	0
290	0.5	0.52	0.59	0.3	0.5	0.51	0.35	0
291	0.33	0.43	0.64	0.16	0.5	0.52	0.52	0
292	0.48	0.23	0.57	0.27	0.5	0.48	0.47	0
293	0.44	0.52	0.41	0.23	0.5	0.51	0.22	0
294	0.3	0.32	0.57	0.19	0.5	0.48	0.55	0
295	0.4	0.44	0.49	0.47	0.5	0.49	0.27	0
296	0.45	0.51	0.5	0.16	0.5	0.52	1.0	0
297	0.4	0.38	0.53	0.16	0.5	0.52	0.27	0
298	0.53	0.51	0.55	0.05	0.5	0.45	0.25	0
299	0.62	0.51	0.52	0.42	0.5	0.54	0.27	0
300	0.35	0.58	0.54	0.16	0.5	0.51	0.22	0
301	0.48	0.54	0.5	0.17	0.5	0.53	0.22	0
302	0.47	0.32	0.64	0.3	0.5	0.63	0.22	0
303	0.58	0.48	0.51	0.47	0.5	0.55	0.22	0
304	0.64	0.6	0.57	0.19	0.5	0.43	0.22	0
305	0.37	0.46	0.4	0.27	0.5	0.45	0.22	0
306	0.28	0.37	0.61	0.09	0.5	0.52	0.55	0
307	0.26	0.36	0.47	0.34	0.5	0.53	0.72	0
308	0.51	0.34	0.5	0.19	0.5	0.5	0.22	0
309	0.58	0.5	0.5	0.12	0.5	0.48	0.25	0
310	0.41	0.39	0.44	0.34	0.5	0.48	0.4	0
311	0.36	0.68	0.46	0.16	0.5	0.53	0.28	0
312	0.42	0.31	0.5	0.15	0.5	0.53	0.22	0
313	0.67	0.71	0.52	0.65	0.5	0.53	0.36	0
314	0.49	0.47	0.53	0.16	0.5	0.48	0.27	0
315	0.42	0.51	0.5	0.12	0.5	0.52	0.46	0
316	0.57	0.51	0.53	0.18	0.5	0.56	0.25	0
317	0.31	0.44	0.53	0.23	0.5	0.51	0.32	0
318	0.31	0.31	0.56	0.33	0.5	0.52	0.33	0
319	0.37	0.36	0.56	0.18	0.5	0.48	0.26	1
320	0.74	0.57	0.51	0.28	0.5	0.58	0.22	1
321	0.7	0.65	0.54	0.28	0.5	0.6	0.4	1
322	0.58	0.44	0.57	0.13	0.5	0.54	0.22	0
323	0.48	0.45	0.59	0.2	0.5	0.58	0.34	0
324	0.43	0.39	0.54	0.21	0.5	0.53	0.27	0
325	0.42	0.37	0.59	0.2	0.5	0.52	0.29	0
326	0.58	0.47	0.54	0.11	0.5	0.51	0.26	0
327	0.5	0.34	0.55	0.21	0.5	0.49	0.22	0
328	0.61	0.6	0.55	0.21	0.5	0.5	0.25	0
329	0.53	0.54	0.43	0.1	0.5	0.57	0.32	0
330	0.33	0.55	0.51	0.43	0.5	0.51	0.22	0
331	0.53	0.31	0.58	0.39	0.5	0.47	0.37	0
332	0.45	0.46	0.55	0.43	0.5	0.55	0.38	0
333	0.37	0.32	0.47	0.18	0.5	0.45	0.25	0
334	0.48	0.43	0.51	0.32	0.5	0.52	0.43	0
335	0.41	0.46	0.59	0.19	0.5	0.58	0.27	0
336	0.5	0.52	0.59	0.3	0.5	0.51	0.35	0
337	0.33	0.43	0.64	0.16	0.5	0.52	0.52	0
338	0.48	0.23	0.57	0.27	0.5	0.48	0.47	0
339	0.44	0.52	0.41	0.23	0.5	0.51	0.22	0
340	0.3	0.32	0.57	0.19	0.5	0.48	0.55	0
341	0.4	0.44	0.49	0.47	0.5	0.49	0.27	0
342	0.45	0.51	0.5	0.16	0.5	0.52	1.0	0
343	0.4	0.38	0.53	0.16	0.5	0.52	0.27	0
344	0.53	0.51	0.55	0.05	0.5	0.45	0.25	0
345	0.62	0.51	0.52	0.42	0.5	0.54	0.27	0
346	0.35	0.58	0.54	0.16	0.5	0.51	0.22	0
347	0.48	0.54	0.5	0.17	0.5	0.53	0.22	0
348	0.47	0.32	0.64	0.3	0.5	0.63	0.22	0
349	0.58	0.48	0.51	0.47	0.5	0.55	0.22	0
350	0.64	0.6	0.57	0.19	0.5	0.43	0.22	0
351	0.37	0.46	0.4	0.27	0.5	0.45	0.22	0
352	0.28	0.37	0.61	0.09	0.5	0.52	0.55	0
353	0.26	0.36	0.47	0.34	0.5	0.53	0.72	0
354	0.51	0.34	0.5	0.19	0.5	0.5	0.22	0
355	0.58	0.5	0.5	0.12	0.5	0.48	0.25	0
356	0.41	0.39	0.44	0.34	0.5	0.48	0.4	0
357	0.36	0.68	0.46	0.16	0.5	0.53	0.28	0
358	0.42	0.31	0.5	0.15	0.5	0.53	0.22	0
359	0.67	0.71	0.52	0.65	0.5	0.53	0.36	0
360	0.49	0.47	0.53	0.16	0.5	0.48	0.27	0
361	0.42	0.51	0.5	0.12	0.5	0.52	0.46	0
362	0.57	0.51	0.53	0.18	0.5	0.56	0.25	0
363	0.31	0.44	0.53	0.23	0.5	0.51	0.32	0
364	0.31	0.31	0.56	0.33	0.5	0.52	0.33	0
365	0.37	0.36	0.56	0.18	0.5	0.48	0.26	1
366	0.74	0.57	0.51	0.28	0.5	0.58	0.22	1
367	0.7	0.65	0.54	0.28	0.5	0.6	0.4	1
368	0.58	0.44	0.57	0.13	0.5	0.54	0.22	0
369	0.48	0.45	0.59	0.2	0.5	0.58	0.34	0
370	0.43	0.39	0.54	0.21	0.5	0.53	0.27	0
371	0.42	0.37	0.59	0.2	0.5	0.52	0.29	0
372	0.58	0.47	0.54	0.11	0.5	0.51	0.26	0
373	0.5	0.34	0.55	0.21	0.5	0.49	0.22	0
374	0.61	0.6	0.55	0.21	0.5	0.5	0.25	0
375	0.53	0.54	0.43	0.1	0.5	0.57	0.32	0
376	0.33	0.55	0.51	0.43	0.5	0.51	0.22	0
377	0.53	0.31	0.58	0.39	0.5	0.47	0.37	0
378	0.45	0.46	0.55	0.43	0.5	0.55	0.38	0
379	0.37	0.32	0.47	0.18	0.5	0.45	0.25	0
380	0.48	0.43	0.51	0.32	0.5	0.52	0.43	0
381	0.41	0.46	0.59	0.19	0.5	0.58	0.27	0
382	0.5	0.52	0.59	0.3	0.5	0.51	0.35	0
383	0.33	0.43	0.64	0.16	0.5	0.52	0.52	0
384	0.48	0.23	0.57	0.27	0.5	0.48	0.47	0
385	0.44	0.52	0.41	0.23	0.5	0.51	0.22	0
386	0.3	0.32	0.57	0.19	0.5	0.48	0.55	0
387	0.4	0.44	0.49	0.47	0.5	0.49	0.27	0
388	0.45	0.51	0.5	0.16	0.5	0.52	1.0	0
389	0.4	0.38	0.53	0.16	0.5	0.52	0.27	0
390	0.53	0.51	0.55	0.05	0.5	0.45	0.25	0
391	0.62	0.51	0.52	0.42	0.5	0.54	0.27	0
392	0.35	0.58	0.54	0.16	0.5	0.51	0.22	0
393	0.48	0.54	0.5	0.17	0.5	0.53	0.22	0
394	0.47	0.32	0.64	0.3	0.5	0.63	0.22	0
395	0.58	0.48	0.51	0.47	0.5	0.55	0.22	0
396	0.64	0.6	0.57	0.19	0.5	0.43	0.22	0
397	0.37	0.46	0.4	0.27	0.5	0.45	0.22	0
398	0.28	0.37	0.61	0.09	0.5	0.52	0.55	0
399	0.26	0.36	0.47	0.34	0.5	0.53	0.72	0
400	0.51	0.34	0.5	0.19	0.5	0.5	0.22	0
401	0.58	0.5	0.5	0.12	0.5	0.48	0.25	0
402	0.41	0.39	0.44	0.34	0.5	0.48	0.4	0
403	0.36	0.68	0.46	0.16	0.5	0.53	0.28	0
404	0.42	0.31	0.5	0.15	0.5	0.53	0.22	0
405	0.67	0.71	0.52	0.65	0.5	0.53	0.36	0
406	0.49	0.47	0.53	0.16	0.5	0.48	0.27	0
407	0.42	0.51	0.5	0.12	0.5	0.52	0.46	0
408	0.57	0.51	0.53	0.18	0.5	0.56	0.25	0
409	0.31	0.44	0.53	0.23	0.5	0.51	0.32	0
410	0.31	0.31	0.56	0.33	0.5	0.52	0.33	0
411	0.37	0.36	0.56	0.18	0.5	0.48	0.26	1
412	0.74	0.57	0.51	0.28	0.5	0.58	0.22	1
413	0.7	0.65	0.54	0.28	0.5	0.6	0.4	1
