	Mcg	Gvh	Alm	Mit	Erl	Vac	Nuc	Label
177	0.57	0.49	0.48	0.16	0.5	0.51	0.22	0
178	0.43	0.32	0.56	0.27	0.5	0.47	0.27	0
179	0.52	0.48	0.54	0.28	0.5	0.54	0.22	0
180	0.43	0.38	0.51	0.24	0.5	0.46	0.33	0
181	0.51	0.46	0.49	0.21	0.5	0.55	0.22	1
182	0.8	0.82	0.57	0.26	0.5	0.57	0.27	1
183	0.46	0.49	0.45	0.28	0.5	0.55	0.22	1
184	0.34	0.66	0.51	0.16	0.5	0.47	0.33	0
185	0.4	0.34	0.52	0.17	0.5	0.47	0.51	0
186	0.58	0.48	0.56	0.1	0.5	0.46	0.25	0
187	0.58	0.48	0.56	0.12	0.5	0.46	0.25	0
188	0.41	0.6	0.53	0.29	0.5	0.47	0.43	0
189	0.6	0.48	0.44	0.52	0.5	0.54	0.63	0
190	0.47	0.49	0.63	0.17	0.5	0.31	0.26	0
191	0.28	0.51	0.55	0.11	0.5	0.46	0.22	0
192	0.56	0.57	0.63	0.39	1.0	0.59	0.4	0
193	0.46	0.57	0.57	0.15	0.5	0.52	0.26	0
194	0.43	0.42	0.54	0.22	0.5	0.57	0.33	0
195	0.44	0.42	0.62	0.14	0.5	0.55	0.37	0
196	0.37	0.34	0.58	0.24	0.5	0.44	0.18	0
197	0.37	0.34	0.58	0.24	0.5	0.44	0.18	0
198	0.39	0.39	0.55	0.52	0.5	0.37	0.16	0
199	0.39	0.39	0.55	0.52	0.5	0.37	0.16	0
200	0.48	0.57	0.5	0.09	0.5	0.52	0.42	0
201	0.61	0.57	0.45	0.21	0.5	0.5	0.42	0
202	0.37	0.22	0.64	0.35	0.5	0.47	0.22	0
203	0.51	0.48	0.58	0.22	0.5	0.5	0.28	0
204	0.49	0.37	0.59	0.17	0.5	0.51	0.22	0
205	0.51	0.48	0.58	0.22	0.5	0.5	0.28	0
206	0.53	0.53	0.53	0.17	0.5	0.49	0.37	0
207	0.29	0.68	0.47	0.26	0.5	0.47	0.37	0
208	0.5	0.45	0.49	0.15	0.5	0.55	0.43	0
209	0.43	0.39	0.51	0.28	0.5	0.4	0.22	0
210	0.34	0.35	0.61	0.19	0.5	0.52	0.25	0
211	0.44	0.53	0.52	0.37	0.5	0.5	0.22	0
212	0.44	0.53	0.52	0.37	0.5	0.5	0.22	0
213	0.32	0.34	0.61	0.17	0.5	0.52	0.32	0
214	0.34	0.34	0.61	0.18	0.5	0.52	0.32	0
215	0.54	0.45	0.62	0.13	0.5	0.52	0.26	0
216	0.56	0.45	0.59	0.14	0.5	0.51	0.26	0
217	0.45	0.38	0.59	0.18	0.5	0.44	0.45	0
218	0.42	0.32	0.61	0.13	0.5	0.14	0.27	0
219	0.5	0.45	0.49	0.3	0.5	0.47	0.4	0
220	0.23	0.34	0.41	0.28	0.5	0.5	0.27	0
221	0.34	0.31	0.6	0.37	0.5	0.5	0.3	0
222	0.59	0.53	0.47	0.26	0.5	0.53	0.31	0
223	0.57	0.49	0.48	0.16	0.5	0.51	0.22	0
224	0.43	0.32	0.56	0.27	0.5	0.47	0.27	0
225	0.52	0.48	0.54	0.28	0.5	0.54	0.22	0
226	0.43	0.38	0.51	0.24	0.5	0.46	0.33	0
227	0.51	0.46	0.49	0.21	0.5	0.55	0.22	1
228	0.8	0.82	0.57	0.26	0.5	0.57	0.27	1
229	0.46	0.49	0.45	0.28	0.5	0.55	0.22	1
230	0.34	0.66	0.51	0.16	0.5	0.47	0.33	0
231	0.4	0.34	0.52	0.17	0.5	0.47	0.51	0
232	0.58	0.48	0.56	0.1	0.5	0.46	0.25	0
233	0.58	0.48	0.56	0.12	0.5	0.46	0.25	0
234	0.41	0.6	0.53	0.29	0.5	0.47	0.43	0
235	0.6	0.48	0.44	0.52	0.5	0.54	0.63	0
236	0.47	0.49	0.63	0.17	0.5	0.31	0.26	0
237	0.28	0.51	0.55	0.11	0.5	0.46	0.22	0
238	0.56	0.57	0.63	0.39	1.0	0.59	0.4	0
239	0.46	0.57	0.57	0.15	0.5	0.52	0.26	0
240	0.43	0.42	0.54	0.22	0.5	0.57	0.33	0
241	0.44	0.42	0.62	0.14	0.5	0.55	0.37	0
242	0.37	0.34	0.58	0.24	0.5	0.44	0.18	0
243	0.37	0.34	0.58	0.24	0.5	0.44	0.18	0
244	0.39	0.39	0.55	0.52	0.5	0.37	0.16	0
245	0.39	0.39	0.55	0.52	0.5	0.37	0.16	0
246	0.48	0.57	0.5	0.09	0.5	0.52	0.42	0
247	0.61	0.57	0.45	0.21	0.5	0.5	0.42	0
248	0.37	0.22	0.64	0.35	0.5	0.47	0.22	0
249	0.51	0.48	0.58	0.22	0.5	0.5	0.28	0
250	0.49	0.37	0.59	0.17	0.5	0.51	0.22	0
251	0.51	0.48	0.58	0.22	0.5	0.5	0.28	0
252	0.53	0.53	0.53	0.17	0.5	0.49	0.37	0
253	0.29	0.68	0.47	0.26	0.5	0.47	0.37	0
254	0.5	0.45	0.49	0.15	0.5	0.55	0.43	0
255	0.43	0.39	0.51	0.28	0.5	0.4	0.22	0
256	0.34	0.35	0.61	0.19	0.5	0.52	0.25	0
257	0.44	0.53	0.52	0.37	0.5	0.5	0.22	0
258	0.44	0.53	0.52	0.37	0.5	0.5	0.22	0
259	0.32	0.34	0.61	0.17	0.5	0.52	0.32	0
260	0.34	0.34	0.61	0.18	0.5	0.52	0.32	0
261	0.54	0.45	0.62	0.13	0.5	0.52	0.26	0
262	0.56	0.45	0.59	0.14	0.5	0.51	0.26	0
263	0.45	0.38	0.59	0.18	0.5	0.44	0.45	0
264	0.42	0.32	0.61	0.13	0.5	0.14	0.27	0
265	0.5	0.45	0.49	0.3	0.5	0.47	0.4	0
266	0.23	0.34	0.41	0.28	0.5	0.5	0.27	0
267	0.34	0.31	0.6	0.37	0.5	0.5	0.3	0
268	0.59	0.53	0.47	0.26	0.5	0.53	0.31	0
269	0.57	0.49	0.48	0.16	0.5	0.51	0.22	0
270	0.43	0.32	0.56	0.27	0.5	0.47	0.27	0
271	0.52	0.48	0.54	0.28	0.5	0.54	0.22	0
272	0.43	0.38	0.51	0.24	0.5	0.46	0.33	0
273	0.51	0.46	0.49	0.21	0.5	0.55	0.22	1
274	0.8	0.82	0.57	0.26	0.5	0.57	0.27	1
275	0.46	0.49	0.45	0.28	0.5	0.55	0.22	1
276	0.34	0.66	0.51	0.16	0.5	0.47	0.33	0
277	0.4	0.34	0.52	0.17	0.5	0.47	0.51	0
278	0.58	0.48	0.56	0.1	0.5	0.46	0.25	0
279	0.58	0.48	0.56	0.12	0.5	0.46	0.25	0
280	0.41	0.6	0.53	0.29	0.5	0.47	0.43	0
281	0.6	0.48	0.44	0.52	0.5	0.54	0.63	0
282	0.47	0.49	0.63	0.17	0.5	0.31	0.26	0
283	0.28	0.51	0.55	0.11	0.5	0.46	0.22	0
284	0.56	0.57	0.63	0.39	1.0	0.59	0.4	0
285	0.46	0.57	0.57	0.15	0.5	0.52	0.26	0
286	0.43	0.42	0.54	0.22	0.5	0.57	0.33	0
287	0.44	0.42	0.62	0.14	0.5	0.55	0.37	0
288	0.37	0.34	0.58	0.24	0.5	0.44	0.18	0
289	0.37	0.34	0.58	0.24	0.5	0.44	0.18	0
290	0.39	0.39	0.55	0.52	0.5	0.37	0.16	0
291	0.39	0.39	0.55	0.52	0.5	0.37	0.16	0
292	0.48	0.57	0.5	0.09	0.5	0.52	0.42	0
293	0.61	0.57	0.45	0.21	0.5	0.5	0.42	0
294	0.37	0.22	0.64	0.35	0.5	0.47	0.22	0
295	0.51	0.48	0.58	0.22	0.5	0.5	0.28	0
296	0.49	0.37	0.59	0.17	0.5	0.51	0.22	0
297	0.51	0.48	0.58	0.22	0.5	0.5	0.28	0
298	0.53	0.53	0.53	0.17	0.5	0.49	0.37	0
299	0.29	0.68	0.47	0.26	0.5	0.47	0.37	0
300	0.5	0.45	0.49	0.15	0.5	0.55	0.43	0
301	0.43	0.39	0.51	0.28	0.5	0.4	0.22	0
302	0.34	0.35	0.61	0.19	0.5	0.52	0.25	0
303	0.44	0.53	0.52	0.37	0.5	0.5	0.22	0
304	0.44	0.53	0.52	0.37	0.5	0.5	0.22	0
305	0.32	0.34	0.61	0.17	0.5	0.52	0.32	0
306	0.34	0.34	0.61	0.18	0.5	0.52	0.32	0
307	0.54	0.45	0.62	0.13	0.5	0.52	0.26	0
308	0.56	0.45	0.59	0.14	0.5	0.51	0.26	0
309	0.45	0.38	0.59	0.18	0.5	0.44	0.45	0
310	0.42	0.32	0.61	0.13	0.5	0.14	0.27	0
311	0.5	0.45	0.49	0.3	0.5	0.47	0.4	0
312	0.23	0.34	0.41	0.28	0.5	0.5	0.27	0
313	0.34	0.31	0.6	0.37	0.5	0.5	0.3	0
314	0.59	0.53	0.47	0.26	0.5	0.53	0.31	0
315	0.57	0.49	0.48	0.16	0.5	0.51	0.22	0
316	0.43	0.32	0.56	0.27	0.5	0.47	0.27	0
317	0.52	0.48	0.54	0.28	0.5	0.54	0.22	0
318	0.43	0.38	0.51	0.24	0.5	0.46	0.33	0
319	0.51	0.46	0.49	0.21	0.5	0.55	0.22	1
320	0.8	0.82	0.57	0.26	0.5	0.57	0.27	1
321	0.46	0.49	0.45	0.28	0.5	0.55	0.22	1
322	0.34	0.66	0.51	0.16	0.5	0.47	0.33	0
323	0.4	0.34	0.52	0.17	0.5	0.47	0.51	0
324	0.58	0.48	0.56	0.1	0.5	0.46	0.25	0
325	0.58	0.48	0.56	0.12	0.5	0.46	0.25	0
326	0.41	0.6	0.53	0.29	0.5	0.47	0.43	0
327	0.6	0.48	0.44	0.52	0.5	0.54	0.63	0
328	0.47	0.49	0.63	0.17	0.5	0.31	0.26	0
329	0.28	0.51	0.55	0.11	0.5	0.46	0.22	0
330	0.56	0.57	0.63	0.39	1.0	0.59	0.4	0
331	0.46	0.57	0.57	0.15	0.5	0.52	0.26	0
332	0.43	0.42	0.54	0.22	0.5	0.57	0.33	0
333	0.44	0.42	0.62	0.14	0.5	0.55	0.37	0
334	0.37	0.34	0.58	0.24	0.5	0.44	0.18	0
335	0.37	0.34	0.58	0.24	0.5	0.44	0.18	0
336	0.39	0.39	0.55	0.52	0.5	0.37	0.16	0
337	0.39	0.39	0.55	0.52	0.5	0.37	0.16	0
338	0.48	0.57	0.5	0.09	0.5	0.52	0.42	0
339	0.61	0.57	0.45	0.21	0.5	0.5	0.42	0
340	0.37	0.22	0.64	0.35	0.5	0.47	0.22	0
341	0.51	0.48	0.58	0.22	0.5	0.5	0.28	0
342	0.49	0.37	0.59	0.17	0.5	0.51	0.22	0
343	0.51	0.48	0.58	0.22	0.5	0.5	0.28	0
344	0.53	0.53	0.53	0.17	0.5	0.49	0.37	0
345	0.29	0.68	0.47	0.26	0.5	0.47	0.37	0
346	0.5	0.45	0.49	0.15	0.5	0.55	0.43	0
347	0.43	0.39	0.51	0.28	0.5	0.4	0.22	0
348	0.34	0.35	0.61	0.19	0.5	0.52	0.25	0
349	0.44	0.53	0.52	0.37	0.5	0.5	0.22	0
350	0.44	0.53	0.52	0.37	0.5	0.5	0.22	0
351	0.32	0.34	0.61	0.17	0.5	0.52	0.32	0
352	0.34	0.34	0.61	0.18	0.5	0.52	0.32	0
353	0.54	0.45	0.62	0.13	0.5	0.52	0.26	0
354	0.56	0.45	0.59	0.14	0.5	0.51	0.26	0
355	0.45	0.38	0.59	0.18	0.5	0.44	0.45	0
356	0.42	0.32	0.61	0.13	0.5	0.14	0.27	0
357	0.5	0.45	0.49	0.3	0.5	0.47	0.4	0
358	0.23	0.34	0.41	0.28	0.5	0.5	0.27	0
359	0.34	0.31	0.6	0.37	0.5	0.5	0.3	0
360	0.59	0.53	0.47	0.26	0.5	0.53	0.31	0
361	0.57	0.49	0.48	0.16	0.5	0.51	0.22	0
362	0.43	0.32	0.56	0.27	0.5	0.47	0.27	0
363	0.52	0.48	0.54	0.28	0.5	0.54	0.22	0
364	0.43	0.38	0.51	0.24	0.5	0.46	0.33	0
365	0.51	0.46	0.49	0.21	0.5	0.55	0.22	1
366	0.8	0.82	0.57	0.26	0.5	0.57	0.27	1
367	0.46	0.49	0.45	0.28	0.5	0.55	0.22	1
368	0.34	0.66	0.51	0.16	0.5	0.47	0.33	0
369	0.4	0.34	0.52	0.17	0.5	0.47	0.51	0
370	0.58	0.48	0.56	0.1	0.5	0.46	0.25	0
371	0.58	0.48	0.56	0.12	0.5	0.46	0.25	0
372	0.41	0.6	0.53	0.29	0.5	0.47	0.43	0
373	0.6	0.48	0.44	0.52	0.5	0.54	0.63	0
374	0.47	0.49	0.63	0.17	0.5	0.31	0.26	0
375	0.28	0.51	0.55	0.11	0.5	0.46	0.22	0
376	0.56	0.57	0.63	0.39	1.0	0.59	0.4	0
377	0.46	0.57	0.57	0.15	0.5	0.52	0.26	0
378	0.43	0.42	0.54	0.22	0.5	0.57	0.33	0
379	0.44	0.42	0.62	0.14	0.5	0.55	0.37	0
380	0.37	0.34	0.58	0.24	0.5	0.44	0.18	0
381	0.37	0.34	0.58	0.24	0.5	0.44	0.18	0
382	0.39	0.39	0.55	0.52	0.5	0.37	0.16	0
383	0.39	0.39	0.55	0.52	0.5	0.37	0.16	0
384	0.48	0.57	0.5	0.09	0.5	0.52	0.42	0
385	0.61	0.57	0.45	0.21	0.5	0.5	0.42	0
386	0.37	0.22	0.64	0.35	0.5	0.47	0.22	0
387	0.51	0.48	0.58	0.22	0.5	0.5	0.28	0
388	0.49	0.37	0.59	0.17	0.5	0.51	0.22	0
389	0.51	0.48	0.58	0.22	0.5	0.5	0.28	0
390	0.53	0.53	0.53	0.17	0.5	0.49	0.37	0
391	0.29	0.68	0.47	0.26	0.5	0.47	0.37	0
392	0.5	0.45	0.49	0.15	0.5	0.55	0.43	0
393	0.43	0.39	0.51	0.28	0.5	0.4	0.22	0
394	0.34	0.35	0.61	0.19	0.5	0.52	0.25	0
395	0.44	0.53	0.52	0.37	0.5	0.5	0.22	0
396	0.44	0.53	0.52	0.37	0.5	0.5	0.22	0
397	0.32	0.34	0.61	0.17	0.5	0.52	0.32	0
398	0.34	0.34	0.61	0.18	0.5	0.52	0.32	0
399	0.54	0.45	0.62	0.13	0.5	0.52	0.26	0
400	0.56	0.45	0.59	0.14	0.5	0.51	0.26	0
401	0.45	0.38	0.59	0.18	0.5	0.44	0.45	0
402	0.42	0.32	0.61	0.13	0.5	0.14	0.27	0
403	0.5	0.45	0.49	0.3	0.5	0.47	0.4	0
404	0.23	0.34	0.41	0.28	0.5	0.5	0.27	0
405	0.34	0.31	0.6	0.37	0.5	0.5	0.3	0
406	0.59	0.53	0.47	0.26	0.5	0.53	0.31	0
407	0.57	0.49	0.48	0.16	0.5	0.51	0.22	0
408	0.43	0.32	0.56	0.27	0.5	0.47	0.27	0
409	0.52	0.48	0.54	0.28	0.5	0.54	0.22	0
410	0.43	0.38	0.51	0.24	0.5	0.46	0.33	0
411	0.51	0.46	0.49	0.21	0.5	0.55	0.22	1
412	0.8	0.82	0.57	0.26	0.5	0.57	0.27	1
413	0.46	0.49	0.45	0.28	0.5	0.55	0.22	1
