	Mcg	Gvh	Alm	Mit	Erl	Vac	Nuc	Label
86	0.27	0.46	0.52	0.17	0.5	0.49	0.44	0
87	0.52	0.45	0.45	0.13	0.5	0.48	0.22	0
88	0.37	0.29	0.45	0.15	0.5	0.49	0.22	0
89	0.73	0.59	0.35	0.15	0.5	0.54	0.22	1
90	0.6	0.37	0.52	0.15	0.5	0.55	0.26	1
91	0.64	0.61	0.56	0.15	0.5	0.54	0.22	1
92	0.37	0.3	0.51	0.15	0.5	0.58	0.26	0
93	0.44	0.62	0.53	0.27	0.5	0.49	0.22	0
94	0.56	0.61	0.52	0.19	0.5	0.52	0.32	0
95	0.6	0.57	0.52	0.14	0.5	0.46	0.48	0
96	0.42	0.38	0.52	0.29	0.5	0.42	0.22	0
97	0.41	0.46	0.58	0.08	0.5	0.51	0.28	0
98	0.46	0.49	0.55	0.18	0.5	0.56	0.22	0
99	0.47	0.37	0.46	0.28	0.5	0.52	0.99	0
100	0.48	0.5	0.47	0.29	0.5	0.46	0.27	0
101	0.49	0.49	0.52	0.18	0.5	0.51	0.25	0
102	0.54	0.59	0.57	0.34	0.5	0.49	0.22	0
103	0.47	0.44	0.53	0.18	0.5	0.47	0.29	0
104	0.4	0.49	0.53	0.23	0.5	0.44	0.26	0
105	0.45	0.65	0.51	0.17	0.5	0.49	0.22	0
106	0.42	0.42	0.55	0.31	0.5	0.43	0.22	0
107	0.45	0.41	0.53	0.49	0.5	0.49	0.31	0
108	0.42	0.28	0.49	0.22	0.5	0.55	0.34	0
109	0.47	0.5	0.47	0.22	0.5	0.53	0.45	0
110	0.33	0.42	0.55	0.23	0.5	0.52	0.43	0
111	0.37	0.47	0.49	0.12	0.5	0.47	0.31	0
112	0.32	0.6	0.48	0.13	0.5	0.53	0.22	0
113	0.46	0.56	0.56	0.25	0.5	0.43	0.22	0
114	0.47	0.55	0.57	0.17	0.5	0.52	0.66	0
115	0.19	0.16	0.68	0.36	0.5	0.49	0.21	0
116	0.47	0.56	0.51	0.2	0.5	0.52	0.59	0
117	0.4	0.75	0.44	0.12	0.5	0.49	0.22	0
118	0.48	0.55	0.58	0.18	0.5	0.38	0.69	0
119	0.33	0.47	0.55	0.24	0.5	0.45	0.67	0
120	0.66	0.43	0.57	0.6	0.5	0.19	0.33	0
121	0.55	0.4	0.62	0.22	0.5	0.37	0.28	0
122	0.33	0.46	0.6	0.18	0.5	0.51	0.26	0
123	0.51	0.5	0.54	0.11	0.5	0.6	0.22	0
124	0.54	0.6	0.57	0.17	0.5	0.44	0.22	0
125	0.36	0.32	0.55	0.27	0.5	0.47	0.43	0
126	0.46	0.41	0.45	0.23	0.5	0.48	0.22	0
127	0.4	0.39	0.6	0.23	0.5	0.52	0.31	0
128	0.57	0.55	0.51	0.18	0.5	0.51	0.43	0
129	0.44	0.43	0.46	0.28	0.5	0.45	0.29	0
130	0.46	0.5	0.5	0.28	0.5	0.5	0.37	0
131	0.38	0.58	0.46	0.21	0.5	0.52	0.22	0
132	0.27	0.46	0.52	0.17	0.5	0.49	0.44	0
133	0.52	0.45	0.45	0.13	0.5	0.48	0.22	0
134	0.37	0.29	0.45	0.15	0.5	0.49	0.22	0
135	0.73	0.59	0.35	0.15	0.5	0.54	0.22	1
136	0.6	0.37	0.52	0.15	0.5	0.55	0.26	1
137	0.64	0.61	0.56	0.15	0.5	0.54	0.22	1
138	0.37	0.3	0.51	0.15	0.5	0.58	0.26	0
139	0.44	0.62	0.53	0.27	0.5	0.49	0.22	0
140	0.56	0.61	0.52	0.19	0.5	0.52	0.32	0
141	0.6	0.57	0.52	0.14	0.5	0.46	0.48	0
142	0.42	0.38	0.52	0.29	0.5	0.42	0.22	0
143	0.41	0.46	0.58	0.08	0.5	0.51	0.28	0
144	0.46	0.49	0.55	0.18	0.5	0.56	0.22	0
145	0.47	0.37	0.46	0.28	0.5	0.52	0.99	0
146	0.48	0.5	0.47	0.29	0.5	0.46	0.27	0
147	0.49	0.49	0.52	0.18	0.5	0.51	0.25	0
148	0.54	0.59	0.57	0.34	0.5	0.49	0.22	0
149	0.47	0.44	0.53	0.18	0.5	0.47	0.29	0
150	0.4	0.49	0.53	0.23	0.5	0.44	0.26	0
151	0.45	0.65	0.51	0.17	0.5	0.49	0.22	0
152	0.42	0.42	0.55	0.31	0.5	0.43	0.22	0
153	0.45	0.41	0.53	0.49	0.5	0.49	0.31	0
154	0.42	0.28	0.49	0.22	0.5	0.55	0.34	0
155	0.47	0.5	0.47	0.22	0.5	0.53	0.45	0
156	0.33	0.42	0.55	0.23	0.5	0.52	0.43	0
157	0.37	0.47	0.49	0.12	0.5	0.47	0.31	0
158	0.32	0.6	0.48	0.13	0.5	0.53	0.22	0
159	0.46	0.56	0.56	0.25	0.5	0.43	0.22	0
160	0.47	0.55	0.57	0.17	0.5	0.52	0.66	0
161	0.19	0.16	0.68	0.36	0.5	0.49	0.21	0
162	0.47	0.56	0.51	0.2	0.5	0.52	0.59	0
163	0.4	0.75	0.44	0.12	0.5	0.49	0.22	0
164	0.48	0.55	0.58	0.18	0.5	0.38	0.69	0
165	0.33	0.47	0.55	0.24	0.5	0.45	0.67	0
166	0.66	0.43	0.57	0.6	0.5	0.19	0.33	0
167	0.55	0.4	0.62	0.22	0.5	0.37	0.28	0
168	0.33	0.46	0.6	0.18	0.5	0.51	0.26	0
169	0.51	0.5	0.54	0.11	0.5	0.6	0.22	0
170	0.54	0.6	0.57	0.17	0.5	0.44	0.22	0
171	0.36	0.32	0.55	0.27	0.5	0.47	0.43	0
172	0.46	0.41	0.45	0.23	0.5	0.48	0.22	0
173	0.4	0.39	0.6	0.23	0.5	0.52	0.31	0
174	0.57	0.55	0.51	0.18	0.5	0.51	0.43	0
175	0.44	0.43	0.46	0.28	0.5	0.45	0.29	0
176	0.46	0.5	0.5	0.28	0.5	0.5	0.37	0
177	0.38	0.58	0.46	0.21	0.5	0.52	0.22	0
178	0.27	0.46	0.52	0.17	0.5	0.49	0.44	0
179	0.52	0.45	0.45	0.13	0.5	0.48	0.22	0
180	0.37	0.29	0.45	0.15	0.5	0.49	0.22	0
181	0.73	0.59	0.35	0.15	0.5	0.54	0.22	1
182	0.6	0.37	0.52	0.15	0.5	0.55	0.26	1
183	0.64	0.61	0.56	0.15	0.5	0.54	0.22	1
184	0.37	0.3	0.51	0.15	0.5	0.58	0.26	0
185	0.44	0.62	0.53	0.27	0.5	0.49	0.22	0
186	0.56	0.61	0.52	0.19	0.5	0.52	0.32	0
187	0.6	0.57	0.52	0.14	0.5	0.46	0.48	0
188	0.42	0.38	0.52	0.29	0.5	0.42	0.22	0
189	0.41	0.46	0.58	0.08	0.5	0.51	0.28	0
190	0.46	0.49	0.55	0.18	0.5	0.56	0.22	0
191	0.47	0.37	0.46	0.28	0.5	0.52	0.99	0
192	0.48	0.5	0.47	0.29	0.5	0.46	0.27	0
193	0.49	0.49	0.52	0.18	0.5	0.51	0.25	0
194	0.54	0.59	0.57	0.34	0.5	0.49	0.22	0
195	0.47	0.44	0.53	0.18	0.5	0.47	0.29	0
196	0.4	0.49	0.53	0.23	0.5	0.44	0.26	0
197	0.45	0.65	0.51	0.17	0.5	0.49	0.22	0
198	0.42	0.42	0.55	0.31	0.5	0.43	0.22	0
199	0.45	0.41	0.53	0.49	0.5	0.49	0.31	0
200	0.42	0.28	0.49	0.22	0.5	0.55	0.34	0
201	0.47	0.5	0.47	0.22	0.5	0.53	0.45	0
202	0.33	0.42	0.55	0.23	0.5	0.52	0.43	0
203	0.37	0.47	0.49	0.12	0.5	0.47	0.31	0
204	0.32	0.6	0.48	0.13	0.5	0.53	0.22	0
205	0.46	0.56	0.56	0.25	0.5	0.43	0.22	0
206	0.47	0.55	0.57	0.17	0.5	0.52	0.66	0
207	0.19	0.16	0.68	0.36	0.5	0.49	0.21	0
208	0.47	0.56	0.51	0.2	0.5	0.52	0.59	0
209	0.4	0.75	0.44	0.12	0.5	0.49	0.22	0
210	0.48	0.55	0.58	0.18	0.5	0.38	0.69	0
211	0.33	0.47	0.55	0.24	0.5	0.45	0.67	0
212	0.66	0.43	0.57	0.6	0.5	0.19	0.33	0
213	0.55	0.4	0.62	0.22	0.5	0.37	0.28	0
214	0.33	0.46	0.6	0.18	0.5	0.51	0.26	0
215	0.51	0.5	0.54	0.11	0.5	0.6	0.22	0
216	0.54	0.6	0.57	0.17	0.5	0.44	0.22	0
217	0.36	0.32	0.55	0.27	0.5	0.47	0.43	0
218	0.46	0.41	0.45	0.23	0.5	0.48	0.22	0
219	0.4	0.39	0.6	0.23	0.5	0.52	0.31	0
220	0.57	0.55	0.51	0.18	0.5	0.51	0.43	0
221	0.44	0.43	0.46	0.28	0.5	0.45	0.29	0
222	0.46	0.5	0.5	0.28	0.5	0.5	0.37	0
223	0.38	0.58	0.46	0.21	0.5	0.52	0.22	0
224	0.27	0.46	0.52	0.17	0.5	0.49	0.44	0
225	0.52	0.45	0.45	0.13	0.5	0.48	0.22	0
226	0.37	0.29	0.45	0.15	0.5	0.49	0.22	0
227	0.73	0.59	0.35	0.15	0.5	0.54	0.22	1
228	0.6	0.37	0.52	0.15	0.5	0.55	0.26	1
229	0.64	0.61	0.56	0.15	0.5	0.54	0.22	1
230	0.37	0.3	0.51	0.15	0.5	0.58	0.26	0
231	0.44	0.62	0.53	0.27	0.5	0.49	0.22	0
232	0.56	0.61	0.52	0.19	0.5	0.52	0.32	0
233	0.6	0.57	0.52	0.14	0.5	0.46	0.48	0
234	0.42	0.38	0.52	0.29	0.5	0.42	0.22	0
235	0.41	0.46	0.58	0.08	0.5	0.51	0.28	0
236	0.46	0.49	0.55	0.18	0.5	0.56	0.22	0
237	0.47	0.37	0.46	0.28	0.5	0.52	0.99	0
238	0.48	0.5	0.47	0.29	0.5	0.46	0.27	0
239	0.49	0.49	0.52	0.18	0.5	0.51	0.25	0
240	0.54	0.59	0.57	0.34	0.5	0.49	0.22	0
241	0.47	0.44	0.53	0.18	0.5	0.47	0.29	0
242	0.4	0.49	0.53	0.23	0.5	0.44	0.26	0
243	0.45	0.65	0.51	0.17	0.5	0.49	0.22	0
244	0.42	0.42	0.55	0.31	0.5	0.43	0.22	0
245	0.45	0.41	0.53	0.49	0.5	0.49	0.31	0
246	0.42	0.28	0.49	0.22	0.5	0.55	0.34	0
247	0.47	0.5	0.47	0.22	0.5	0.53	0.45	0
248	0.33	0.42	0.55	0.23	0.5	0.52	0.43	0
249	0.37	0.47	0.49	0.12	0.5	0.47	0.31	0
250	0.32	0.6	0.48	0.13	0.5	0.53	0.22	0
251	0.46	0.56	0.56	0.25	0.5	0.43	0.22	0
252	0.47	0.55	0.57	0.17	0.5	0.52	0.66	0
253	0.19	0.16	0.68	0.36	0.5	0.49	0.21	0
254	0.47	0.56	0.51	0.2	0.5	0.52	0.59	0
255	0.4	0.75	0.44	0.12	0.5	0.49	0.22	0
256	0.48	0.55	0.58	0.18	0.5	0.38	0.69	0
257	0.33	0.47	0.55	0.24	0.5	0.45	0.67	0
258	0.66	0.43	0.57	0.6	0.5	0.19	0.33	0
259	0.55	0.4	0.62	0.22	0.5	0.37	0.28	0
260	0.33	0.46	0.6	0.18	0.5	0.51	0.26	0
261	0.51	0.5	0.54	0.11	0.5	0.6	0.22	0
262	0.54	0.6	0.57	0.17	0.5	0.44	0.22	0
263	0.36	0.32	0.55	0.27	0.5	0.47	0.43	0
264	0.46	0.41	0.45	0.23	0.5	0.48	0.22	0
265	0.4	0.39	0.6	0.23	0.5	0.52	0.31	0
266	0.57	0.55	0.51	0.18	0.5	0.51	0.43	0
267	0.44	0.43	0.46	0.28	0.5	0.45	0.29	0
268	0.46	0.5	0.5	0.28	0.5	0.5	0.37	0
269	0.38	0.58	0.46	0.21	0.5	0.52	0.22	0
270	0.27	0.46	0.52	0.17	0.5	0.49	0.44	0
271	0.52	0.45	0.45	0.13	0.5	0.48	0.22	0
272	0.37	0.29	0.45	0.15	0.5	0.49	0.22	0
273	0.73	0.59	0.35	0.15	0.5	0.54	0.22	1
274	0.6	0.37	0.52	0.15	0.5	0.55	0.26	1
275	0.64	0.61	0.56	0.15	0.5	0.54	0.22	1
276	0.37	0.3	0.51	0.15	0.5	0.58	0.26	0
277	0.44	0.62	0.53	0.27	0.5	0.49	0.22	0
278	0.56	0.61	0.52	0.19	0.5	0.52	0.32	0
279	0.6	0.57	0.52	0.14	0.5	0.46	0.48	0
280	0.42	0.38	0.52	0.29	0.5	0.42	0.22	0
281	0.41	0.46	0.58	0.08	0.5	0.51	0.28	0
282	0.46	0.49	0.55	0.18	0.5	0.56	0.22	0
283	0.47	0.37	0.46	0.28	0.5	0.52	0.99	0
284	0.48	0.5	0.47	0.29	0.5	0.46	0.27	0
285	0.49	0.49	0.52	0.18	0.5	0.51	0.25	0
286	0.54	0.59	0.57	0.34	0.5	0.49	0.22	0
287	0.47	0.44	0.53	0.18	0.5	0.47	0.29	0
288	0.4	0.49	0.53	0.23	0.5	0.44	0.26	0
289	0.45	0.65	0.51	0.17	0.5	0.49	0.22	0
290	0.42	0.42	0.55	0.31	0.5	0.43	0.22	0
291	0.45	0.41	0.53	0.49	0.5	0.49	0.31	0
292	0.42	0.28	0.49	0.22	0.5	0.55	0.34	0
293	0.47	0.5	0.47	0.22	0.5	0.53	0.45	0
294	0.33	0.42	0.55	0.23	0.5	0.52	0.43	0
295	0.37	0.47	0.49	0.12	0.5	0.47	0.31	0
296	0.32	0.6	0.48	0.13	0.5	0.53	0.22	0
297	0.46	0.56	0.56	0.25	0.5	0.43	0.22	0
298	0.47	0.55	0.57	0.17	0.5	0.52	0.66	0
299	0.19	0.16	0.68	0.36	0.5	0.49	0.21	0
300	0.47	0.56	0.51	0.2	0.5	0.52	0.59	0
301	0.4	0.75	0.44	0.12	0.5	0.49	0.22	0
302	0.48	0.55	0.58	0.18	0.5	0.38	0.69	0
303	0.33	0.47	0.55	0.24	0.5	0.45	0.67	0
304	0.66	0.43	0.57	0.6	0.5	0.19	0.33	0
305	0.55	0.4	0.62	0.22	0.5	0.37	0.28	0
306	0.33	0.46	0.6	0.18	0.5	0.51	0.26	0
307	0.51	0.5	0.54	0.11	0.5	0.6	0.22	0
308	0.54	0.6	0.57	0.17	0.5	0.44	0.22	0
309	0.36	0.32	0.55	0.27	0.5	0.47	0.43	0
310	0.46	0.41	0.45	0.23	0.5	0.48	0.22	0
311	0.4	0.39	0.6	0.23	0.5	0.52	0.31	0
312	0.57	0.55	0.51	0.18	0.5	0.51	0.43	0
313	0.44	0.43	0.46	0.28	0.5	0.45	0.29	0
314	0.46	0.5	0.5	0.28	0.5	0.5	0.37	0
315	0.38	0.58	0.46	0.21	0.5	0.52	0.22	0
316	0.27	0.46	0.52	0.17	0.5	0.49	0.44	0
317	0.52	0.45	0.45	0.13	0.5	0.48	0.22	0
318	0.37	0.29	0.45	0.15	0.5	0.49	0.22	0
319	0.73	0.59	0.35	0.15	0.5	0.54	0.22	1
320	0.6	0.37	0.52	0.15	0.5	0.55	0.26	1
321	0.64	0.61	0.56	0.15	0.5	0.54	0.22	1
322	0.37	0.3	0.51	0.15	0.5	0.58	0.26	0
323	0.44	0.62	0.53	0.27	0.5	0.49	0.22	0
324	0.56	0.61	0.52	0.19	0.5	0.52	0.32	0
325	0.6	0.57	0.52	0.14	0.5	0.46	0.48	0
326	0.42	0.38	0.52	0.29	0.5	0.42	0.22	0
327	0.41	0.46	0.58	0.08	0.5	0.51	0.28	0
328	0.46	0.49	0.55	0.18	0.5	0.56	0.22	0
329	0.47	0.37	0.46	0.28	0.5	0.52	0.99	0
330	0.48	0.5	0.47	0.29	0.5	0.46	0.27	0
331	0.49	0.49	0.52	0.18	0.5	0.51	0.25	0
332	0.54	0.59	0.57	0.34	0.5	0.49	0.22	0
333	0.47	0.44	0.53	0.18	0.5	0.47	0.29	0
334	0.4	0.49	0.53	0.23	0.5	0.44	0.26	0
335	0.45	0.65	0.51	0.17	0.5	0.49	0.22	0
336	0.42	0.42	0.55	0.31	0.5	0.43	0.22	0
337	0.45	0.41	0.53	0.49	0.5	0.49	0.31	0
338	0.42	0.28	0.49	0.22	0.5	0.55	0.34	0
339	0.47	0.5	0.47	0.22	0.5	0.53	0.45	0
340	0.33	0.42	0.55	0.23	0.5	0.52	0.43	0
341	0.37	0.47	0.49	0.12	0.5	0.47	0.31	0
342	0.32	0.6	0.48	0.13	0.5	0.53	0.22	0
343	0.46	0.56	0.56	0.25	0.5	0.43	0.22	0
344	0.47	0.55	0.57	0.17	0.5	0.52	0.66	0
345	0.19	0.16	0.68	0.36	0.5	0.49	0.21	0
346	0.47	0.56	0.51	0.2	0.5	0.52	0.59	0
347	0.4	0.75	0.44	0.12	0.5	0.49	0.22	0
348	0.48	0.55	0.58	0.18	0.5	0.38	0.69	0
349	0.33	0.47	0.55	0.24	0.5	0.45	0.67	0
350	0.66	0.43	0.57	0.6	0.5	0.19	0.33	0
351	0.55	0.4	0.62	0.22	0.5	0.37	0.28	0
352	0.33	0.46	0.6	0.18	0.5	0.51	0.26	0
353	0.51	0.5	0.54	0.11	0.5	0.6	0.22	0
354	0.54	0.6	0.57	0.17	0.5	0.44	0.22	0
355	0.36	0.32	0.55	0.27	0.5	0.47	0.43	0
356	0.46	0.41	0.45	0.23	0.5	0.48	0.22	0
357	0.4	0.39	0.6	0.23	0.5	0.52	0.31	0
358	0.57	0.55	0.51	0.18	0.5	0.51	0.43	0
359	0.44	0.43	0.46	0.28	0.5	0.45	0.29	0
360	0.46	0.5	0.5	0.28	0.5	0.5	0.37	0
361	0.38	0.58	0.46	0.21	0.5	0.52	0.22	0
362	0.27	0.46	0.52	0.17	0.5	0.49	0.44	0
363	0.52	0.45	0.45	0.13	0.5	0.48	0.22	0
364	0.37	0.29	0.45	0.15	0.5	0.49	0.22	0
365	0.73	0.59	0.35	0.15	0.5	0.54	0.22	1
366	0.6	0.37	0.52	0.15	0.5	0.55	0.26	1
367	0.64	0.61	0.56	0.15	0.5	0.54	0.22	1
368	0.37	0.3	0.51	0.15	0.5	0.58	0.26	0
369	0.44	0.62	0.53	0.27	0.5	0.49	0.22	0
370	0.56	0.61	0.52	0.19	0.5	0.52	0.32	0
371	0.6	0.57	0.52	0.14	0.5	0.46	0.48	0
372	0.42	0.38	0.52	0.29	0.5	0.42	0.22	0
373	0.41	0.46	0.58	0.08	0.5	0.51	0.28	0
374	0.46	0.49	0.55	0.18	0.5	0.56	0.22	0
375	0.47	0.37	0.46	0.28	0.5	0.52	0.99	0
376	0.48	0.5	0.47	0.29	0.5	0.46	0.27	0
377	0.49	0.49	0.52	0.18	0.5	0.51	0.25	0
378	0.54	0.59	0.57	0.34	0.5	0.49	0.22	0
379	0.47	0.44	0.53	0.18	0.5	0.47	0.29	0
380	0.4	0.49	0.53	0.23	0.5	0.44	0.26	0
381	0.45	0.65	0.51	0.17	0.5	0.49	0.22	0
382	0.42	0.42	0.55	0.31	0.5	0.43	0.22	0
383	0.45	0.41	0.53	0.49	0.5	0.49	0.31	0
384	0.42	0.28	0.49	0.22	0.5	0.55	0.34	0
385	0.47	0.5	0.47	0.22	0.5	0.53	0.45	0
386	0.33	0.42	0.55	0.23	0.5	0.52	0.43	0
387	0.37	0.47	0.49	0.12	0.5	0.47	0.31	0
388	0.32	0.6	0.48	0.13	0.5	0.53	0.22	0
389	0.46	0.56	0.56	0.25	0.5	0.43	0.22	0
390	0.47	0.55	0.57	0.17	0.5	0.52	0.66	0
391	0.19	0.16	0.68	0.36	0.5	0.49	0.21	0
392	0.47	0.56	0.51	0.2	0.5	0.52	0.59	0
393	0.4	0.75	0.44	0.12	0.5	0.49	0.22	0
394	0.48	0.55	0.58	0.18	0.5	0.38	0.69	0
395	0.33	0.47	0.55	0.24	0.5	0.45	0.67	0
396	0.66	0.43	0.57	0.6	0.5	0.19	0.33	0
397	0.55	0.4	0.62	0.22	0.5	0.37	0.28	0
398	0.33	0.46	0.6	0.18	0.5	0.51	0.26	0
399	0.51	0.5	0.54	0.11	0.5	0.6	0.22	0
400	0.54	0.6	0.57	0.17	0.5	0.44	0.22	0
401	0.36	0.32	0.55	0.27	0.5	0.47	0.43	0
402	0.46	0.41	0.45	0.23	0.5	0.48	0.22	0
403	0.4	0.39	0.6	0.23	0.5	0.52	0.31	0
404	0.57	0.55	0.51	0.18	0.5	0.51	0.43	0
405	0.44	0.43	0.46	0.28	0.5	0.45	0.29	0
406	0.46	0.5	0.5	0.28	0.5	0.5	0.37	0
407	0.38	0.58	0.46	0.21	0.5	0.52	0.22	0
408	0.27	0.46	0.52	0.17	0.5	0.49	0.44	0
409	0.52	0.45	0.45	0.13	0.5	0.48	0.22	0
410	0.37	0.29	0.45	0.15	0.5	0.49	0.22	0
411	0.73	0.59	0.35	0.15	0.5	0.54	0.22	1
412	0.6	0.37	0.52	0.15	0.5	0.55	0.26	1
413	0.64	0.61	0.56	0.15	0.5	0.54	0.22	1
