	Mcg	Gvh	Alm	Mit	Erl	Vac	Nuc	Label
33	0.45	0.4	0.56	0.15	0.5	0.52	0.22	0
34	0.55	0.79	0.45	0.25	0.5	0.51	0.22	0
35	0.58	0.51	0.63	0.2	0.5	0.5	0.42	0
36	0.63	0.58	0.57	0.1	0.5	0.52	0.33	0
37	0.54	0.67	0.56	0.15	0.5	0.57	0.33	0
38	0.41	0.59	0.65	0.14	0.5	0.49	0.33	0
39	0.47	0.38	0.5	0.15	0.5	0.49	0.47	0
40	0.33	0.17	0.52	0.13	0.5	0.51	0.75	0
41	0.47	0.46	0.53	0.12	0.5	0.51	0.25	0
42	0.57	0.29	0.63	0.22	0.5	0.49	0.27	0
43	0.48	0.58	0.58	0.12	0.5	0.49	0.22	1
44	0.65	0.58	0.53	0.21	0.5	0.51	0.22	1
45	0.48	0.49	0.49	0.26	0.5	0.39	0.27	1
46	0.37	0.48	0.67	0.37	0.5	0.56	0.62	0
47	0.44	0.59	0.54	0.18	0.5	0.49	0.22	0
48	0.48	0.65	0.36	0.24	0.5	0.54	0.31	0
49	0.59	0.49	0.45	0.22	0.5	0.45	0.31	0
50	0.73	0.52	0.59	0.25	0.5	0.51	0.22	0
51	0.5	0.43	0.5	0.17	0.5	0.46	0.47	0
52	0.23	0.13	0.51	0.16	0.5	0.53	0.51	0
53	0.49	0.6	0.54	0.35	0.5	0.53	0.46	0
54	0.52	0.31	0.56	0.16	0.5	0.55	0.22	0
55	0.49	0.48	0.51	0.21	0.5	0.53	0.22	0
56	0.49	0.6	0.42	0.18	0.5	0.58	0.28	0
57	0.6	0.62	0.54	0.11	0.5	0.51	0.22	0
58	0.55	0.47	0.53	0.2	0.5	0.4	0.22	0
59	0.47	0.32	0.51	0.24	0.5	0.54	0.27	0
60	0.53	0.25	0.59	0.27	0.5	0.45	0.26	0
61	0.31	0.5	0.54	0.32	0.5	0.53	0.31	0
62	0.25	0.33	0.48	0.18	0.5	0.42	0.33	0
63	0.44	0.39	0.63	0.11	0.5	0.49	0.26	0
64	0.38	0.42	0.47	0.12	0.5	0.47	0.53	0
65	0.19	0.66	0.6	0.14	0.5	0.2	0.25	0
66	0.38	0.51	0.56	0.21	0.5	0.48	0.31	0
67	0.45	0.57	0.52	0.21	0.5	0.54	0.38	0
68	0.66	0.65	0.53	0.17	0.5	0.47	0.66	0
69	0.48	0.54	0.56	0.29	0.5	0.51	0.43	0
70	0.58	0.64	0.42	0.3	0.5	0.54	0.22	0
71	0.58	0.37	0.58	0.16	0.5	0.51	0.22	0
72	0.48	0.17	0.37	0.33	0.5	0.44	0.36	0
73	0.47	0.47	0.5	0.19	0.5	0.51	0.26	0
74	0.55	0.38	0.52	0.16	0.5	0.49	0.64	0
75	0.41	0.39	0.61	0.17	0.5	0.5	0.61	0
76	0.41	0.56	0.53	0.16	0.5	0.55	0.26	0
77	0.44	0.65	0.49	0.16	0.5	0.48	0.31	0
78	0.49	0.51	0.52	0.13	0.5	0.51	0.33	0
79	0.45	0.4	0.56	0.15	0.5	0.52	0.22	0
80	0.55	0.79	0.45	0.25	0.5	0.51	0.22	0
81	0.58	0.51	0.63	0.2	0.5	0.5	0.42	0
82	0.63	0.58	0.57	0.1	0.5	0.52	0.33	0
83	0.54	0.67	0.56	0.15	0.5	0.57	0.33	0
84	0.41	0.59	0.65	0.14	0.5	0.49	0.33	0
85	0.47	0.38	0.5	0.15	0.5	0.49	0.47	0
86	0.33	0.17	0.52	0.13	0.5	0.51	0.75	0
87	0.47	0.46	0.53	0.12	0.5	0.51	0.25	0
88	0.57	0.29	0.63	0.22	0.5	0.49	0.27	0
89	0.48	0.58	0.58	0.12	0.5	0.49	0.22	1
90	0.65	0.58	0.53	0.21	0.5	0.51	0.22	1
91	0.48	0.49	0.49	0.26	0.5	0.39	0.27	1
92	0.37	0.48	0.67	0.37	0.5	0.56	0.62	0
93	0.44	0.59	0.54	0.18	0.5	0.49	0.22	0
94	0.48	0.65	0.36	0.24	0.5	0.54	0.31	0
95	0.59	0.49	0.45	0.22	0.5	0.45	0.31	0
96	0.73	0.52	0.59	0.25	0.5	0.51	0.22	0
97	0.5	0.43	0.5	0.17	0.5	0.46	0.47	0
98	0.23	0.13	0.51	0.16	0.5	0.53	0.51	0
99	0.49	0.6	0.54	0.35	0.5	0.53	0.46	0
100	0.52	0.31	0.56	0.16	0.5	0.55	0.22	0
101	0.49	0.48	0.51	0.21	0.5	0.53	0.22	0
102	0.49	0.6	0.42	0.18	0.5	0.58	0.28	0
103	0.6	0.62	0.54	0.11	0.5	0.51	0.22	0
104	0.55	0.47	0.53	0.2	0.5	0.4	0.22	0
105	0.47	0.32	0.51	0.24	0.5	0.54	0.27	0
106	0.53	0.25	0.59	0.27	0.5	0.45	0.26	0
107	0.31	0.5	0.54	0.32	0.5	0.53	0.31	0
108	0.25	0.33	0.48	0.18	0.5	0.42	0.33	0
109	0.44	0.39	0.63	0.11	0.5	0.49	0.26	0
110	0.38	0.42	0.47	0.12	0.5	0.47	0.53	0
111	0.19	0.66	0.6	0.14	0.5	0.2	0.25	0
112	0.38	0.51	0.56	0.21	0.5	0.48	0.31	0
113	0.45	0.57	0.52	0.21	0.5	0.54	0.38	0
114	0.66	0.65	0.53	0.17	0.5	0.47	0.66	0
115	0.48	0.54	0.56	0.29	0.5	0.51	0.43	0
116	0.58	0.64	0.42	0.3	0.5	0.54	0.22	0
117	0.58	0.37	0.58	0.16	0.5	0.51	0.22	0
118	0.48	0.17	0.37	0.33	0.5	0.44	0.36	0
119	0.47	0.47	0.5	0.19	0.5	0.51	0.26	0
120	0.55	0.38	0.52	0.16	0.5	0.49	0.64	0
121	0.41	0.39	0.61	0.17	0.5	0.5	0.61	0
122	0.41	0.56	0.53	0.16	0.5	0.55	0.26	0
123	0.44	0.65	0.49	0.16	0.5	0.48	0.31	0
124	0.49	0.51	0.52	0.13	0.5	0.51	0.33	0
125	0.45	0.4	0.56	0.15	0.5	0.52	0.22	0
126	0.55	0.79	0.45	0.25	0.5	0.51	0.22	0
127	0.58	0.51	0.63	0.2	0.5	0.5	0.42	0
128	0.63	0.58	0.57	0.1	0.5	0.52	0.33	0
129	0.54	0.67	0.56	0.15	0.5	0.57	0.33	0
130	0.41	0.59	0.65	0.14	0.5	0.49	0.33	0
131	0.47	0.38	0.5	0.15	0.5	0.49	0.47	0
132	0.33	0.17	0.52	0.13	0.5	0.51	0.75	0
133	0.47	0.46	0.53	0.12	0.5	0.51	0.25	0
134	0.57	0.29	0.63	0.22	0.5	0.49	0.27	0
135	0.48	0.58	0.58	0.12	0.5	0.49	0.22	1
136	0.65	0.58	0.53	0.21	0.5	0.51	0.22	1
137	0.48	0.49	0.49	0.26	0.5	0.39	0.27	1
138	0.37	0.48	0.67	0.37	0.5	0.56	0.62	0
139	0.44	0.59	0.54	0.18	0.5	0.49	0.22	0
140	0.48	0.65	0.36	0.24	0.5	0.54	0.31	0
141	0.59	0.49	0.45	0.22	0.5	0.45	0.31	0
142	0.73	0.52	0.59	0.25	0.5	0.51	0.22	0
143	0.5	0.43	0.5	0.17	0.5	0.46	0.47	0
144	0.23	0.13	0.51	0.16	0.5	0.53	0.51	0
145	0.49	0.6	0.54	0.35	0.5	0.53	0.46	0
146	0.52	0.31	0.56	0.16	0.5	0.55	0.22	0
147	0.49	0.48	0.51	0.21	0.5	0.53	0.22	0
148	0.49	0.6	0.42	0.18	0.5	0.58	0.28	0
149	0.6	0.62	0.54	0.11	0.5	0.51	0.22	0
150	0.55	0.47	0.53	0.2	0.5	0.4	0.22	0
151	0.47	0.32	0.51	0.24	0.5	0.54	0.27	0
152	0.53	0.25	0.59	0.27	0.5	0.45	0.26	0
153	0.31	0.5	0.54	0.32	0.5	0.53	0.31	0
154	0.25	0.33	0.48	0.18	0.5	0.42	0.33	0
155	0.44	0.39	0.63	0.11	0.5	0.49	0.26	0
156	0.38	0.42	0.47	0.12	0.5	0.47	0.53	0
157	0.19	0.66	0.6	0.14	0.5	0.2	0.25	0
158	0.38	0.51	0.56	0.21	0.5	0.48	0.31	0
159	0.45	0.57	0.52	0.21	0.5	0.54	0.38	0
160	0.66	0.65	0.53	0.17	0.5	0.47	0.66	0
161	0.48	0.54	0.56	0.29	0.5	0.51	0.43	0
162	0.58	0.64	0.42	0.3	0.5	0.54	0.22	0
163	0.58	0.37	0.58	0.16	0.5	0.51	0.22	0
164	0.48	0.17	0.37	0.33	0.5	0.44	0.36	0
165	0.47	0.47	0.5	0.19	0.5	0.51	0.26	0
166	0.55	0.38	0.52	0.16	0.5	0.49	0.64	0
167	0.41	0.39	0.61	0.17	0.5	0.5	0.61	0
168	0.41	0.56	0.53	0.16	0.5	0.55	0.26	0
169	0.44	0.65	0.49	0.16	0.5	0.48	0.31	0
170	0.49	0.51	0.52	0.13	0.5	0.51	0.33	0
171	0.45	0.4	0.56	0.15	0.5	0.52	0.22	0
172	0.55	0.79	0.45	0.25	0.5	0.51	0.22	0
173	0.58	0.51	0.63	0.2	0.5	0.5	0.42	0
174	0.63	0.58	0.57	0.1	0.5	0.52	0.33	0
175	0.54	0.67	0.56	0.15	0.5	0.57	0.33	0
176	0.41	0.59	0.65	0.14	0.5	0.49	0.33	0
177	0.47	0.38	0.5	0.15	0.5	0.49	0.47	0
178	0.33	0.17	0.52	0.13	0.5	0.51	0.75	0
179	0.47	0.46	0.53	0.12	0.5	0.51	0.25	0
180	0.57	0.29	0.63	0.22	0.5	0.49	0.27	0
181	0.48	0.58	0.58	0.12	0.5	0.49	0.22	1
182	0.65	0.58	0.53	0.21	0.5	0.51	0.22	1
183	0.48	0.49	0.49	0.26	0.5	0.39	0.27	1
184	0.37	0.48	0.67	0.37	0.5	0.56	0.62	0
185	0.44	0.59	0.54	0.18	0.5	0.49	0.22	0
186	0.48	0.65	0.36	0.24	0.5	0.54	0.31	0
187	0.59	0.49	0.45	0.22	0.5	0.45	0.31	0
188	0.73	0.52	0.59	0.25	0.5	0.51	0.22	0
189	0.5	0.43	0.5	0.17	0.5	0.46	0.47	0
190	0.23	0.13	0.51	0.16	0.5	0.53	0.51	0
191	0.49	0.6	0.54	0.35	0.5	0.53	0.46	0
192	0.52	0.31	0.56	0.16	0.5	0.55	0.22	0
193	0.49	0.48	0.51	0.21	0.5	0.53	0.22	0
194	0.49	0.6	0.42	0.18	0.5	0.58	0.28	0
195	0.6	0.62	0.54	0.11	0.5	0.51	0.22	0
196	0.55	0.47	0.53	0.2	0.5	0.4	0.22	0
197	0.47	0.32	0.51	0.24	0.5	0.54	0.27	0
198	0.53	0.25	0.59	0.27	0.5	0.45	0.26	0
199	0.31	0.5	0.54	0.32	0.5	0.53	0.31	0
200	0.25	0.33	0.48	0.18	0.5	0.42	0.33	0
201	0.44	0.39	0.63	0.11	0.5	0.49	0.26	0
202	0.38	0.42	0.47	0.12	0.5	0.47	0.53	0
203	0.19	0.66	0.6	0.14	0.5	0.2	0.25	0
204	0.38	0.51	0.56	0.21	0.5	0.48	0.31	0
205	0.45	0.57	0.52	0.21	0.5	0.54	0.38	0
206	0.66	0.65	0.53	0.17	0.5	0.47	0.66	0
207	0.48	0.54	0.56	0.29	0.5	0.51	0.43	0
208	0.58	0.64	0.42	0.3	0.5	0.54	0.22	0
209	0.58	0.37	0.58	0.16	0.5	0.51	0.22	0
210	0.48	0.17	0.37	0.33	0.5	0.44	0.36	0
211	0.47	0.47	0.5	0.19	0.5	0.51	0.26	0
212	0.55	0.38	0.52	0.16	0.5	0.49	0.64	0
213	0.41	0.39	0.61	0.17	0.5	0.5	0.61	0
214	0.41	0.56	0.53	0.16	0.5	0.55	0.26	0
215	0.44	0.65	0.49	0.16	0.5	0.48	0.31	0
216	0.49	0.51	0.52	0.13	0.5	0.51	0.33	0
217	0.45	0.4	0.56	0.15	0.5	0.52	0.22	0
218	0.55	0.79	0.45	0.25	0.5	0.51	0.22	0
219	0.58	0.51	0.63	0.2	0.5	0.5	0.42	0
220	0.63	0.58	0.57	0.1	0.5	0.52	0.33	0
221	0.54	0.67	0.56	0.15	0.5	0.57	0.33	0
222	0.41	0.59	0.65	0.14	0.5	0.49	0.33	0
223	0.47	0.38	0.5	0.15	0.5	0.49	0.47	0
224	0.33	0.17	0.52	0.13	0.5	0.51	0.75	0
225	0.47	0.46	0.53	0.12	0.5	0.51	0.25	0
226	0.57	0.29	0.63	0.22	0.5	0.49	0.27	0
227	0.48	0.58	0.58	0.12	0.5	0.49	0.22	1
228	0.65	0.58	0.53	0.21	0.5	0.51	0.22	1
229	0.48	0.49	0.49	0.26	0.5	0.39	0.27	1
230	0.37	0.48	0.67	0.37	0.5	0.56	0.62	0
231	0.44	0.59	0.54	0.18	0.5	0.49	0.22	0
232	0.48	0.65	0.36	0.24	0.5	0.54	0.31	0
233	0.59	0.49	0.45	0.22	0.5	0.45	0.31	0
234	0.73	0.52	0.59	0.25	0.5	0.51	0.22	0
235	0.5	0.43	0.5	0.17	0.5	0.46	0.47	0
236	0.23	0.13	0.51	0.16	0.5	0.53	0.51	0
237	0.49	0.6	0.54	0.35	0.5	0.53	0.46	0
238	0.52	0.31	0.56	0.16	0.5	0.55	0.22	0
239	0.49	0.48	0.51	0.21	0.5	0.53	0.22	0
240	0.49	0.6	0.42	0.18	0.5	0.58	0.28	0
241	0.6	0.62	0.54	0.11	0.5	0.51	0.22	0
242	0.55	0.47	0.53	0.2	0.5	0.4	0.22	0
243	0.47	0.32	0.51	0.24	0.5	0.54	0.27	0
244	0.53	0.25	0.59	0.27	0.5	0.45	0.26	0
245	0.31	0.5	0.54	0.32	0.5	0.53	0.31	0
246	0.25	0.33	0.48	0.18	0.5	0.42	0.33	0
247	0.44	0.39	0.63	0.11	0.5	0.49	0.26	0
248	0.38	0.42	0.47	0.12	0.5	0.47	0.53	0
249	0.19	0.66	0.6	0.14	0.5	0.2	0.25	0
250	0.38	0.51	0.56	0.21	0.5	0.48	0.31	0
251	0.45	0.57	0.52	0.21	0.5	0.54	0.38	0
252	0.66	0.65	0.53	0.17	0.5	0.47	0.66	0
253	0.48	0.54	0.56	0.29	0.5	0.51	0.43	0
254	0.58	0.64	0.42	0.3	0.5	0.54	0.22	0
255	0.58	0.37	0.58	0.16	0.5	0.51	0.22	0
256	0.48	0.17	0.37	0.33	0.5	0.44	0.36	0
257	0.47	0.47	0.5	0.19	0.5	0.51	0.26	0
258	0.55	0.38	0.52	0.16	0.5	0.49	0.64	0
259	0.41	0.39	0.61	0.17	0.5	0.5	0.61	0
260	0.41	0.56	0.53	0.16	0.5	0.55	0.26	0
261	0.44	0.65	0.49	0.16	0.5	0.48	0.31	0
262	0.49	0.51	0.52	0.13	0.5	0.51	0.33	0
263	0.45	0.4	0.56	0.15	0.5	0.52	0.22	0
264	0.55	0.79	0.45	0.25	0.5	0.51	0.22	0
265	0.58	0.51	0.63	0.2	0.5	0.5	0.42	0
266	0.63	0.58	0.57	0.1	0.5	0.52	0.33	0
267	0.54	0.67	0.56	0.15	0.5	0.57	0.33	0
268	0.41	0.59	0.65	0.14	0.5	0.49	0.33	0
269	0.47	0.38	0.5	0.15	0.5	0.49	0.47	0
270	0.33	0.17	0.52	0.13	0.5	0.51	0.75	0
271	0.47	0.46	0.53	0.12	0.5	0.51	0.25	0
272	0.57	0.29	0.63	0.22	0.5	0.49	0.27	0
273	0.48	0.58	0.58	0.12	0.5	0.49	0.22	1
274	0.65	0.58	0.53	0.21	0.5	0.51	0.22	1
275	0.48	0.49	0.49	0.26	0.5	0.39	0.27	1
276	0.37	0.48	0.67	0.37	0.5	0.56	0.62	0
277	0.44	0.59	0.54	0.18	0.5	0.49	0.22	0
278	0.48	0.65	0.36	0.24	0.5	0.54	0.31	0
279	0.59	0.49	0.45	0.22	0.5	0.45	0.31	0
280	0.73	0.52	0.59	0.25	0.5	0.51	0.22	0
281	0.5	0.43	0.5	0.17	0.5	0.46	0.47	0
282	0.23	0.13	0.51	0.16	0.5	0.53	0.51	0
283	0.49	0.6	0.54	0.35	0.5	0.53	0.46	0
284	0.52	0.31	0.56	0.16	0.5	0.55	0.22	0
285	0.49	0.48	0.51	0.21	0.5	0.53	0.22	0
286	0.49	0.6	0.42	0.18	0.5	0.58	0.28	0
287	0.6	0.62	0.54	0.11	0.5	0.51	0.22	0
288	0.55	0.47	0.53	0.2	0.5	0.4	0.22	0
289	0.47	0.32	0.51	0.24	0.5	0.54	0.27	0
290	0.53	0.25	0.59	0.27	0.5	0.45	0.26	0
291	0.31	0.5	0.54	0.32	0.5	0.53	0.31	0
292	0.25	0.33	0.48	0.18	0.5	0.42	0.33	0
293	0.44	0.39	0.63	0.11	0.5	0.49	0.26	0
294	0.38	0.42	0.47	0.12	0.5	0.47	0.53	0
295	0.19	0.66	0.6	0.14	0.5	0.2	0.25	0
296	0.38	0.51	0.56	0.21	0.5	0.48	0.31	0
297	0.45	0.57	0.52	0.21	0.5	0.54	0.38	0
298	0.66	0.65	0.53	0.17	0.5	0.47	0.66	0
299	0.48	0.54	0.56	0.29	0.5	0.51	0.43	0
300	0.58	0.64	0.42	0.3	0.5	0.54	0.22	0
301	0.58	0.37	0.58	0.16	0.5	0.51	0.22	0
302	0.48	0.17	0.37	0.33	0.5	0.44	0.36	0
303	0.47	0.47	0.5	0.19	0.5	0.51	0.26	0
304	0.55	0.38	0.52	0.16	0.5	0.49	0.64	0
305	0.41	0.39	0.61	0.17	0.5	0.5	0.61	0
306	0.41	0.56	0.53	0.16	0.5	0.55	0.26	0
307	0.44	0.65	0.49	0.16	0.5	0.48	0.31	0
308	0.49	0.51	0.52	0.13	0.5	0.51	0.33	0
309	0.45	0.4	0.56	0.15	0.5	0.52	0.22	0
310	0.55	0.79	0.45	0.25	0.5	0.51	0.22	0
311	0.58	0.51	0.63	0.2	0.5	0.5	0.42	0
312	0.63	0.58	0.57	0.1	0.5	0.52	0.33	0
313	0.54	0.67	0.56	0.15	0.5	0.57	0.33	0
314	0.41	0.59	0.65	0.14	0.5	0.49	0.33	0
315	0.47	0.38	0.5	0.15	0.5	0.49	0.47	0
316	0.33	0.17	0.52	0.13	0.5	0.51	0.75	0
317	0.47	0.46	0.53	0.12	0.5	0.51	0.25	0
318	0.57	0.29	0.63	0.22	0.5	0.49	0.27	0
319	0.48	0.58	0.58	0.12	0.5	0.49	0.22	1
320	0.65	0.58	0.53	0.21	0.5	0.51	0.22	1
321	0.48	0.49	0.49	0.26	0.5	0.39	0.27	1
322	0.37	0.48	0.67	0.37	0.5	0.56	0.62	0
323	0.44	0.59	0.54	0.18	0.5	0.49	0.22	0
324	0.48	0.65	0.36	0.24	0.5	0.54	0.31	0
325	0.59	0.49	0.45	0.22	0.5	0.45	0.31	0
326	0.73	0.52	0.59	0.25	0.5	0.51	0.22	0
327	0.5	0.43	0.5	0.17	0.5	0.46	0.47	0
328	0.23	0.13	0.51	0.16	0.5	0.53	0.51	0
329	0.49	0.6	0.54	0.35	0.5	0.53	0.46	0
330	0.52	0.31	0.56	0.16	0.5	0.55	0.22	0
331	0.49	0.48	0.51	0.21	0.5	0.53	0.22	0
332	0.49	0.6	0.42	0.18	0.5	0.58	0.28	0
333	0.6	0.62	0.54	0.11	0.5	0.51	0.22	0
334	0.55	0.47	0.53	0.2	0.5	0.4	0.22	0
335	0.47	0.32	0.51	0.24	0.5	0.54	0.27	0
336	0.53	0.25	0.59	0.27	0.5	0.45	0.26	0
337	0.31	0.5	0.54	0.32	0.5	0.53	0.31	0
338	0.25	0.33	0.48	0.18	0.5	0.42	0.33	0
339	0.44	0.39	0.63	0.11	0.5	0.49	0.26	0
340	0.38	0.42	0.47	0.12	0.5	0.47	0.53	0
341	0.19	0.66	0.6	0.14	0.5	0.2	0.25	0
342	0.38	0.51	0.56	0.21	0.5	0.48	0.31	0
343	0.45	0.57	0.52	0.21	0.5	0.54	0.38	0
344	0.66	0.65	0.53	0.17	0.5	0.47	0.66	0
345	0.48	0.54	0.56	0.29	0.5	0.51	0.43	0
346	0.58	0.64	0.42	0.3	0.5	0.54	0.22	0
347	0.58	0.37	0.58	0.16	0.5	0.51	0.22	0
348	0.48	0.17	0.37	0.33	0.5	0.44	0.36	0
349	0.47	0.47	0.5	0.19	0.5	0.51	0.26	0
350	0.55	0.38	0.52	0.16	0.5	0.49	0.64	0
351	0.41	0.39	0.61	0.17	0.5	0.5	0.61	0
352	0.41	0.56	0.53	0.16	0.5	0.55	0.26	0
353	0.44	0.65	0.49	0.16	0.5	0.48	0.31	0
354	0.49	0.51	0.52	0.13	0.5	0.51	0.33	0
355	0.45	0.4	0.56	0.15	0.5	0.52	0.22	0
356	0.55	0.79	0.45	0.25	0.5	0.51	0.22	0
357	0.58	0.51	0.63	0.2	0.5	0.5	0.42	0
358	0.63	0.58	0.57	0.1	0.5	0.52	0.33	0
359	0.54	0.67	0.56	0.15	0.5	0.57	0.33	0
360	0.41	0.59	0.65	0.14	0.5	0.49	0.33	0
361	0.47	0.38	0.5	0.15	0.5	0.49	0.47	0
362	0.33	0.17	0.52	0.13	0.5	0.51	0.75	0
363	0.47	0.46	0.53	0.12	0.5	0.51	0.25	0
364	0.57	0.29	0.63	0.22	0.5	0.49	0.27	0
365	0.48	0.58	0.58	0.12	0.5	0.49	0.22	1
366	0.65	0.58	0.53	0.21	0.5	0.51	0.22	1
367	0.48	0.49	0.49	0.26	0.5	0.39	0.27	1
368	0.37	0.48	0.67	0.37	0.5	0.56	0.62	0
369	0.44	0.59	0.54	0.18	0.5	0.49	0.22	0
370	0.48	0.65	0.36	0.24	0.5	0.54	0.31	0
371	0.59	0.49	0.45	0.22	0.5	0.45	0.31	0
372	0.73	0.52	0.59	0.25	0.5	0.51	0.22	0
373	0.5	0.43	0.5	0.17	0.5	0.46	0.47	0
374	0.23	0.13	0.51	0.16	0.5	0.53	0.51	0
375	0.49	0.6	0.54	0.35	0.5	0.53	0.46	0
376	0.52	0.31	0.56	0.16	0.5	0.55	0.22	0
377	0.49	0.48	0.51	0.21	0.5	0.53	0.22	0
378	0.49	0.6	0.42	0.18	0.5	0.58	0.28	0
379	0.6	0.62	0.54	0.11	0.5	0.51	0.22	0
380	0.55	0.47	0.53	0.2	0.5	0.4	0.22	0
381	0.47	0.32	0.51	0.24	0.5	0.54	0.27	0
382	0.53	0.25	0.59	0.27	0.5	0.45	0.26	0
383	0.31	0.5	0.54	0.32	0.5	0.53	0.31	0
384	0.25	0.33	0.48	0.18	0.5	0.42	0.33	0
385	0.44	0.39	0.63	0.11	0.5	0.49	0.26	0
386	0.38	0.42	0.47	0.12	0.5	0.47	0.53	0
387	0.19	0.66	0.6	0.14	0.5	0.2	0.25	0
388	0.38	0.51	0.56	0.21	0.5	0.48	0.31	0
389	0.45	0.57	0.52	0.21	0.5	0.54	0.38	0
390	0.66	0.65	0.53	0.17	0.5	0.47	0.66	0
391	0.48	0.54	0.56	0.29	0.5	0.51	0.43	0
392	0.58	0.64	0.42	0.3	0.5	0.54	0.22	0
393	0.58	0.37	0.58	0.16	0.5	0.51	0.22	0
394	0.48	0.17	0.37	0.33	0.5	0.44	0.36	0
395	0.47	0.47	0.5	0.19	0.5	0.51	0.26	0
396	0.55	0.38	0.52	0.16	0.5	0.49	0.64	0
397	0.41	0.39	0.61	0.17	0.5	0.5	0.61	0
398	0.41	0.56	0.53	0.16	0.5	0.55	0.26	0
399	0.44	0.65	0.49	0.16	0.5	0.48	0.31	0
400	0.49	0.51	0.52	0.13	0.5	0.51	0.33	0
401	0.45	0.4	0.56	0.15	0.5	0.52	0.22	0
402	0.55	0.79	0.45	0.25	0.5	0.51	0.22	0
403	0.58	0.51	0.63	0.2	0.5	0.5	0.42	0
404	0.63	0.58	0.57	0.1	0.5	0.52	0.33	0
405	0.54	0.67	0.56	0.15	0.5	0.57	0.33	0
406	0.41	0.59	0.65	0.14	0.5	0.49	0.33	0
407	0.47	0.38	0.5	0.15	0.5	0.49	0.47	0
408	0.33	0.17	0.52	0.13	0.5	0.51	0.75	0
409	0.47	0.46	0.53	0.12	0.5	0.51	0.25	0
410	0.57	0.29	0.63	0.22	0.5	0.49	0.27	0
411	0.48	0.58	0.58	0.12	0.5	0.49	0.22	1
412	0.65	0.58	0.53	0.21	0.5	0.51	0.22	1
413	0.48	0.49	0.49	0.26	0.5	0.39	0.27	1
