	Mcg	Gvh	Alm	Mit	Erl	Vac	Nuc	Label
95	0.5	0.5	0.48	0.34	0.5	0.52	0.27	0
96	0.5	0.43	0.56	0.17	0.5	0.35	0.22	0
97	0.36	0.52	0.61	0.33	0.5	0.52	0.37	0
98	0.49	0.36	0.47	0.28	0.5	0.56	0.54	0
99	0.34	0.42	0.48	0.19	0.5	0.46	0.31	0
100	0.6	0.57	0.63	0.22	0.5	0.5	0.49	0
101	0.53	0.44	0.54	0.52	0.5	0.49	0.38	0
102	0.56	0.49	0.47	0.13	0.5	0.52	0.22	0
103	0.55	0.49	0.6	0.18	0.5	0.51	0.22	0
104	0.64	0.56	0.52	0.17	0.5	0.54	0.47	0
105	0.4	0.45	0.45	0.15	0.5	0.53	0.48	0
106	0.45	0.51	0.43	0.22	0.5	0.57	0.22	0
107	0.57	0.53	0.6	0.28	0.5	0.52	0.45	0
108	0.32	0.3	0.57	0.38	0.5	0.5	0.25	0
109	0.28	0.41	0.46	0.18	0.5	0.47	0.39	0
110	0.25	0.41	0.47	0.14	0.5	0.56	0.68	0
111	0.4	0.44	0.47	0.25	0.5	0.54	0.56	0
112	0.29	0.39	0.46	0.36	0.5	0.51	0.22	0
113	0.54	0.54	0.56	0.18	0.5	0.46	0.29	0
114	0.58	0.44	0.45	0.32	0.5	0.52	0.37	0
115	0.4	0.4	0.44	0.37	0.5	0.53	0.25	0
116	0.47	0.4	0.63	0.19	0.5	0.52	0.32	0
117	0.33	0.38	0.47	0.14	0.5	0.51	0.47	0
118	0.38	0.44	0.57	0.14	0.5	0.53	0.52	0
119	0.4	0.43	0.49	0.17	0.5	0.51	0.36	0
120	0.34	0.24	0.51	0.15	0.5	0.54	0.4	0
121	0.35	0.29	0.46	0.14	0.5	0.54	0.66	0
122	0.36	0.48	0.61	0.26	0.5	0.5	0.16	0
123	0.41	0.25	0.59	0.44	0.5	0.6	0.69	0
124	0.57	0.59	0.49	0.86	0.5	0.47	0.22	0
125	0.38	0.4	0.39	0.19	0.5	0.46	0.62	0
126	0.41	0.47	0.5	0.14	0.5	0.53	0.37	0
127	0.25	0.4	0.52	0.15	0.5	0.56	0.28	0
128	0.58	0.56	0.38	0.39	0.5	0.54	0.57	0
129	0.59	0.67	0.54	0.19	0.5	0.48	0.6	0
130	0.47	0.43	0.61	0.4	0.5	0.48	0.47	0
131	0.43	0.4	0.6	0.16	0.5	0.53	0.39	0
132	0.57	0.54	0.32	0.15	0.5	0.52	0.25	1
133	0.4	0.36	0.32	0.16	0.5	0.51	0.27	1
134	0.57	0.47	0.48	0.17	0.5	0.52	0.26	1
135	0.52	0.49	0.59	0.21	0.5	0.47	0.22	0
136	0.41	0.42	0.53	0.17	0.5	0.48	0.58	0
137	0.45	0.36	0.5	0.19	0.5	0.53	0.7	0
138	0.53	0.51	0.54	0.21	0.5	0.45	0.22	0
139	0.49	0.38	0.49	0.15	0.5	0.53	0.25	0
140	0.5	0.5	0.48	0.34	0.5	0.52	0.27	0
141	0.5	0.43	0.56	0.17	0.5	0.35	0.22	0
142	0.36	0.52	0.61	0.33	0.5	0.52	0.37	0
143	0.49	0.36	0.47	0.28	0.5	0.56	0.54	0
144	0.34	0.42	0.48	0.19	0.5	0.46	0.31	0
145	0.6	0.57	0.63	0.22	0.5	0.5	0.49	0
146	0.53	0.44	0.54	0.52	0.5	0.49	0.38	0
147	0.56	0.49	0.47	0.13	0.5	0.52	0.22	0
148	0.55	0.49	0.6	0.18	0.5	0.51	0.22	0
149	0.64	0.56	0.52	0.17	0.5	0.54	0.47	0
150	0.4	0.45	0.45	0.15	0.5	0.53	0.48	0
151	0.45	0.51	0.43	0.22	0.5	0.57	0.22	0
152	0.57	0.53	0.6	0.28	0.5	0.52	0.45	0
153	0.32	0.3	0.57	0.38	0.5	0.5	0.25	0
154	0.28	0.41	0.46	0.18	0.5	0.47	0.39	0
155	0.25	0.41	0.47	0.14	0.5	0.56	0.68	0
156	0.4	0.44	0.47	0.25	0.5	0.54	0.56	0
157	0.29	0.39	0.46	0.36	0.5	0.51	0.22	0
158	0.54	0.54	0.56	0.18	0.5	0.46	0.29	0
159	0.58	0.44	0.45	0.32	0.5	0.52	0.37	0
160	0.4	0.4	0.44	0.37	0.5	0.53	0.25	0
161	0.47	0.4	0.63	0.19	0.5	0.52	0.32	0
162	0.33	0.38	0.47	0.14	0.5	0.51	0.47	0
163	0.38	0.44	0.57	0.14	0.5	0.53	0.52	0
164	0.4	0.43	0.49	0.17	0.5	0.51	0.36	0
165	0.34	0.24	0.51	0.15	0.5	0.54	0.4	0
166	0.35	0.29	0.46	0.14	0.5	0.54	0.66	0
167	0.36	0.48	0.61	0.26	0.5	0.5	0.16	0
168	0.41	0.25	0.59	0.44	0.5	0.6	0.69	0
169	0.57	0.59	0.49	0.86	0.5	0.47	0.22	0
170	0.38	0.4	0.39	0.19	0.5	0.46	0.62	0
171	0.41	0.47	0.5	0.14	0.5	0.53	0.37	0
172	0.25	0.4	0.52	0.15	0.5	0.56	0.28	0
173	0.58	0.56	0.38	0.39	0.5	0.54	0.57	0
174	0.59	0.67	0.54	0.19	0.5	0.48	0.6	0
175	0.47	0.43	0.61	0.4	0.5	0.48	0.47	0
176	0.43	0.4	0.6	0.16	0.5	0.53	0.39	0
177	0.57	0.54	0.32	0.15	0.5	0.52	0.25	1
178	0.4	0.36	0.32	0.16	0.5	0.51	0.27	1
179	0.57	0.47	0.48	0.17	0.5	0.52	0.26	1
180	0.52	0.49	0.59	0.21	0.5	0.47	0.22	0
181	0.41	0.42	0.53	0.17	0.5	0.48	0.58	0
182	0.45	0.36	0.5	0.19	0.5	0.53	0.7	0
183	0.53	0.51	0.54	0.21	0.5	0.45	0.22	0
184	0.49	0.38	0.49	0.15	0.5	0.53	0.25	0
185	0.5	0.5	0.48	0.34	0.5	0.52	0.27	0
186	0.5	0.43	0.56	0.17	0.5	0.35	0.22	0
187	0.36	0.52	0.61	0.33	0.5	0.52	0.37	0
188	0.49	0.36	0.47	0.28	0.5	0.56	0.54	0
189	0.34	0.42	0.48	0.19	0.5	0.46	0.31	0
190	0.6	0.57	0.63	0.22	0.5	0.5	0.49	0
191	0.53	0.44	0.54	0.52	0.5	0.49	0.38	0
192	0.56	0.49	0.47	0.13	0.5	0.52	0.22	0
193	0.55	0.49	0.6	0.18	0.5	0.51	0.22	0
194	0.64	0.56	0.52	0.17	0.5	0.54	0.47	0
195	0.4	0.45	0.45	0.15	0.5	0.53	0.48	0
196	0.45	0.51	0.43	0.22	0.5	0.57	0.22	0
197	0.57	0.53	0.6	0.28	0.5	0.52	0.45	0
198	0.32	0.3	0.57	0.38	0.5	0.5	0.25	0
199	0.28	0.41	0.46	0.18	0.5	0.47	0.39	0
200	0.25	0.41	0.47	0.14	0.5	0.56	0.68	0
201	0.4	0.44	0.47	0.25	0.5	0.54	0.56	0
202	0.29	0.39	0.46	0.36	0.5	0.51	0.22	0
203	0.54	0.54	0.56	0.18	0.5	0.46	0.29	0
204	0.58	0.44	0.45	0.32	0.5	0.52	0.37	0
205	0.4	0.4	0.44	0.37	0.5	0.53	0.25	0
206	0.47	0.4	0.63	0.19	0.5	0.52	0.32	0
207	0.33	0.38	0.47	0.14	0.5	0.51	0.47	0
208	0.38	0.44	0.57	0.14	0.5	0.53	0.52	0
209	0.4	0.43	0.49	0.17	0.5	0.51	0.36	0
210	0.34	0.24	0.51	0.15	0.5	0.54	0.4	0
211	0.35	0.29	0.46	0.14	0.5	0.54	0.66	0
212	0.36	0.48	0.61	0.26	0.5	0.5	0.16	0
213	0.41	0.25	0.59	0.44	0.5	0.6	0.69	0
214	0.57	0.59	0.49	0.86	0.5	0.47	0.22	0
215	0.38	0.4	0.39	0.19	0.5	0.46	0.62	0
216	0.41	0.47	0.5	0.14	0.5	0.53	0.37	0
217	0.25	0.4	0.52	0.15	0.5	0.56	0.28	0
218	0.58	0.56	0.38	0.39	0.5	0.54	0.57	0
219	0.59	0.67	0.54	0.19	0.5	0.48	0.6	0
220	0.47	0.43	0.61	0.4	0.5	0.48	0.47	0
221	0.43	0.4	0.6	0.16	0.5	0.53	0.39	0
222	0.57	0.54	0.32	0.15	0.5	0.52	0.25	1
223	0.4	0.36	0.32	0.16	0.5	0.51	0.27	1
224	0.57	0.47	0.48	0.17	0.5	0.52	0.26	1
225	0.52	0.49	0.59	0.21	0.5	0.47	0.22	0
226	0.41	0.42	0.53	0.17	0.5	0.48	0.58	0
227	0.45	0.36	0.5	0.19	0.5	0.53	0.7	0
228	0.53	0.51	0.54	0.21	0.5	0.45	0.22	0
229	0.49	0.38	0.49	0.15	0.5	0.53	0.25	0
230	0.5	0.5	0.48	0.34	0.5	0.52	0.27	0
231	0.5	0.43	0.56	0.17	0.5	0.35	0.22	0
232	0.36	0.52	0.61	0.33	0.5	0.52	0.37	0
233	0.49	0.36	0.47	0.28	0.5	0.56	0.54	0
234	0.34	0.42	0.48	0.19	0.5	0.46	0.31	0
235	0.6	0.57	0.63	0.22	0.5	0.5	0.49	0
236	0.53	0.44	0.54	0.52	0.5	0.49	0.38	0
237	0.56	0.49	0.47	0.13	0.5	0.52	0.22	0
238	0.55	0.49	0.6	0.18	0.5	0.51	0.22	0
239	0.64	0.56	0.52	0.17	0.5	0.54	0.47	0
240	0.4	0.45	0.45	0.15	0.5	0.53	0.48	0
241	0.45	0.51	0.43	0.22	0.5	0.57	0.22	0
242	0.57	0.53	0.6	0.28	0.5	0.52	0.45	0
243	0.32	0.3	0.57	0.38	0.5	0.5	0.25	0
244	0.28	0.41	0.46	0.18	0.5	0.47	0.39	0
245	0.25	0.41	0.47	0.14	0.5	0.56	0.68	0
246	0.4	0.44	0.47	0.25	0.5	0.54	0.56	0
247	0.29	0.39	0.46	0.36	0.5	0.51	0.22	0
248	0.54	0.54	0.56	0.18	0.5	0.46	0.29	0
249	0.58	0.44	0.45	0.32	0.5	0.52	0.37	0
250	0.4	0.4	0.44	0.37	0.5	0.53	0.25	0
251	0.47	0.4	0.63	0.19	0.5	0.52	0.32	0
252	0.33	0.38	0.47	0.14	0.5	0.51	0.47	0
253	0.38	0.44	0.57	0.14	0.5	0.53	0.52	0
254	0.4	0.43	0.49	0.17	0.5	0.51	0.36	0
255	0.34	0.24	0.51	0.15	0.5	0.54	0.4	0
256	0.35	0.29	0.46	0.14	0.5	0.54	0.66	0
257	0.36	0.48	0.61	0.26	0.5	0.5	0.16	0
258	0.41	0.25	0.59	0.44	0.5	0.6	0.69	0
259	0.57	0.59	0.49	0.86	0.5	0.47	0.22	0
260	0.38	0.4	0.39	0.19	0.5	0.46	0.62	0
261	0.41	0.47	0.5	0.14	0.5	0.53	0.37	0
262	0.25	0.4	0.52	0.15	0.5	0.56	0.28	0
263	0.58	0.56	0.38	0.39	0.5	0.54	0.57	0
264	0.59	0.67	0.54	0.19	0.5	0.48	0.6	0
265	0.47	0.43	0.61	0.4	0.5	0.48	0.47	0
266	0.43	0.4	0.6	0.16	0.5	0.53	0.39	0
267	0.57	0.54	0.32	0.15	0.5	0.52	0.25	1
268	0.4	0.36	0.32	0.16	0.5	0.51	0.27	1
269	0.57	0.47	0.48	0.17	0.5	0.52	0.26	1
270	0.52	0.49	0.59	0.21	0.5	0.47	0.22	0
271	0.41	0.42	0.53	0.17	0.5	0.48	0.58	0
272	0.45	0.36	0.5	0.19	0.5	0.53	0.7	0
273	0.53	0.51	0.54	0.21	0.5	0.45	0.22	0
274	0.49	0.38	0.49	0.15	0.5	0.53	0.25	0
275	0.5	0.5	0.48	0.34	0.5	0.52	0.27	0
276	0.5	0.43	0.56	0.17	0.5	0.35	0.22	0
277	0.36	0.52	0.61	0.33	0.5	0.52	0.37	0
278	0.49	0.36	0.47	0.28	0.5	0.56	0.54	0
279	0.34	0.42	0.48	0.19	0.5	0.46	0.31	0
280	0.6	0.57	0.63	0.22	0.5	0.5	0.49	0
281	0.53	0.44	0.54	0.52	0.5	0.49	0.38	0
282	0.56	0.49	0.47	0.13	0.5	0.52	0.22	0
283	0.55	0.49	0.6	0.18	0.5	0.51	0.22	0
284	0.64	0.56	0.52	0.17	0.5	0.54	0.47	0
285	0.4	0.45	0.45	0.15	0.5	0.53	0.48	0
286	0.45	0.51	0.43	0.22	0.5	0.57	0.22	0
287	0.57	0.53	0.6	0.28	0.5	0.52	0.45	0
288	0.32	0.3	0.57	0.38	0.5	0.5	0.25	0
289	0.28	0.41	0.46	0.18	0.5	0.47	0.39	0
290	0.25	0.41	0.47	0.14	0.5	0.56	0.68	0
291	0.4	0.44	0.47	0.25	0.5	0.54	0.56	0
292	0.29	0.39	0.46	0.36	0.5	0.51	0.22	0
293	0.54	0.54	0.56	0.18	0.5	0.46	0.29	0
294	0.58	0.44	0.45	0.32	0.5	0.52	0.37	0
295	0.4	0.4	0.44	0.37	0.5	0.53	0.25	0
296	0.47	0.4	0.63	0.19	0.5	0.52	0.32	0
297	0.33	0.38	0.47	0.14	0.5	0.51	0.47	0
298	0.38	0.44	0.57	0.14	0.5	0.53	0.52	0
299	0.4	0.43	0.49	0.17	0.5	0.51	0.36	0
300	0.34	0.24	0.51	0.15	0.5	0.54	0.4	0
301	0.35	0.29	0.46	0.14	0.5	0.54	0.66	0
302	0.36	0.48	0.61	0.26	0.5	0.5	0.16	0
303	0.41	0.25	0.59	0.44	0.5	0.6	0.69	0
304	0.57	0.59	0.49	0.86	0.5	0.47	0.22	0
305	0.38	0.4	0.39	0.19	0.5	0.46	0.62	0
306	0.41	0.47	0.5	0.14	0.5	0.53	0.37	0
307	0.25	0.4	0.52	0.15	0.5	0.56	0.28	0
308	0.58	0.56	0.38	0.39	0.5	0.54	0.57	0
309	0.59	0.67	0.54	0.19	0.5	0.48	0.6	0
310	0.47	0.43	0.61	0.4	0.5	0.48	0.47	0
311	0.43	0.4	0.6	0.16	0.5	0.53	0.39	0
312	0.57	0.54	0.32	0.15	0.5	0.52	0.25	1
313	0.4	0.36	0.32	0.16	0.5	0.51	0.27	1
314	0.57	0.47	0.48	0.17	0.5	0.52	0.26	1
315	0.52	0.49	0.59	0.21	0.5	0.47	0.22	0
316	0.41	0.42	0.53	0.17	0.5	0.48	0.58	0
317	0.45	0.36	0.5	0.19	0.5	0.53	0.7	0
318	0.53	0.51	0.54	0.21	0.5	0.45	0.22	0
319	0.49	0.38	0.49	0.15	0.5	0.53	0.25	0
320	0.5	0.5	0.48	0.34	0.5	0.52	0.27	0
321	0.5	0.43	0.56	0.17	0.5	0.35	0.22	0
322	0.36	0.52	0.61	0.33	0.5	0.52	0.37	0
323	0.49	0.36	0.47	0.28	0.5	0.56	0.54	0
324	0.34	0.42	0.48	0.19	0.5	0.46	0.31	0
325	0.6	0.57	0.63	0.22	0.5	0.5	0.49	0
326	0.53	0.44	0.54	0.52	0.5	0.49	0.38	0
327	0.56	0.49	0.47	0.13	0.5	0.52	0.22	0
328	0.55	0.49	0.6	0.18	0.5	0.51	0.22	0
329	0.64	0.56	0.52	0.17	0.5	0.54	0.47	0
330	0.4	0.45	0.45	0.15	0.5	0.53	0.48	0
331	0.45	0.51	0.43	0.22	0.5	0.57	0.22	0
332	0.57	0.53	0.6	0.28	0.5	0.52	0.45	0
333	0.32	0.3	0.57	0.38	0.5	0.5	0.25	0
334	0.28	0.41	0.46	0.18	0.5	0.47	0.39	0
335	0.25	0.41	0.47	0.14	0.5	0.56	0.68	0
336	0.4	0.44	0.47	0.25	0.5	0.54	0.56	0
337	0.29	0.39	0.46	0.36	0.5	0.51	0.22	0
338	0.54	0.54	0.56	0.18	0.5	0.46	0.29	0
339	0.58	0.44	0.45	0.32	0.5	0.52	0.37	0
340	0.4	0.4	0.44	0.37	0.5	0.53	0.25	0
341	0.47	0.4	0.63	0.19	0.5	0.52	0.32	0
342	0.33	0.38	0.47	0.14	0.5	0.51	0.47	0
343	0.38	0.44	0.57	0.14	0.5	0.53	0.52	0
344	0.4	0.43	0.49	0.17	0.5	0.51	0.36	0
345	0.34	0.24	0.51	0.15	0.5	0.54	0.4	0
346	0.35	0.29	0.46	0.14	0.5	0.54	0.66	0
347	0.36	0.48	0.61	0.26	0.5	0.5	0.16	0
348	0.41	0.25	0.59	0.44	0.5	0.6	0.69	0
349	0.57	0.59	0.49	0.86	0.5	0.47	0.22	0
350	0.38	0.4	0.39	0.19	0.5	0.46	0.62	0
351	0.41	0.47	0.5	0.14	0.5	0.53	0.37	0
352	0.25	0.4	0.52	0.15	0.5	0.56	0.28	0
353	0.58	0.56	0.38	0.39	0.5	0.54	0.57	0
354	0.59	0.67	0.54	0.19	0.5	0.48	0.6	0
355	0.47	0.43	0.61	0.4	0.5	0.48	0.47	0
356	0.43	0.4	0.6	0.16	0.5	0.53	0.39	0
357	0.57	0.54	0.32	0.15	0.5	0.52	0.25	1
358	0.4	0.36	0.32	0.16	0.5	0.51	0.27	1
359	0.57	0.47	0.48	0.17	0.5	0.52	0.26	1
360	0.52	0.49	0.59	0.21	0.5	0.47	0.22	0
361	0.41	0.42	0.53	0.17	0.5	0.48	0.58	0
362	0.45	0.36	0.5	0.19	0.5	0.53	0.7	0
363	0.53	0.51	0.54	0.21	0.5	0.45	0.22	0
364	0.49	0.38	0.49	0.15	0.5	0.53	0.25	0
365	0.5	0.5	0.48	0.34	0.5	0.52	0.27	0
366	0.5	0.43	0.56	0.17	0.5	0.35	0.22	0
367	0.36	0.52	0.61	0.33	0.5	0.52	0.37	0
368	0.49	0.36	0.47	0.28	0.5	0.56	0.54	0
369	0.34	0.42	0.48	0.19	0.5	0.46	0.31	0
370	0.6	0.57	0.63	0.22	0.5	0.5	0.49	0
371	0.53	0.44	0.54	0.52	0.5	0.49	0.38	0
372	0.56	0.49	0.47	0.13	0.5	0.52	0.22	0
373	0.55	0.49	0.6	0.18	0.5	0.51	0.22	0
374	0.64	0.56	0.52	0.17	0.5	0.54	0.47	0
375	0.4	0.45	0.45	0.15	0.5	0.53	0.48	0
376	0.45	0.51	0.43	0.22	0.5	0.57	0.22	0
377	0.57	0.53	0.6	0.28	0.5	0.52	0.45	0
378	0.32	0.3	0.57	0.38	0.5	0.5	0.25	0
379	0.28	0.41	0.46	0.18	0.5	0.47	0.39	0
380	0.25	0.41	0.47	0.14	0.5	0.56	0.68	0
381	0.4	0.44	0.47	0.25	0.5	0.54	0.56	0
382	0.29	0.39	0.46	0.36	0.5	0.51	0.22	0
383	0.54	0.54	0.56	0.18	0.5	0.46	0.29	0
384	0.58	0.44	0.45	0.32	0.5	0.52	0.37	0
385	0.4	0.4	0.44	0.37	0.5	0.53	0.25	0
386	0.47	0.4	0.63	0.19	0.5	0.52	0.32	0
387	0.33	0.38	0.47	0.14	0.5	0.51	0.47	0
388	0.38	0.44	0.57	0.14	0.5	0.53	0.52	0
389	0.4	0.43	0.49	0.17	0.5	0.51	0.36	0
390	0.34	0.24	0.51	0.15	0.5	0.54	0.4	0
391	0.35	0.29	0.46	0.14	0.5	0.54	0.66	0
392	0.36	0.48	0.61	0.26	0.5	0.5	0.16	0
393	0.41	0.25	0.59	0.44	0.5	0.6	0.69	0
394	0.57	0.59	0.49	0.86	0.5	0.47	0.22	0
395	0.38	0.4	0.39	0.19	0.5	0.46	0.62	0
396	0.41	0.47	0.5	0.14	0.5	0.53	0.37	0
397	0.25	0.4	0.52	0.15	0.5	0.56	0.28	0
398	0.58	0.56	0.38	0.39	0.5	0.54	0.57	0
399	0.59	0.67	0.54	0.19	0.5	0.48	0.6	0
400	0.47	0.43	0.61	0.4	0.5	0.48	0.47	0
401	0.43	0.4	0.6	0.16	0.5	0.53	0.39	0
402	0.57	0.54	0.32	0.15	0.5	0.52	0.25	1
403	0.4	0.36	0.32	0.16	0.5	0.51	0.27	1
404	0.57	0.47	0.48	0.17	0.5	0.52	0.26	1
