	a1	a2	a3	a4	a5	a6	a7	Label
118	47	59	48	5	52	76	79	0
119	63	5	48	5	59	85	86	0
120	49	42	48	5	53	79	81	0
121	31	5	48	5	57	84	85	0
122	74	44	48	5	55	88	89	0
123	33	45	48	5	45	88	89	0
124	45	4	48	5	61	74	77	0
125	71	4	48	5	71	7	74	0
126	5	37	48	5	66	64	69	0
127	66	53	48	5	59	66	66	0
128	6	61	48	5	54	67	71	0
129	83	37	48	5	61	71	74	0
130	34	51	48	5	67	9	9	0
131	63	54	48	5	65	79	81	0
132	7	4	48	5	56	86	83	0
133	6	5	1	5	54	77	8	0
134	16	51	48	5	33	39	48	0
135	74	7	48	5	66	65	69	0
136	2	46	48	5	57	78	81	0
137	89	55	48	5	51	72	76	0
138	7	46	48	5	56	78	73	0
139	12	43	48	5	63	7	74	0
140	61	52	48	5	54	67	52	0
141	33	37	48	5	46	65	69	0
142	63	65	48	5	66	67	71	0
143	41	51	48	5	53	75	78	0
144	34	67	48	5	52	76	79	0
145	58	34	48	5	56	87	81	0
146	59	56	48	5	55	8	82	0
147	51	4	48	5	57	62	67	0
148	5	57	48	5	71	61	66	0
149	6	46	48	5	45	81	83	0
150	37	47	48	5	39	76	79	0
151	58	55	48	5	57	7	74	0
152	36	47	48	5	51	69	72	0
153	39	41	48	5	52	72	75	0
154	35	51	48	5	61	71	74	0
155	31	44	48	5	5	79	82	0
156	61	66	48	5	46	87	88	0
157	48	49	48	5	52	77	71	0
158	11	5	48	5	58	72	68	0
159	31	36	48	5	58	94	94	0
160	68	51	48	5	71	75	78	0
161	69	39	48	5	57	76	79	0
162	52	54	48	5	62	76	79	0
163	46	59	48	5	36	76	23	0
164	36	45	48	5	38	79	17	0
165	0	51	48	5	35	67	44	0
166	1	49	48	5	41	67	21	0
167	3	51	48	5	42	61	34	0
168	61	47	48	5	0	8	32	0
169	63	75	48	5	64	73	66	0
170	71	52	48	5	64	1	99	0
171	85	53	48	5	53	52	35	1
172	63	49	48	5	54	76	79	1
173	75	55	1	1	4	47	3	1
174	7	39	1	5	51	82	84	1
175	78	68	48	5	83	4	29	1
176	63	69	48	5	65	41	28	1
177	67	88	48	5	73	5	25	1
178	61	75	48	5	51	33	33	1
179	67	84	48	5	74	54	37	1
180	74	9	48	5	57	53	29	1
181	73	84	48	5	86	58	29	1
182	75	76	48	5	83	57	3	1
183	77	57	48	5	88	53	2	1
184	74	78	48	5	75	54	15	1
185	68	76	48	5	84	45	27	1
186	56	68	48	5	77	36	45	1
187	65	51	48	5	66	54	33	1
188	52	81	48	5	72	38	38	1
189	64	57	48	5	7	33	26	1
190	6	76	1	5	77	59	52	1
191	69	59	48	5	77	39	21	1
192	63	49	48	5	79	45	28	1
193	71	71	48	5	68	43	36	1
194	68	63	48	5	73	4	3	1
