	a1	a2	a3	a4	a5	a6	a7	Label
118	25	51	48	5	37	42	5	0
119	29	28	48	5	5	42	5	0
120	25	26	48	5	39	32	42	0
121	24	41	48	5	49	23	34	0
122	17	39	48	5	53	3	39	0
123	4	31	48	5	41	29	39	0
124	61	36	48	5	49	35	44	0
125	34	51	48	5	44	37	46	0
126	28	33	48	5	45	22	33	0
127	4	46	48	5	42	35	44	0
128	23	34	48	5	43	26	37	0
129	37	44	48	5	42	39	47	0
130	0	38	48	5	42	48	55	0
131	39	31	48	5	38	34	43	0
132	3	44	48	5	49	22	33	0
133	27	3	48	5	71	28	39	0
134	17	52	48	5	49	37	46	0
135	36	42	48	5	53	32	41	0
136	3	37	48	5	43	18	3	0
137	26	4	48	5	36	26	37	0
138	4	41	48	5	55	22	33	0
139	22	34	48	5	42	29	39	0
140	44	35	48	5	44	52	59	0
141	27	42	48	5	37	38	43	0
142	16	43	48	5	54	27	37	0
143	6	61	48	5	49	92	37	0
144	44	52	48	5	43	47	54	0
145	63	47	48	5	51	82	84	0
146	23	48	48	5	59	88	89	0
147	51	4	48	5	57	62	67	0
148	5	57	48	5	71	61	66	0
149	6	46	48	5	45	81	83	0
150	37	47	48	5	39	76	79	0
151	58	55	48	5	57	7	74	0
152	36	47	48	5	51	69	72	0
153	39	41	48	5	52	72	75	0
154	35	51	48	5	61	71	74	0
155	31	44	48	5	5	79	82	0
156	61	66	48	5	46	87	88	0
157	48	49	48	5	52	77	71	0
158	11	5	48	5	58	72	68	0
159	31	36	48	5	58	94	94	0
160	68	51	48	5	71	75	78	0
161	69	39	48	5	57	76	79	0
162	52	54	48	5	62	76	79	0
163	46	59	48	5	36	76	23	0
164	36	45	48	5	38	79	17	0
165	0	51	48	5	35	67	44	0
166	1	49	48	5	41	67	21	0
167	3	51	48	5	42	61	34	0
168	61	47	48	5	0	8	32	0
169	63	75	48	5	64	73	66	0
170	71	52	48	5	64	1	99	0
171	85	53	48	5	53	52	35	1
172	63	49	48	5	54	76	79	1
173	75	55	1	1	4	47	3	1
174	7	39	1	5	51	82	84	1
175	78	68	48	5	83	4	29	1
176	63	69	48	5	65	41	28	1
177	67	88	48	5	73	5	25	1
178	61	75	48	5	51	33	33	1
179	67	84	48	5	74	54	37	1
180	74	9	48	5	57	53	29	1
181	73	84	48	5	86	58	29	1
182	75	76	48	5	83	57	3	1
183	77	57	48	5	88	53	2	1
184	74	78	48	5	75	54	15	1
185	68	76	48	5	84	45	27	1
186	56	68	48	5	77	36	45	1
187	65	51	48	5	66	54	33	1
188	52	81	48	5	72	38	38	1
189	64	57	48	5	7	33	26	1
190	6	76	1	5	77	59	52	1
191	69	59	48	5	77	39	21	1
192	63	49	48	5	79	45	28	1
193	71	71	48	5	68	43	36	1
194	68	63	48	5	73	4	3	1
