	1	2	3	4	5	6	7	label
106	13.45	14.02	0.8604	5.516	3.065	3.531	5.097	1
107	13.16	13.82	0.8662	5.454	2.975	0.8551	5.056	1
108	15.49	14.94	0.8724	5.757	3.371	3.412	5.228	1
109	14.09	14.41	0.8529	5.717	3.186	3.92	5.299	1
110	13.94	14.17	0.8728	5.585	3.15	2.124	5.012	1
111	15.05	14.68	0.8779	5.712	3.328	2.129	5.36	1
112	16.12	15.0	0.9	5.709	3.485	2.27	5.443	1
113	16.2	15.27	0.8734	5.826	3.464	2.823	5.527	1
114	17.08	15.38	0.9079	5.832	3.683	2.956	5.484	1
115	14.8	14.52	0.8823	5.656	3.288	3.112	5.309	1
116	14.28	14.17	0.8944	5.397	3.298	6.685	5.001	1
117	13.54	13.85	0.8871	5.348	3.156	2.587	5.178	1
118	13.5	13.85	0.8852	5.351	3.158	2.249	5.176	1
119	11.36	13.05	0.8382	5.175	2.755	4.048	5.263	0
120	11.19	13.05	0.8253	5.25	2.675	5.813	5.219	0
121	11.34	12.87	0.8596	5.053	2.849	3.347	5.003	0
122	12.13	13.73	0.8081	5.394	2.745	4.825	5.22	0
123	11.75	13.52	0.8082	5.444	2.678	4.378	5.31	0
124	11.49	13.22	0.8263	5.304	2.695	5.388	5.31	0
125	12.54	13.67	0.8425	5.451	2.879	3.082	5.491	0
126	14.11	14.18	0.882	5.541	3.221	2.754	5.038	1
127	13.45	14.02	0.8604	5.516	3.065	3.531	5.097	1
128	13.16	13.82	0.8662	5.454	2.975	0.8551	5.056	1
129	15.49	14.94	0.8724	5.757	3.371	3.412	5.228	1
130	14.09	14.41	0.8529	5.717	3.186	3.92	5.299	1
131	13.94	14.17	0.8728	5.585	3.15	2.124	5.012	1
132	15.05	14.68	0.8779	5.712	3.328	2.129	5.36	1
133	16.12	15.0	0.9	5.709	3.485	2.27	5.443	1
134	16.2	15.27	0.8734	5.826	3.464	2.823	5.527	1
135	17.08	15.38	0.9079	5.832	3.683	2.956	5.484	1
136	14.8	14.52	0.8823	5.656	3.288	3.112	5.309	1
137	14.28	14.17	0.8944	5.397	3.298	6.685	5.001	1
138	13.54	13.85	0.8871	5.348	3.156	2.587	5.178	1
139	13.5	13.85	0.8852	5.351	3.158	2.249	5.176	1
140	11.36	13.05	0.8382	5.175	2.755	4.048	5.263	0
141	11.19	13.05	0.8253	5.25	2.675	5.813	5.219	0
142	11.34	12.87	0.8596	5.053	2.849	3.347	5.003	0
143	12.13	13.73	0.8081	5.394	2.745	4.825	5.22	0
144	11.75	13.52	0.8082	5.444	2.678	4.378	5.31	0
145	11.49	13.22	0.8263	5.304	2.695	5.388	5.31	0
146	12.54	13.67	0.8425	5.451	2.879	3.082	5.491	0
147	14.11	14.18	0.882	5.541	3.221	2.754	5.038	1
148	13.45	14.02	0.8604	5.516	3.065	3.531	5.097	1
149	13.16	13.82	0.8662	5.454	2.975	0.8551	5.056	1
150	15.49	14.94	0.8724	5.757	3.371	3.412	5.228	1
151	14.09	14.41	0.8529	5.717	3.186	3.92	5.299	1
152	13.94	14.17	0.8728	5.585	3.15	2.124	5.012	1
153	15.05	14.68	0.8779	5.712	3.328	2.129	5.36	1
154	16.12	15.0	0.9	5.709	3.485	2.27	5.443	1
155	16.2	15.27	0.8734	5.826	3.464	2.823	5.527	1
156	17.08	15.38	0.9079	5.832	3.683	2.956	5.484	1
157	14.8	14.52	0.8823	5.656	3.288	3.112	5.309	1
158	14.28	14.17	0.8944	5.397	3.298	6.685	5.001	1
159	13.54	13.85	0.8871	5.348	3.156	2.587	5.178	1
160	13.5	13.85	0.8852	5.351	3.158	2.249	5.176	1
161	11.36	13.05	0.8382	5.175	2.755	4.048	5.263	0
162	11.19	13.05	0.8253	5.25	2.675	5.813	5.219	0
163	11.34	12.87	0.8596	5.053	2.849	3.347	5.003	0
164	12.13	13.73	0.8081	5.394	2.745	4.825	5.22	0
165	11.75	13.52	0.8082	5.444	2.678	4.378	5.31	0
166	11.49	13.22	0.8263	5.304	2.695	5.388	5.31	0
167	12.54	13.67	0.8425	5.451	2.879	3.082	5.491	0
168	14.11	14.18	0.882	5.541	3.221	2.754	5.038	1
169	13.45	14.02	0.8604	5.516	3.065	3.531	5.097	1
170	13.16	13.82	0.8662	5.454	2.975	0.8551	5.056	1
171	15.49	14.94	0.8724	5.757	3.371	3.412	5.228	1
172	14.09	14.41	0.8529	5.717	3.186	3.92	5.299	1
173	13.94	14.17	0.8728	5.585	3.15	2.124	5.012	1
174	15.05	14.68	0.8779	5.712	3.328	2.129	5.36	1
175	16.12	15.0	0.9	5.709	3.485	2.27	5.443	1
176	16.2	15.27	0.8734	5.826	3.464	2.823	5.527	1
177	17.08	15.38	0.9079	5.832	3.683	2.956	5.484	1
178	14.8	14.52	0.8823	5.656	3.288	3.112	5.309	1
179	14.28	14.17	0.8944	5.397	3.298	6.685	5.001	1
180	13.54	13.85	0.8871	5.348	3.156	2.587	5.178	1
181	13.5	13.85	0.8852	5.351	3.158	2.249	5.176	1
182	11.36	13.05	0.8382	5.175	2.755	4.048	5.263	0
183	11.19	13.05	0.8253	5.25	2.675	5.813	5.219	0
184	11.34	12.87	0.8596	5.053	2.849	3.347	5.003	0
185	12.13	13.73	0.8081	5.394	2.745	4.825	5.22	0
186	11.75	13.52	0.8082	5.444	2.678	4.378	5.31	0
187	11.49	13.22	0.8263	5.304	2.695	5.388	5.31	0
188	12.54	13.67	0.8425	5.451	2.879	3.082	5.491	0
