	1	2	3	4	5	6	7	label
151	16.14	14.99	0.9034	5.658	3.562	1.355	5.175	1
152	14.38	14.21	0.8951	5.386	3.312	2.462	4.956	1
153	14.69	14.49	0.8799	5.563	3.259	3.586	5.219	1
154	14.11	14.1	0.8911	5.42	3.302	2.7	5.0	1
155	16.63	15.46	0.8747	6.053	3.465	2.04	5.877	1
156	16.44	15.25	0.888	5.884	3.505	1.969	5.533	1
157	15.26	14.85	0.8696	5.714	3.242	4.543	5.314	1
158	14.03	14.16	0.8796	5.438	3.201	1.717	5.001	1
159	13.89	14.02	0.888	5.439	3.199	3.986	4.738	1
160	13.78	14.06	0.8759	5.479	3.156	3.136	4.872	1
161	13.07	13.92	0.848	5.472	2.994	5.304	5.395	0
162	13.32	13.94	0.8613	5.541	3.073	7.035	5.44	0
163	13.34	13.95	0.862	5.389	3.074	5.995	5.307	0
164	12.22	13.32	0.8652	5.224	2.967	5.469	5.221	0
165	11.82	13.4	0.8274	5.314	2.777	4.471	5.178	0
166	11.21	13.13	0.8167	5.279	2.687	6.169	5.275	0
167	11.43	13.13	0.8335	5.176	2.719	2.221	5.132	0
168	15.26	14.84	0.871	5.763	3.312	2.221	5.22	1
169	14.88	14.57	0.8811	5.554	3.333	1.018	4.956	1
170	14.29	14.09	0.905	5.291	3.337	2.699	4.825	1
171	13.84	13.94	0.8955	5.324	3.379	2.259	4.805	1
172	16.14	14.99	0.9034	5.658	3.562	1.355	5.175	1
173	14.38	14.21	0.8951	5.386	3.312	2.462	4.956	1
174	14.69	14.49	0.8799	5.563	3.259	3.586	5.219	1
175	14.11	14.1	0.8911	5.42	3.302	2.7	5.0	1
176	16.63	15.46	0.8747	6.053	3.465	2.04	5.877	1
177	16.44	15.25	0.888	5.884	3.505	1.969	5.533	1
178	15.26	14.85	0.8696	5.714	3.242	4.543	5.314	1
179	14.03	14.16	0.8796	5.438	3.201	1.717	5.001	1
180	13.89	14.02	0.888	5.439	3.199	3.986	4.738	1
181	13.78	14.06	0.8759	5.479	3.156	3.136	4.872	1
182	13.07	13.92	0.848	5.472	2.994	5.304	5.395	0
183	13.32	13.94	0.8613	5.541	3.073	7.035	5.44	0
184	13.34	13.95	0.862	5.389	3.074	5.995	5.307	0
185	12.22	13.32	0.8652	5.224	2.967	5.469	5.221	0
186	11.82	13.4	0.8274	5.314	2.777	4.471	5.178	0
187	11.21	13.13	0.8167	5.279	2.687	6.169	5.275	0
188	11.43	13.13	0.8335	5.176	2.719	2.221	5.132	0
