	1	2	3	4	5	6	7	label
107	16.41	15.25	0.8866	5.718	3.525	4.217	5.618	1
108	17.99	15.86	0.8992	5.89	3.694	2.068	5.837	1
109	19.46	16.5	0.8985	6.113	3.892	4.308	6.009	1
110	19.18	16.63	0.8717	6.369	3.681	3.357	6.229	1
111	18.95	16.42	0.8829	6.248	3.755	3.368	6.148	1
112	18.83	16.29	0.8917	6.037	3.786	2.553	5.879	1
113	18.85	16.17	0.9056	6.152	3.806	2.843	6.2	1
114	17.63	15.86	0.88	6.033	3.573	3.747	5.929	1
115	19.94	16.92	0.8752	6.675	3.763	3.252	6.55	1
116	18.55	16.22	0.8865	6.153	3.674	1.738	5.894	1
117	18.45	16.12	0.8921	6.107	3.769	2.235	5.794	1
118	19.38	16.72	0.8716	6.303	3.791	3.678	5.965	1
119	10.59	12.41	0.8648	4.899	2.787	4.975	4.794	0
120	10.93	12.8	0.839	5.046	2.717	5.398	5.045	0
121	11.27	12.86	0.8563	5.091	2.804	3.985	5.001	0
122	11.87	13.02	0.8795	5.132	2.953	3.597	5.132	0
123	10.82	12.83	0.8256	5.18	2.63	4.853	5.089	0
124	12.11	13.27	0.8639	5.236	2.975	4.132	5.012	0
125	12.8	13.47	0.886	5.16	3.126	4.873	4.914	0
126	18.17	16.26	0.8637	6.271	3.512	2.853	6.273	1
127	18.72	16.34	0.881	6.219	3.684	2.188	6.097	1
128	16.41	15.25	0.8866	5.718	3.525	4.217	5.618	1
129	17.99	15.86	0.8992	5.89	3.694	2.068	5.837	1
130	19.46	16.5	0.8985	6.113	3.892	4.308	6.009	1
131	19.18	16.63	0.8717	6.369	3.681	3.357	6.229	1
132	18.95	16.42	0.8829	6.248	3.755	3.368	6.148	1
133	18.83	16.29	0.8917	6.037	3.786	2.553	5.879	1
134	18.85	16.17	0.9056	6.152	3.806	2.843	6.2	1
135	17.63	15.86	0.88	6.033	3.573	3.747	5.929	1
136	19.94	16.92	0.8752	6.675	3.763	3.252	6.55	1
137	18.55	16.22	0.8865	6.153	3.674	1.738	5.894	1
138	18.45	16.12	0.8921	6.107	3.769	2.235	5.794	1
139	19.38	16.72	0.8716	6.303	3.791	3.678	5.965	1
140	10.59	12.41	0.8648	4.899	2.787	4.975	4.794	0
141	10.93	12.8	0.839	5.046	2.717	5.398	5.045	0
142	11.27	12.86	0.8563	5.091	2.804	3.985	5.001	0
143	11.87	13.02	0.8795	5.132	2.953	3.597	5.132	0
144	10.82	12.83	0.8256	5.18	2.63	4.853	5.089	0
145	12.11	13.27	0.8639	5.236	2.975	4.132	5.012	0
146	12.8	13.47	0.886	5.16	3.126	4.873	4.914	0
147	18.17	16.26	0.8637	6.271	3.512	2.853	6.273	1
148	18.72	16.34	0.881	6.219	3.684	2.188	6.097	1
149	16.41	15.25	0.8866	5.718	3.525	4.217	5.618	1
150	17.99	15.86	0.8992	5.89	3.694	2.068	5.837	1
151	19.46	16.5	0.8985	6.113	3.892	4.308	6.009	1
152	19.18	16.63	0.8717	6.369	3.681	3.357	6.229	1
153	18.95	16.42	0.8829	6.248	3.755	3.368	6.148	1
154	18.83	16.29	0.8917	6.037	3.786	2.553	5.879	1
155	18.85	16.17	0.9056	6.152	3.806	2.843	6.2	1
156	17.63	15.86	0.88	6.033	3.573	3.747	5.929	1
157	19.94	16.92	0.8752	6.675	3.763	3.252	6.55	1
158	18.55	16.22	0.8865	6.153	3.674	1.738	5.894	1
159	18.45	16.12	0.8921	6.107	3.769	2.235	5.794	1
160	19.38	16.72	0.8716	6.303	3.791	3.678	5.965	1
161	10.59	12.41	0.8648	4.899	2.787	4.975	4.794	0
162	10.93	12.8	0.839	5.046	2.717	5.398	5.045	0
163	11.27	12.86	0.8563	5.091	2.804	3.985	5.001	0
164	11.87	13.02	0.8795	5.132	2.953	3.597	5.132	0
165	10.82	12.83	0.8256	5.18	2.63	4.853	5.089	0
166	12.11	13.27	0.8639	5.236	2.975	4.132	5.012	0
167	12.8	13.47	0.886	5.16	3.126	4.873	4.914	0
168	18.17	16.26	0.8637	6.271	3.512	2.853	6.273	1
169	18.72	16.34	0.881	6.219	3.684	2.188	6.097	1
170	16.41	15.25	0.8866	5.718	3.525	4.217	5.618	1
171	17.99	15.86	0.8992	5.89	3.694	2.068	5.837	1
172	19.46	16.5	0.8985	6.113	3.892	4.308	6.009	1
173	19.18	16.63	0.8717	6.369	3.681	3.357	6.229	1
174	18.95	16.42	0.8829	6.248	3.755	3.368	6.148	1
175	18.83	16.29	0.8917	6.037	3.786	2.553	5.879	1
176	18.85	16.17	0.9056	6.152	3.806	2.843	6.2	1
177	17.63	15.86	0.88	6.033	3.573	3.747	5.929	1
178	19.94	16.92	0.8752	6.675	3.763	3.252	6.55	1
179	18.55	16.22	0.8865	6.153	3.674	1.738	5.894	1
180	18.45	16.12	0.8921	6.107	3.769	2.235	5.794	1
181	19.38	16.72	0.8716	6.303	3.791	3.678	5.965	1
182	10.59	12.41	0.8648	4.899	2.787	4.975	4.794	0
183	10.93	12.8	0.839	5.046	2.717	5.398	5.045	0
184	11.27	12.86	0.8563	5.091	2.804	3.985	5.001	0
185	11.87	13.02	0.8795	5.132	2.953	3.597	5.132	0
186	10.82	12.83	0.8256	5.18	2.63	4.853	5.089	0
187	12.11	13.27	0.8639	5.236	2.975	4.132	5.012	0
188	12.8	13.47	0.886	5.16	3.126	4.873	4.914	0
