	1	2	3	4	5	6	7	label
89	11.23	12.63	0.884	4.902	2.879	2.269	4.703	1
90	12.36	13.19	0.8923	5.076	3.042	3.22	4.605	1
91	13.22	13.84	0.868	5.395	3.07	4.157	5.088	1
92	12.78	13.57	0.8716	5.262	3.026	1.176	4.782	1
93	12.88	13.5	0.8879	5.139	3.119	2.352	4.607	1
94	14.34	14.37	0.8726	5.63	3.19	1.313	5.15	1
95	14.01	14.29	0.8625	5.609	3.158	2.217	5.132	1
96	14.37	14.39	0.8726	5.569	3.153	1.464	5.3	1
97	12.73	13.75	0.8458	5.412	2.882	3.533	5.067	1
98	11.35	13.12	0.8291	5.176	2.668	4.337	5.132	0
99	11.24	13.0	0.8359	5.09	2.715	3.521	5.088	0
100	11.02	13.0	0.8189	5.325	2.701	6.735	5.163	0
101	11.55	13.1	0.8455	5.167	2.845	6.715	4.956	0
102	11.27	12.97	0.8419	5.088	2.763	4.309	5.0	0
103	11.4	13.08	0.8375	5.136	2.763	5.588	5.089	0
104	10.83	12.96	0.8099	5.278	2.641	5.182	5.185	0
105	14.46	14.35	0.8818	5.388	3.377	2.802	5.044	1
106	14.92	14.43	0.9006	5.384	3.412	1.142	5.088	1
107	15.38	14.77	0.8857	5.662	3.419	1.999	5.222	1
108	12.11	13.47	0.8392	5.159	3.032	1.502	4.519	1
109	11.42	12.86	0.8683	5.008	2.85	2.7	4.607	1
110	11.23	12.63	0.884	4.902	2.879	2.269	4.703	1
111	12.36	13.19	0.8923	5.076	3.042	3.22	4.605	1
112	13.22	13.84	0.868	5.395	3.07	4.157	5.088	1
113	12.78	13.57	0.8716	5.262	3.026	1.176	4.782	1
114	12.88	13.5	0.8879	5.139	3.119	2.352	4.607	1
115	14.34	14.37	0.8726	5.63	3.19	1.313	5.15	1
116	14.01	14.29	0.8625	5.609	3.158	2.217	5.132	1
117	14.37	14.39	0.8726	5.569	3.153	1.464	5.3	1
118	12.73	13.75	0.8458	5.412	2.882	3.533	5.067	1
119	11.35	13.12	0.8291	5.176	2.668	4.337	5.132	0
120	11.24	13.0	0.8359	5.09	2.715	3.521	5.088	0
121	11.02	13.0	0.8189	5.325	2.701	6.735	5.163	0
122	11.55	13.1	0.8455	5.167	2.845	6.715	4.956	0
123	11.27	12.97	0.8419	5.088	2.763	4.309	5.0	0
124	11.4	13.08	0.8375	5.136	2.763	5.588	5.089	0
125	10.83	12.96	0.8099	5.278	2.641	5.182	5.185	0
126	14.46	14.35	0.8818	5.388	3.377	2.802	5.044	1
127	14.92	14.43	0.9006	5.384	3.412	1.142	5.088	1
128	15.38	14.77	0.8857	5.662	3.419	1.999	5.222	1
129	12.11	13.47	0.8392	5.159	3.032	1.502	4.519	1
130	11.42	12.86	0.8683	5.008	2.85	2.7	4.607	1
131	11.23	12.63	0.884	4.902	2.879	2.269	4.703	1
132	12.36	13.19	0.8923	5.076	3.042	3.22	4.605	1
133	13.22	13.84	0.868	5.395	3.07	4.157	5.088	1
134	12.78	13.57	0.8716	5.262	3.026	1.176	4.782	1
135	12.88	13.5	0.8879	5.139	3.119	2.352	4.607	1
136	14.34	14.37	0.8726	5.63	3.19	1.313	5.15	1
137	14.01	14.29	0.8625	5.609	3.158	2.217	5.132	1
138	14.37	14.39	0.8726	5.569	3.153	1.464	5.3	1
139	12.73	13.75	0.8458	5.412	2.882	3.533	5.067	1
140	11.35	13.12	0.8291	5.176	2.668	4.337	5.132	0
141	11.24	13.0	0.8359	5.09	2.715	3.521	5.088	0
142	11.02	13.0	0.8189	5.325	2.701	6.735	5.163	0
143	11.55	13.1	0.8455	5.167	2.845	6.715	4.956	0
144	11.27	12.97	0.8419	5.088	2.763	4.309	5.0	0
145	11.4	13.08	0.8375	5.136	2.763	5.588	5.089	0
146	10.83	12.96	0.8099	5.278	2.641	5.182	5.185	0
147	14.46	14.35	0.8818	5.388	3.377	2.802	5.044	1
148	14.92	14.43	0.9006	5.384	3.412	1.142	5.088	1
149	15.38	14.77	0.8857	5.662	3.419	1.999	5.222	1
150	12.11	13.47	0.8392	5.159	3.032	1.502	4.519	1
151	11.42	12.86	0.8683	5.008	2.85	2.7	4.607	1
152	11.23	12.63	0.884	4.902	2.879	2.269	4.703	1
153	12.36	13.19	0.8923	5.076	3.042	3.22	4.605	1
154	13.22	13.84	0.868	5.395	3.07	4.157	5.088	1
155	12.78	13.57	0.8716	5.262	3.026	1.176	4.782	1
156	12.88	13.5	0.8879	5.139	3.119	2.352	4.607	1
157	14.34	14.37	0.8726	5.63	3.19	1.313	5.15	1
158	14.01	14.29	0.8625	5.609	3.158	2.217	5.132	1
159	14.37	14.39	0.8726	5.569	3.153	1.464	5.3	1
160	12.73	13.75	0.8458	5.412	2.882	3.533	5.067	1
161	11.35	13.12	0.8291	5.176	2.668	4.337	5.132	0
162	11.24	13.0	0.8359	5.09	2.715	3.521	5.088	0
163	11.02	13.0	0.8189	5.325	2.701	6.735	5.163	0
164	11.55	13.1	0.8455	5.167	2.845	6.715	4.956	0
165	11.27	12.97	0.8419	5.088	2.763	4.309	5.0	0
166	11.4	13.08	0.8375	5.136	2.763	5.588	5.089	0
167	10.83	12.96	0.8099	5.278	2.641	5.182	5.185	0
168	14.46	14.35	0.8818	5.388	3.377	2.802	5.044	1
169	14.92	14.43	0.9006	5.384	3.412	1.142	5.088	1
170	15.38	14.77	0.8857	5.662	3.419	1.999	5.222	1
171	12.11	13.47	0.8392	5.159	3.032	1.502	4.519	1
172	11.42	12.86	0.8683	5.008	2.85	2.7	4.607	1
173	11.23	12.63	0.884	4.902	2.879	2.269	4.703	1
174	12.36	13.19	0.8923	5.076	3.042	3.22	4.605	1
175	13.22	13.84	0.868	5.395	3.07	4.157	5.088	1
176	12.78	13.57	0.8716	5.262	3.026	1.176	4.782	1
177	12.88	13.5	0.8879	5.139	3.119	2.352	4.607	1
178	14.34	14.37	0.8726	5.63	3.19	1.313	5.15	1
179	14.01	14.29	0.8625	5.609	3.158	2.217	5.132	1
180	14.37	14.39	0.8726	5.569	3.153	1.464	5.3	1
181	12.73	13.75	0.8458	5.412	2.882	3.533	5.067	1
182	11.35	13.12	0.8291	5.176	2.668	4.337	5.132	0
183	11.24	13.0	0.8359	5.09	2.715	3.521	5.088	0
184	11.02	13.0	0.8189	5.325	2.701	6.735	5.163	0
185	11.55	13.1	0.8455	5.167	2.845	6.715	4.956	0
186	11.27	12.97	0.8419	5.088	2.763	4.309	5.0	0
187	11.4	13.08	0.8375	5.136	2.763	5.588	5.089	0
188	10.83	12.96	0.8099	5.278	2.641	5.182	5.185	0
