	1	2	3	4	5	6	7	label
151	21.18	17.21	0.8989	6.573	4.033	5.78	6.231	1
152	20.88	17.05	0.9031	6.45	4.032	5.016	6.321	1
153	20.1	16.99	0.8746	6.581	3.785	1.955	6.449	1
154	18.76	16.2	0.8984	6.172	3.796	3.12	6.053	1
155	18.81	16.29	0.8906	6.272	3.693	3.237	6.053	1
156	18.59	16.05	0.9066	6.037	3.86	6.001	5.877	1
157	18.36	16.52	0.8452	6.666	3.485	4.933	6.448	1
158	16.87	15.65	0.8648	6.139	3.463	3.696	5.967	1
159	19.31	16.59	0.8815	6.341	3.81	3.477	6.238	1
160	18.98	16.57	0.8687	6.449	3.552	2.144	6.453	1
161	12.19	13.36	0.8579	5.24	2.909	4.857	5.158	0
162	11.65	13.07	0.8575	5.108	2.85	5.209	5.135	0
163	12.89	13.77	0.8541	5.495	3.026	6.185	5.316	0
164	11.56	13.31	0.8198	5.363	2.683	4.062	5.182	0
165	11.81	13.45	0.8198	5.413	2.716	4.898	5.352	0
166	10.91	12.8	0.8372	5.088	2.675	4.179	4.956	0
167	11.23	12.82	0.8594	5.089	2.821	7.524	4.957	0
168	19.51	16.71	0.878	6.366	3.801	2.962	6.185	1
169	18.27	16.09	0.887	6.173	3.651	2.443	6.197	1
170	18.88	16.26	0.8969	6.084	3.764	1.649	6.109	1
171	18.98	16.66	0.859	6.549	3.67	3.691	6.498	1
172	21.18	17.21	0.8989	6.573	4.033	5.78	6.231	1
173	20.88	17.05	0.9031	6.45	4.032	5.016	6.321	1
174	20.1	16.99	0.8746	6.581	3.785	1.955	6.449	1
175	18.76	16.2	0.8984	6.172	3.796	3.12	6.053	1
176	18.81	16.29	0.8906	6.272	3.693	3.237	6.053	1
177	18.59	16.05	0.9066	6.037	3.86	6.001	5.877	1
178	18.36	16.52	0.8452	6.666	3.485	4.933	6.448	1
179	16.87	15.65	0.8648	6.139	3.463	3.696	5.967	1
180	19.31	16.59	0.8815	6.341	3.81	3.477	6.238	1
181	18.98	16.57	0.8687	6.449	3.552	2.144	6.453	1
182	12.19	13.36	0.8579	5.24	2.909	4.857	5.158	0
183	11.65	13.07	0.8575	5.108	2.85	5.209	5.135	0
184	12.89	13.77	0.8541	5.495	3.026	6.185	5.316	0
185	11.56	13.31	0.8198	5.363	2.683	4.062	5.182	0
186	11.81	13.45	0.8198	5.413	2.716	4.898	5.352	0
187	10.91	12.8	0.8372	5.088	2.675	4.179	4.956	0
188	11.23	12.82	0.8594	5.089	2.821	7.524	4.957	0
