	Mcg	 Gvh	 Alm	 Mit	 Erl	 Pox	 Vac	 Nuc	label
47	0.72	0.61	0.37	0.3	0.5	0.0	0.57	0.22	0
48	0.46	0.43	0.38	0.33	0.5	0.0	0.48	0.28	0
49	0.57	0.57	0.44	0.37	0.5	0.0	0.52	0.25	0
50	0.42	0.31	0.62	0.12	0.5	0.0	0.4	0.22	0
51	0.49	0.46	0.45	0.45	0.5	0.0	0.52	0.22	0
52	0.42	0.58	0.41	0.65	0.5	0.0	0.46	0.26	0
53	0.59	0.61	0.34	0.22	0.5	0.0	0.51	0.22	0
54	0.52	0.77	0.38	0.34	0.5	0.0	0.51	0.22	0
55	0.5	0.52	0.6	0.51	0.5	0.0	0.48	0.22	0
56	0.49	0.6	0.43	0.56	0.5	0.0	0.36	0.22	0
57	0.5	0.41	0.44	0.5	0.5	0.0	0.42	0.22	0
58	0.5	0.4	0.56	0.7	0.5	0.0	0.5	0.22	0
59	0.37	0.58	0.44	0.51	0.5	0.0	0.44	0.22	0
60	0.55	0.45	0.45	0.54	0.5	0.0	0.5	0.22	0
61	0.67	0.68	0.46	0.29	0.5	0.0	0.46	0.22	0
62	0.53	0.51	0.46	0.28	0.5	0.0	0.48	0.22	0
63	0.35	0.66	0.49	0.21	0.5	0.0	0.54	0.25	0
64	0.52	0.4	0.6	0.12	0.5	0.0	0.55	0.22	0
65	0.77	0.79	0.58	0.23	0.5	0.0	0.48	0.22	0
66	0.47	0.46	0.59	0.49	0.5	0.0	0.56	0.22	0
67	0.73	0.83	0.43	0.3	0.5	0.0	0.55	0.22	0
68	0.78	0.74	0.58	0.25	1.0	0.0	0.53	0.22	0
69	0.7	0.65	0.54	0.28	0.5	0.0	0.6	0.4	0
70	0.47	0.54	0.37	0.14	0.5	0.0	0.5	0.22	0
71	0.57	0.41	0.59	0.24	0.5	0.0	0.4	0.22	0
72	0.56	0.41	0.58	0.21	0.5	0.0	0.42	0.22	0
73	0.69	0.61	0.38	0.27	0.5	0.0	0.52	0.22	0
74	0.37	0.53	0.6	0.19	0.5	0.5	0.42	0.22	0
75	0.36	0.37	0.33	0.14	0.5	0.0	0.57	0.31	0
76	0.82	0.78	0.49	0.23	0.5	0.0	0.46	0.22	0
77	0.82	0.75	0.54	0.23	0.5	0.0	0.46	0.22	0
78	0.41	0.51	0.58	0.15	0.5	0.0	0.45	0.27	0
79	0.38	0.51	0.75	0.17	0.5	0.0	0.55	0.22	0
80	0.38	0.51	0.75	0.17	0.5	0.0	0.55	0.22	0
81	0.53	0.44	0.51	0.33	0.5	0.0	0.52	0.22	0
82	0.46	0.54	0.71	0.15	0.5	0.0	0.59	0.22	0
83	0.4	0.56	0.48	0.14	0.5	0.0	0.47	0.22	0
84	0.53	0.53	0.6	0.13	0.5	0.0	0.49	0.22	0
85	0.42	0.57	0.72	0.22	0.5	0.0	0.57	0.22	0
86	0.45	0.27	0.57	0.36	0.5	0.0	0.52	0.18	0
87	0.2	0.26	0.52	0.14	0.5	0.0	0.53	0.44	0
88	0.51	0.53	0.55	0.14	0.5	0.0	0.51	0.22	0
89	0.44	0.68	0.45	0.51	0.5	0.0	0.52	0.41	0
90	0.27	0.39	0.66	0.11	0.5	0.0	0.44	0.22	0
91	0.55	0.42	0.34	0.3	0.5	0.0	0.52	0.22	0
92	0.34	0.42	0.3	0.23	0.5	0.0	0.53	0.22	0
93	0.44	0.53	0.52	0.23	0.5	0.83	0.51	0.22	0
94	0.36	0.68	0.38	0.08	0.5	0.0	0.53	0.25	0
95	0.38	0.48	0.59	0.22	0.5	0.0	0.46	0.22	0
96	0.8	0.46	0.5	0.15	0.5	0.0	0.53	0.22	0
97	0.47	0.65	0.54	0.62	0.5	0.0	0.53	0.36	0
98	0.54	0.42	0.41	0.16	0.5	0.0	0.52	0.22	0
99	0.46	0.35	0.53	0.16	0.5	0.0	0.51	0.29	0
100	0.51	0.55	0.35	0.16	0.5	0.0	0.51	0.47	0
101	0.56	0.52	0.55	0.19	0.5	0.0	0.54	0.22	0
102	0.83	0.58	0.33	0.04	0.5	0.0	0.53	0.22	0
103	0.39	0.45	0.53	0.18	0.5	0.0	0.54	0.22	0
104	0.52	0.54	0.5	0.21	0.5	0.0	0.48	0.3	0
105	0.36	0.49	0.3	0.22	0.5	0.0	0.52	0.31	0
106	0.49	0.31	0.49	0.35	0.5	0.0	0.51	0.29	1
107	0.38	0.37	0.56	0.21	0.5	0.0	0.49	0.22	1
108	0.56	0.52	0.48	0.17	0.5	0.0	0.46	0.22	1
109	0.58	0.56	0.45	0.12	0.5	0.0	0.51	0.22	1
110	0.53	0.38	0.66	0.25	0.5	0.0	0.43	0.22	1
111	0.34	0.36	0.54	0.11	0.5	0.0	0.36	0.21	1
112	0.41	0.45	0.53	0.17	0.5	0.0	0.51	0.25	1
113	0.31	0.46	0.54	0.52	0.5	0.0	0.5	0.34	1
114	0.59	0.58	0.56	0.21	0.5	0.0	0.54	0.33	1
115	0.39	0.28	0.46	0.12	0.5	0.0	0.41	0.22	1
116	0.56	0.43	0.54	0.16	0.5	0.0	0.5	0.22	1
117	0.27	0.36	0.6	0.33	0.5	0.0	0.37	0.31	1
118	0.35	0.4	0.59	0.22	0.5	0.0	0.47	0.37	1
119	0.42	0.32	0.5	0.21	0.5	0.0	0.51	0.22	1
120	0.23	0.2	0.53	0.2	0.5	0.0	0.44	0.22	1
121	0.55	0.54	0.56	0.22	0.5	0.0	0.5	0.37	1
122	0.36	0.24	0.49	0.16	0.5	0.0	0.51	0.22	1
123	0.6	0.56	0.47	0.2	0.5	0.0	0.5	0.38	1
124	0.41	0.24	0.54	0.26	0.5	0.0	0.41	0.22	1
125	0.43	0.39	0.54	0.14	0.5	0.0	0.47	0.22	1
126	0.5	0.51	0.52	0.09	0.5	0.0	0.48	0.25	1
127	0.53	0.61	0.52	0.21	0.5	0.0	0.55	0.3	1
128	0.46	0.43	0.49	0.79	0.5	0.0	0.49	0.63	1
129	0.61	0.3	0.59	0.12	0.5	0.0	0.49	0.27	1
130	0.37	0.53	0.46	0.23	0.5	0.0	0.47	0.22	1
131	0.35	0.39	0.57	0.11	0.5	0.0	0.48	0.22	1
132	0.55	0.46	0.46	0.31	0.5	0.0	0.58	0.48	1
133	0.35	0.6	0.47	0.13	0.5	0.0	0.52	0.43	1
134	0.33	0.44	0.49	0.08	0.5	0.0	0.48	0.49	1
135	0.54	0.57	0.52	0.19	0.5	0.0	0.59	0.67	1
136	0.37	0.43	0.62	0.27	0.5	0.0	0.48	0.22	1
137	0.56	0.59	0.53	0.16	0.5	0.0	0.24	0.42	1
138	0.44	0.44	0.49	0.15	0.5	0.0	0.46	0.27	1
139	0.6	0.6	0.49	0.3	0.5	0.0	0.53	0.22	1
140	0.35	0.68	0.57	0.4	0.5	0.0	0.53	0.36	1
141	0.23	0.3	0.58	0.22	0.5	0.0	0.48	0.27	1
142	0.56	0.54	0.59	0.14	0.5	0.0	0.52	0.27	1
143	0.31	0.31	0.54	0.18	0.5	0.0	0.52	0.29	1
144	0.27	0.51	0.47	0.35	0.5	0.0	0.49	0.28	1
145	0.54	0.56	0.57	0.18	0.5	0.0	0.45	0.25	1
146	0.17	0.38	0.45	0.09	0.5	0.0	0.54	0.27	1
147	0.43	0.51	0.54	0.15	0.5	0.0	0.45	0.26	1
148	0.43	0.54	0.58	0.16	0.5	0.0	0.5	0.36	1
149	0.41	0.4	0.59	0.47	0.5	0.0	0.48	0.43	0
150	0.5	0.64	0.57	0.15	0.5	0.0	0.47	0.22	0
151	0.4	0.62	0.52	0.31	0.5	0.0	0.49	0.31	0
152	0.6	0.5	0.57	0.25	0.5	0.0	0.41	0.26	0
153	0.34	0.54	0.5	0.21	0.5	0.0	0.54	0.31	0
154	0.39	0.58	0.5	0.26	0.5	0.0	0.54	0.59	0
155	0.29	0.32	0.58	0.15	0.5	0.0	0.5	0.3	0
156	0.39	0.47	0.56	0.16	0.5	0.0	0.47	0.22	0
157	0.43	0.57	0.53	0.16	0.5	0.0	0.54	0.22	0
158	0.59	0.48	0.5	0.14	0.5	0.0	0.45	0.25	0
159	0.39	0.55	0.48	0.31	0.5	0.0	0.54	0.29	0
160	0.44	0.39	0.53	0.14	0.5	0.0	0.54	0.44	0
161	0.45	0.43	0.51	0.24	0.5	0.0	0.54	0.33	0
162	0.42	0.43	0.56	0.1	0.5	0.0	0.49	0.22	0
163	0.71	0.59	0.48	0.43	0.5	0.0	0.59	0.22	0
164	0.4	0.42	0.71	0.21	0.5	0.0	0.54	0.32	0
165	0.4	0.42	0.71	0.21	0.5	0.0	0.54	0.32	0
166	0.54	0.49	0.49	0.2	0.5	0.0	0.52	0.22	0
167	0.35	0.45	0.43	0.11	0.5	0.0	0.56	0.22	0
168	0.42	0.42	0.42	0.2	0.5	0.0	0.49	0.22	0
169	0.26	0.5	0.33	0.28	0.5	0.0	0.51	0.22	0
170	0.39	0.42	0.38	0.4	0.5	0.0	0.49	0.47	0
171	0.26	0.44	0.3	0.11	0.5	0.0	0.51	0.47	0
172	0.48	0.61	0.44	0.2	0.5	0.0	0.47	0.22	0
173	0.66	0.45	0.5	0.23	0.5	0.0	0.49	0.22	0
174	0.21	0.41	0.55	0.11	0.5	0.0	0.5	0.27	0
175	0.38	0.68	0.44	0.45	0.5	0.0	0.53	0.22	0
176	0.44	0.38	0.48	0.32	0.5	0.83	0.53	0.22	0
177	0.39	0.4	0.53	0.67	0.5	0.0	0.47	0.22	0
178	0.24	0.34	0.69	0.18	0.5	0.0	0.52	0.22	0
179	0.49	0.43	0.51	0.13	0.5	0.0	0.47	0.22	0
180	0.54	0.38	0.52	0.18	0.5	0.0	0.48	0.22	0
181	0.43	0.57	0.53	0.53	0.5	0.0	0.53	0.25	0
182	0.48	0.64	0.61	0.23	0.5	0.0	0.6	0.22	0
183	0.31	0.55	0.52	0.17	0.5	0.0	0.52	0.22	0
184	0.32	0.57	0.5	0.15	0.5	0.0	0.53	0.22	0
185	0.32	0.42	0.52	0.24	0.5	0.0	0.6	0.22	0
186	0.59	0.5	0.52	0.28	0.5	0.0	0.55	0.25	0
187	0.37	0.42	0.51	0.11	0.5	0.0	0.57	0.22	0
188	0.75	0.7	0.38	0.27	0.5	0.0	0.49	0.22	0
189	0.61	0.72	0.31	0.33	0.5	0.0	0.56	0.22	0
190	0.44	0.42	0.6	0.21	0.5	0.0	0.57	0.22	0
191	0.52	0.51	0.51	0.54	0.5	0.0	0.55	0.27	0
192	0.63	0.56	0.45	0.58	0.5	0.0	0.51	0.22	0
193	0.52	0.56	0.54	0.53	0.5	0.0	0.45	0.22	0
194	0.58	0.58	0.58	0.49	0.5	0.0	0.49	0.26	0
195	0.72	0.62	0.34	0.29	0.5	0.0	0.56	0.28	0
196	0.72	0.61	0.37	0.3	0.5	0.0	0.57	0.22	0
197	0.46	0.43	0.38	0.33	0.5	0.0	0.48	0.28	0
198	0.57	0.57	0.44	0.37	0.5	0.0	0.52	0.25	0
199	0.42	0.31	0.62	0.12	0.5	0.0	0.4	0.22	0
200	0.49	0.46	0.45	0.45	0.5	0.0	0.52	0.22	0
201	0.42	0.58	0.41	0.65	0.5	0.0	0.46	0.26	0
202	0.59	0.61	0.34	0.22	0.5	0.0	0.51	0.22	0
203	0.52	0.77	0.38	0.34	0.5	0.0	0.51	0.22	0
204	0.5	0.52	0.6	0.51	0.5	0.0	0.48	0.22	0
205	0.49	0.6	0.43	0.56	0.5	0.0	0.36	0.22	0
206	0.5	0.41	0.44	0.5	0.5	0.0	0.42	0.22	0
207	0.5	0.4	0.56	0.7	0.5	0.0	0.5	0.22	0
208	0.37	0.58	0.44	0.51	0.5	0.0	0.44	0.22	0
209	0.55	0.45	0.45	0.54	0.5	0.0	0.5	0.22	0
210	0.67	0.68	0.46	0.29	0.5	0.0	0.46	0.22	0
211	0.53	0.51	0.46	0.28	0.5	0.0	0.48	0.22	0
212	0.35	0.66	0.49	0.21	0.5	0.0	0.54	0.25	0
213	0.52	0.4	0.6	0.12	0.5	0.0	0.55	0.22	0
214	0.77	0.79	0.58	0.23	0.5	0.0	0.48	0.22	0
215	0.47	0.46	0.59	0.49	0.5	0.0	0.56	0.22	0
216	0.73	0.83	0.43	0.3	0.5	0.0	0.55	0.22	0
217	0.78	0.74	0.58	0.25	1.0	0.0	0.53	0.22	0
218	0.7	0.65	0.54	0.28	0.5	0.0	0.6	0.4	0
219	0.47	0.54	0.37	0.14	0.5	0.0	0.5	0.22	0
220	0.57	0.41	0.59	0.24	0.5	0.0	0.4	0.22	0
221	0.56	0.41	0.58	0.21	0.5	0.0	0.42	0.22	0
222	0.69	0.61	0.38	0.27	0.5	0.0	0.52	0.22	0
223	0.37	0.53	0.6	0.19	0.5	0.5	0.42	0.22	0
224	0.36	0.37	0.33	0.14	0.5	0.0	0.57	0.31	0
225	0.82	0.78	0.49	0.23	0.5	0.0	0.46	0.22	0
226	0.82	0.75	0.54	0.23	0.5	0.0	0.46	0.22	0
227	0.41	0.51	0.58	0.15	0.5	0.0	0.45	0.27	0
228	0.38	0.51	0.75	0.17	0.5	0.0	0.55	0.22	0
229	0.38	0.51	0.75	0.17	0.5	0.0	0.55	0.22	0
230	0.53	0.44	0.51	0.33	0.5	0.0	0.52	0.22	0
231	0.46	0.54	0.71	0.15	0.5	0.0	0.59	0.22	0
232	0.4	0.56	0.48	0.14	0.5	0.0	0.47	0.22	0
233	0.53	0.53	0.6	0.13	0.5	0.0	0.49	0.22	0
234	0.42	0.57	0.72	0.22	0.5	0.0	0.57	0.22	0
235	0.45	0.27	0.57	0.36	0.5	0.0	0.52	0.18	0
236	0.2	0.26	0.52	0.14	0.5	0.0	0.53	0.44	0
237	0.51	0.53	0.55	0.14	0.5	0.0	0.51	0.22	0
238	0.44	0.68	0.45	0.51	0.5	0.0	0.52	0.41	0
239	0.27	0.39	0.66	0.11	0.5	0.0	0.44	0.22	0
240	0.55	0.42	0.34	0.3	0.5	0.0	0.52	0.22	0
241	0.34	0.42	0.3	0.23	0.5	0.0	0.53	0.22	0
242	0.44	0.53	0.52	0.23	0.5	0.83	0.51	0.22	0
243	0.36	0.68	0.38	0.08	0.5	0.0	0.53	0.25	0
244	0.38	0.48	0.59	0.22	0.5	0.0	0.46	0.22	0
245	0.8	0.46	0.5	0.15	0.5	0.0	0.53	0.22	0
246	0.47	0.65	0.54	0.62	0.5	0.0	0.53	0.36	0
247	0.54	0.42	0.41	0.16	0.5	0.0	0.52	0.22	0
248	0.46	0.35	0.53	0.16	0.5	0.0	0.51	0.29	0
249	0.51	0.55	0.35	0.16	0.5	0.0	0.51	0.47	0
250	0.56	0.52	0.55	0.19	0.5	0.0	0.54	0.22	0
251	0.83	0.58	0.33	0.04	0.5	0.0	0.53	0.22	0
252	0.39	0.45	0.53	0.18	0.5	0.0	0.54	0.22	0
253	0.52	0.54	0.5	0.21	0.5	0.0	0.48	0.3	0
254	0.36	0.49	0.3	0.22	0.5	0.0	0.52	0.31	0
255	0.49	0.31	0.49	0.35	0.5	0.0	0.51	0.29	1
256	0.38	0.37	0.56	0.21	0.5	0.0	0.49	0.22	1
257	0.56	0.52	0.48	0.17	0.5	0.0	0.46	0.22	1
258	0.58	0.56	0.45	0.12	0.5	0.0	0.51	0.22	1
259	0.53	0.38	0.66	0.25	0.5	0.0	0.43	0.22	1
260	0.34	0.36	0.54	0.11	0.5	0.0	0.36	0.21	1
261	0.41	0.45	0.53	0.17	0.5	0.0	0.51	0.25	1
262	0.31	0.46	0.54	0.52	0.5	0.0	0.5	0.34	1
263	0.59	0.58	0.56	0.21	0.5	0.0	0.54	0.33	1
264	0.39	0.28	0.46	0.12	0.5	0.0	0.41	0.22	1
265	0.56	0.43	0.54	0.16	0.5	0.0	0.5	0.22	1
266	0.27	0.36	0.6	0.33	0.5	0.0	0.37	0.31	1
267	0.35	0.4	0.59	0.22	0.5	0.0	0.47	0.37	1
268	0.42	0.32	0.5	0.21	0.5	0.0	0.51	0.22	1
269	0.23	0.2	0.53	0.2	0.5	0.0	0.44	0.22	1
270	0.55	0.54	0.56	0.22	0.5	0.0	0.5	0.37	1
271	0.36	0.24	0.49	0.16	0.5	0.0	0.51	0.22	1
272	0.6	0.56	0.47	0.2	0.5	0.0	0.5	0.38	1
273	0.41	0.24	0.54	0.26	0.5	0.0	0.41	0.22	1
274	0.43	0.39	0.54	0.14	0.5	0.0	0.47	0.22	1
275	0.5	0.51	0.52	0.09	0.5	0.0	0.48	0.25	1
276	0.53	0.61	0.52	0.21	0.5	0.0	0.55	0.3	1
277	0.46	0.43	0.49	0.79	0.5	0.0	0.49	0.63	1
278	0.61	0.3	0.59	0.12	0.5	0.0	0.49	0.27	1
279	0.37	0.53	0.46	0.23	0.5	0.0	0.47	0.22	1
280	0.35	0.39	0.57	0.11	0.5	0.0	0.48	0.22	1
281	0.55	0.46	0.46	0.31	0.5	0.0	0.58	0.48	1
282	0.35	0.6	0.47	0.13	0.5	0.0	0.52	0.43	1
283	0.33	0.44	0.49	0.08	0.5	0.0	0.48	0.49	1
284	0.54	0.57	0.52	0.19	0.5	0.0	0.59	0.67	1
285	0.37	0.43	0.62	0.27	0.5	0.0	0.48	0.22	1
286	0.56	0.59	0.53	0.16	0.5	0.0	0.24	0.42	1
287	0.44	0.44	0.49	0.15	0.5	0.0	0.46	0.27	1
288	0.6	0.6	0.49	0.3	0.5	0.0	0.53	0.22	1
289	0.35	0.68	0.57	0.4	0.5	0.0	0.53	0.36	1
290	0.23	0.3	0.58	0.22	0.5	0.0	0.48	0.27	1
291	0.56	0.54	0.59	0.14	0.5	0.0	0.52	0.27	1
292	0.31	0.31	0.54	0.18	0.5	0.0	0.52	0.29	1
293	0.27	0.51	0.47	0.35	0.5	0.0	0.49	0.28	1
294	0.54	0.56	0.57	0.18	0.5	0.0	0.45	0.25	1
295	0.17	0.38	0.45	0.09	0.5	0.0	0.54	0.27	1
296	0.43	0.51	0.54	0.15	0.5	0.0	0.45	0.26	1
297	0.43	0.54	0.58	0.16	0.5	0.0	0.5	0.36	1
298	0.41	0.4	0.59	0.47	0.5	0.0	0.48	0.43	0
299	0.5	0.64	0.57	0.15	0.5	0.0	0.47	0.22	0
300	0.4	0.62	0.52	0.31	0.5	0.0	0.49	0.31	0
301	0.6	0.5	0.57	0.25	0.5	0.0	0.41	0.26	0
302	0.34	0.54	0.5	0.21	0.5	0.0	0.54	0.31	0
303	0.39	0.58	0.5	0.26	0.5	0.0	0.54	0.59	0
304	0.29	0.32	0.58	0.15	0.5	0.0	0.5	0.3	0
305	0.39	0.47	0.56	0.16	0.5	0.0	0.47	0.22	0
306	0.43	0.57	0.53	0.16	0.5	0.0	0.54	0.22	0
307	0.59	0.48	0.5	0.14	0.5	0.0	0.45	0.25	0
308	0.39	0.55	0.48	0.31	0.5	0.0	0.54	0.29	0
309	0.44	0.39	0.53	0.14	0.5	0.0	0.54	0.44	0
310	0.45	0.43	0.51	0.24	0.5	0.0	0.54	0.33	0
311	0.42	0.43	0.56	0.1	0.5	0.0	0.49	0.22	0
312	0.71	0.59	0.48	0.43	0.5	0.0	0.59	0.22	0
313	0.4	0.42	0.71	0.21	0.5	0.0	0.54	0.32	0
314	0.4	0.42	0.71	0.21	0.5	0.0	0.54	0.32	0
315	0.54	0.49	0.49	0.2	0.5	0.0	0.52	0.22	0
316	0.35	0.45	0.43	0.11	0.5	0.0	0.56	0.22	0
317	0.42	0.42	0.42	0.2	0.5	0.0	0.49	0.22	0
318	0.26	0.5	0.33	0.28	0.5	0.0	0.51	0.22	0
319	0.39	0.42	0.38	0.4	0.5	0.0	0.49	0.47	0
320	0.26	0.44	0.3	0.11	0.5	0.0	0.51	0.47	0
321	0.48	0.61	0.44	0.2	0.5	0.0	0.47	0.22	0
322	0.66	0.45	0.5	0.23	0.5	0.0	0.49	0.22	0
323	0.21	0.41	0.55	0.11	0.5	0.0	0.5	0.27	0
324	0.38	0.68	0.44	0.45	0.5	0.0	0.53	0.22	0
325	0.44	0.38	0.48	0.32	0.5	0.83	0.53	0.22	0
326	0.39	0.4	0.53	0.67	0.5	0.0	0.47	0.22	0
327	0.24	0.34	0.69	0.18	0.5	0.0	0.52	0.22	0
328	0.49	0.43	0.51	0.13	0.5	0.0	0.47	0.22	0
329	0.54	0.38	0.52	0.18	0.5	0.0	0.48	0.22	0
330	0.43	0.57	0.53	0.53	0.5	0.0	0.53	0.25	0
331	0.48	0.64	0.61	0.23	0.5	0.0	0.6	0.22	0
332	0.31	0.55	0.52	0.17	0.5	0.0	0.52	0.22	0
333	0.32	0.57	0.5	0.15	0.5	0.0	0.53	0.22	0
334	0.32	0.42	0.52	0.24	0.5	0.0	0.6	0.22	0
335	0.59	0.5	0.52	0.28	0.5	0.0	0.55	0.25	0
336	0.37	0.42	0.51	0.11	0.5	0.0	0.57	0.22	0
337	0.75	0.7	0.38	0.27	0.5	0.0	0.49	0.22	0
338	0.61	0.72	0.31	0.33	0.5	0.0	0.56	0.22	0
339	0.44	0.42	0.6	0.21	0.5	0.0	0.57	0.22	0
340	0.52	0.51	0.51	0.54	0.5	0.0	0.55	0.27	0
341	0.63	0.56	0.45	0.58	0.5	0.0	0.51	0.22	0
342	0.52	0.56	0.54	0.53	0.5	0.0	0.45	0.22	0
343	0.58	0.58	0.58	0.49	0.5	0.0	0.49	0.26	0
344	0.72	0.62	0.34	0.29	0.5	0.0	0.56	0.28	0
345	0.72	0.61	0.37	0.3	0.5	0.0	0.57	0.22	0
346	0.46	0.43	0.38	0.33	0.5	0.0	0.48	0.28	0
347	0.57	0.57	0.44	0.37	0.5	0.0	0.52	0.25	0
348	0.42	0.31	0.62	0.12	0.5	0.0	0.4	0.22	0
349	0.49	0.46	0.45	0.45	0.5	0.0	0.52	0.22	0
350	0.42	0.58	0.41	0.65	0.5	0.0	0.46	0.26	0
351	0.59	0.61	0.34	0.22	0.5	0.0	0.51	0.22	0
352	0.52	0.77	0.38	0.34	0.5	0.0	0.51	0.22	0
353	0.5	0.52	0.6	0.51	0.5	0.0	0.48	0.22	0
354	0.49	0.6	0.43	0.56	0.5	0.0	0.36	0.22	0
355	0.5	0.41	0.44	0.5	0.5	0.0	0.42	0.22	0
356	0.5	0.4	0.56	0.7	0.5	0.0	0.5	0.22	0
357	0.37	0.58	0.44	0.51	0.5	0.0	0.44	0.22	0
358	0.55	0.45	0.45	0.54	0.5	0.0	0.5	0.22	0
359	0.67	0.68	0.46	0.29	0.5	0.0	0.46	0.22	0
360	0.53	0.51	0.46	0.28	0.5	0.0	0.48	0.22	0
361	0.35	0.66	0.49	0.21	0.5	0.0	0.54	0.25	0
362	0.52	0.4	0.6	0.12	0.5	0.0	0.55	0.22	0
363	0.77	0.79	0.58	0.23	0.5	0.0	0.48	0.22	0
364	0.47	0.46	0.59	0.49	0.5	0.0	0.56	0.22	0
365	0.73	0.83	0.43	0.3	0.5	0.0	0.55	0.22	0
366	0.78	0.74	0.58	0.25	1.0	0.0	0.53	0.22	0
367	0.7	0.65	0.54	0.28	0.5	0.0	0.6	0.4	0
368	0.47	0.54	0.37	0.14	0.5	0.0	0.5	0.22	0
369	0.57	0.41	0.59	0.24	0.5	0.0	0.4	0.22	0
370	0.56	0.41	0.58	0.21	0.5	0.0	0.42	0.22	0
371	0.69	0.61	0.38	0.27	0.5	0.0	0.52	0.22	0
372	0.37	0.53	0.6	0.19	0.5	0.5	0.42	0.22	0
373	0.36	0.37	0.33	0.14	0.5	0.0	0.57	0.31	0
374	0.82	0.78	0.49	0.23	0.5	0.0	0.46	0.22	0
375	0.82	0.75	0.54	0.23	0.5	0.0	0.46	0.22	0
376	0.41	0.51	0.58	0.15	0.5	0.0	0.45	0.27	0
377	0.38	0.51	0.75	0.17	0.5	0.0	0.55	0.22	0
378	0.38	0.51	0.75	0.17	0.5	0.0	0.55	0.22	0
379	0.53	0.44	0.51	0.33	0.5	0.0	0.52	0.22	0
380	0.46	0.54	0.71	0.15	0.5	0.0	0.59	0.22	0
381	0.4	0.56	0.48	0.14	0.5	0.0	0.47	0.22	0
382	0.53	0.53	0.6	0.13	0.5	0.0	0.49	0.22	0
383	0.42	0.57	0.72	0.22	0.5	0.0	0.57	0.22	0
384	0.45	0.27	0.57	0.36	0.5	0.0	0.52	0.18	0
385	0.2	0.26	0.52	0.14	0.5	0.0	0.53	0.44	0
