	1	2	3	4	5	6	7	8	label
45	1	0.68	0.55	0.21	1.7445	0.5975	0.305	0.625	17
46	1	0.52	0.405	0.12	0.627	0.2645	0.1415	0.181	11
47	2	0.53	0.415	0.175	0.7395	0.261	0.1395	0.2645	17
48	2	0.665	0.54	0.175	1.347	0.4955	0.254	0.415	17
49	2	0.575	0.4	0.155	0.9325	0.3605	0.2445	0.3	17
50	2	0.55	0.45	0.13	0.92	0.378	0.2385	0.29	11
51	2	0.54	0.42	0.135	0.8075	0.3485	0.1795	0.235	11
52	1	0.655	0.51	0.155	1.2895	0.5345	0.2855	0.41	11
53	2	0.625	0.5	0.195	1.369	0.5875	0.2185	0.37	17
54	1	0.615	0.525	0.155	1.0385	0.427	0.2315	0.345	11
55	1	0.625	0.485	0.19	1.1745	0.4385	0.2305	0.42	17
56	2	0.56	0.435	0.18	0.889	0.36	0.204	0.25	11
57	3	0.465	0.38	0.13	0.454	0.1895	0.08	0.155	11
58	3	0.52	0.405	0.14	0.5775	0.2	0.145	0.179	11
59	1	0.44	0.355	0.115	0.415	0.1585	0.0925	0.131	11
60	2	0.32	0.245	0.075	0.1555	0.0585	0.038	0.049	11
61	3	0.555	0.425	0.18	0.875	0.3695	0.2005	0.255	11
62	3	0.65	0.515	0.16	1.1625	0.495	0.203	0.33	17
63	1	0.475	0.35	0.115	0.452	0.1715	0.092	0.155	11
64	1	0.545	0.415	0.15	0.7335	0.2795	0.163	0.2185	11
65	1	0.41	0.32	0.115	0.387	0.165	0.1005	0.0985	11
66	1	0.57	0.44	0.14	0.9535	0.3785	0.201	0.305	17
67	1	0.61	0.475	0.14	1.133	0.5275	0.2355	0.35	11
68	3	0.58	0.445	0.15	0.8865	0.383	0.209	0.255	11
69	1	0.63	0.48	0.175	1.3675	0.5015	0.3035	0.515	17
70	1	0.625	0.49	0.175	1.233	0.5565	0.247	0.365	11
71	1	0.41	0.305	0.1	0.363	0.1735	0.065	0.11	11
72	3	0.495	0.39	0.125	0.6655	0.284	0.162	0.2	11
73	3	0.535	0.42	0.145	0.926	0.398	0.1965	0.25	17
74	3	0.47	0.345	0.115	0.4885	0.2005	0.108	0.166	11
75	1	0.5	0.385	0.105	0.498	0.1795	0.1095	0.17	17
76	3	0.445	0.33	0.12	0.347	0.12	0.084	0.105	11
77	3	0.46	0.35	0.12	0.4885	0.193	0.105	0.155	11
78	3	0.47	0.35	0.13	0.466	0.1845	0.099	0.145	11
79	1	0.555	0.435	0.165	0.97	0.336	0.2315	0.295	17
80	1	0.585	0.475	0.185	0.9585	0.4145	0.1615	0.33	11
81	3	0.535	0.45	0.17	0.781	0.3055	0.1555	0.295	11
82	2	0.455	0.35	0.12	0.4835	0.1815	0.144	0.16	11
83	1	0.5	0.38	0.155	0.655	0.2405	0.143	0.205	17
84	1	0.5	0.375	0.115	0.5945	0.185	0.148	0.19	11
85	2	0.525	0.4	0.17	0.7305	0.279	0.2055	0.195	11
86	2	0.59	0.44	0.15	0.9555	0.366	0.2425	0.295	11
87	1	0.43	0.325	0.115	0.3865	0.1475	0.1065	0.11	11
88	2	0.315	0.25	0.09	0.203	0.0615	0.037	0.0795	11
89	2	0.375	0.3	0.1	0.2465	0.104	0.0475	0.083	11
90	2	0.465	0.36	0.08	0.488	0.191	0.125	0.155	11
91	1	0.49	0.36	0.11	0.5005	0.161	0.107	0.195	17
92	2	0.525	0.4	0.13	0.8295	0.2405	0.1825	0.275	11
93	1	0.52	0.405	0.14	0.8175	0.2795	0.183	0.26	17
94	1	0.53	0.42	0.13	1.001	0.34	0.226	0.265	17
95	1	0.66	0.52	0.2	1.676	0.673	0.4805	0.45	17
96	1	0.54	0.44	0.135	0.959	0.2385	0.221	0.3	17
97	2	0.545	0.45	0.15	0.978	0.3365	0.1905	0.3	11
98	1	0.55	0.43	0.155	0.785	0.289	0.227	0.233	11
99	1	0.53	0.425	0.17	0.949	0.3485	0.2395	0.278	17
100	1	0.53	0.455	0.165	0.9805	0.3155	0.2815	0.2965	11
101	2	0.53	0.41	0.165	0.732	0.189	0.17	0.31	11
102	2	0.53	0.41	0.155	0.7155	0.2805	0.1685	0.214	11
103	2	0.52	0.42	0.16	0.745	0.255	0.157	0.2885	11
104	1	0.425	0.345	0.11	0.3665	0.125	0.081	0.117	11
105	1	0.54	0.42	0.14	0.805	0.369	0.1725	0.21	11
106	2	0.6	0.475	0.175	1.3445	0.549	0.2875	0.36	11
107	2	0.6	0.495	0.175	1.29	0.606	0.276	0.3445	11
108	1	0.62	0.505	0.16	1.3725	0.6285	0.275	0.3685	11
109	2	0.565	0.455	0.155	0.9355	0.421	0.183	0.26	11
110	2	0.57	0.46	0.155	1.0005	0.454	0.205	0.265	11
111	2	0.57	0.455	0.155	0.832	0.3585	0.174	0.277	11
112	2	0.575	0.455	0.155	1.013	0.4685	0.2085	0.295	11
113	3	0.575	0.45	0.135	0.8245	0.3375	0.2115	0.239	11
114	1	0.6	0.47	0.135	0.97	0.4655	0.1955	0.264	11
115	2	0.6	0.46	0.17	1.1805	0.456	0.337	0.329	11
116	1	0.6	0.465	0.16	1.133	0.466	0.2885	0.298	11
117	1	0.61	0.47	0.165	1.1785	0.566	0.2785	0.294	11
118	2	0.615	0.47	0.145	1.0285	0.4435	0.2825	0.285	11
119	2	0.62	0.49	0.16	1.035	0.44	0.2525	0.285	11
120	1	0.62	0.495	0.17	1.062	0.372	0.213	0.34	11
121	2	0.625	0.495	0.155	1.0485	0.487	0.212	0.3215	11
122	1	0.625	0.445	0.16	1.09	0.46	0.2965	0.304	11
123	1	0.625	0.52	0.18	1.354	0.4845	0.351	0.375	11
124	1	0.625	0.47	0.145	0.984	0.475	0.2	0.265	11
125	1	0.635	0.485	0.165	1.2695	0.5635	0.3065	0.3395	11
126	1	0.635	0.52	0.165	1.3405	0.5065	0.296	0.412	11
127	1	0.635	0.505	0.155	1.2895	0.594	0.314	0.345	11
128	2	0.64	0.53	0.165	1.1895	0.4765	0.3	0.35	11
129	1	0.64	0.485	0.185	1.4195	0.6735	0.3465	0.3255	11
130	2	0.645	0.49	0.175	1.32	0.6525	0.2375	0.3385	11
131	1	0.655	0.515	0.18	1.412	0.6195	0.2485	0.497	11
132	2	0.66	0.51	0.175	1.218	0.5055	0.303	0.37	11
133	2	0.675	0.515	0.15	1.312	0.556	0.2845	0.4115	11
134	1	0.675	0.51	0.185	1.473	0.6295	0.3025	0.4245	11
135	2	0.69	0.55	0.18	1.6915	0.6655	0.402	0.5	11
136	2	0.72	0.565	0.19	2.081	1.0815	0.4305	0.503	11
137	1	0.725	0.57	0.205	1.6195	0.744	0.315	0.488	11
138	1	0.75	0.55	0.195	1.8325	0.83	0.366	0.44	11
139	2	0.545	0.44	0.14	0.8395	0.356	0.1905	0.2385	11
140	3	0.55	0.42	0.115	0.668	0.2925	0.137	0.209	11
141	1	0.585	0.485	0.15	1.079	0.4145	0.2115	0.356	11
142	2	0.685	0.55	0.2	1.7725	0.813	0.387	0.49	11
143	2	0.72	0.585	0.22	1.914	0.9155	0.448	0.479	11
144	2	0.775	0.57	0.22	2.032	0.735	0.4755	0.6585	17
145	1	0.505	0.385	0.115	0.616	0.243	0.1075	0.21	11
146	2	0.5	0.39	0.145	0.651	0.273	0.132	0.22	11
147	1	0.49	0.385	0.125	0.5395	0.2175	0.128	0.165	11
148	1	0.435	0.35	0.12	0.4585	0.192	0.1	0.13	11
149	2	0.465	0.35	0.12	0.5205	0.2015	0.1625	0.185	11
150	2	0.62	0.495	0.175	1.806	0.643	0.3285	0.725	17
151	1	0.715	0.565	0.24	2.1995	0.7245	0.465	0.885	17
152	1	0.71	0.565	0.195	1.817	0.785	0.492	0.49	11
153	2	0.58	0.47	0.165	0.927	0.3215	0.1985	0.315	11
154	3	0.37	0.28	0.09	0.233	0.0905	0.0545	0.07	11
155	2	0.565	0.47	0.195	1.142	0.387	0.258	0.35	17
156	2	0.63	0.51	0.23	1.539	0.5635	0.2815	0.57	17
157	2	0.58	0.465	0.175	1.035	0.401	0.1865	0.385	17
158	2	0.595	0.475	0.17	1.0965	0.419	0.229	0.35	17
159	2	0.585	0.465	0.19	1.171	0.3905	0.2355	0.4	17
160	1	0.435	0.32	0.12	0.3785	0.152	0.0915	0.125	11
161	3	0.355	0.28	0.1	0.2275	0.0935	0.0455	0.085	11
162	2	0.655	0.59	0.2	1.5455	0.654	0.3765	0.415	11
163	1	0.645	0.5	0.2	1.4285	0.639	0.305	0.36	11
164	2	0.585	0.43	0.16	0.955	0.3625	0.176	0.27	11
165	1	0.58	0.455	0.16	0.9215	0.312	0.196	0.3	17
166	1	0.58	0.455	0.12	0.94	0.399	0.257	0.265	11
167	2	0.59	0.49	0.135	1.008	0.422	0.2245	0.285	11
168	2	0.455	0.355	0.13	0.515	0.2	0.1275	0.175	11
169	2	0.575	0.435	0.15	0.805	0.293	0.1625	0.27	17
170	1	0.665	0.535	0.19	1.496	0.5775	0.2815	0.475	17
171	2	0.43	0.345	0.115	0.3045	0.0925	0.055	0.12	11
172	2	0.56	0.455	0.165	0.86	0.4015	0.1695	0.245	11
173	2	0.655	0.485	0.195	1.62	0.6275	0.358	0.485	17
174	2	0.64	0.52	0.2	1.407	0.566	0.304	0.455	17
175	1	0.59	0.47	0.17	0.9	0.355	0.1905	0.25	11
176	1	0.71	0.565	0.195	1.7265	0.638	0.3365	0.565	17
177	2	0.505	0.4	0.13	0.764	0.3035	0.189	0.2175	11
178	1	0.72	0.56	0.175	1.7265	0.637	0.3415	0.525	17
179	2	0.635	0.495	0.15	1.081	0.4825	0.242	0.31	11
180	2	0.585	0.455	0.125	1.027	0.391	0.212	0.25	17
181	1	0.545	0.44	0.175	0.7745	0.2985	0.1875	0.265	11
182	3	0.525	0.43	0.15	0.7365	0.3225	0.161	0.215	11
183	1	0.44	0.345	0.105	0.4285	0.165	0.083	0.132	11
184	3	0.47	0.35	0.135	0.567	0.2315	0.1465	0.1525	11
185	2	0.42	0.34	0.125	0.4495	0.165	0.1125	0.144	11
186	3	0.635	0.505	0.19	1.3315	0.5805	0.252	0.435	17
187	1	0.53	0.43	0.17	0.775	0.35	0.152	0.235	17
188	2	0.31	0.235	0.06	0.12	0.0415	0.033	0.04	11
189	3	0.52	0.38	0.14	0.525	0.1775	0.115	0.185	11
190	1	0.61	0.485	0.165	1.087	0.4255	0.232	0.38	11
191	1	0.445	0.335	0.14	0.4565	0.1785	0.114	0.14	11
192	2	0.515	0.405	0.14	0.8505	0.312	0.146	0.315	17
193	1	0.52	0.405	0.14	0.6915	0.276	0.137	0.215	11
194	2	0.5	0.39	0.13	0.709	0.275	0.168	0.18	11
195	2	0.615	0.475	0.17	1.1825	0.474	0.2895	0.24	11
196	1	0.63	0.51	0.185	1.235	0.5115	0.349	0.3065	11
197	1	0.475	0.38	0.145	0.57	0.167	0.118	0.187	11
198	2	0.545	0.45	0.15	0.8795	0.387	0.15	0.2625	11
199	2	0.58	0.46	0.18	1.145	0.48	0.277	0.325	11
200	1	0.64	0.5	0.18	1.4995	0.593	0.314	0.431	11
201	3	0.66	0.525	0.215	1.786	0.6725	0.3615	0.4065	11
202	1	0.595	0.465	0.15	1.0255	0.412	0.2745	0.289	11
203	1	0.63	0.495	0.2	1.4255	0.659	0.336	0.38	11
204	1	0.635	0.495	0.18	1.596	0.617	0.317	0.37	11
205	1	0.635	0.495	0.195	1.297	0.556	0.2985	0.37	11
206	2	0.625	0.495	0.185	1.3835	0.7105	0.3005	0.345	11
207	2	0.63	0.505	0.15	1.3165	0.6325	0.2465	0.37	11
208	2	0.67	0.5	0.2	1.269	0.576	0.2985	0.351	11
209	2	0.68	0.52	0.165	1.4775	0.724	0.279	0.406	11
210	2	0.68	0.53	0.18	1.529	0.7635	0.3115	0.4025	11
211	1	0.725	0.53	0.19	1.7315	0.83	0.398	0.405	11
212	2	0.735	0.57	0.175	1.88	0.9095	0.387	0.488	11
213	2	0.75	0.555	0.215	2.201	1.0615	0.5235	0.5285	11
214	2	0.48	0.375	0.12	0.5895	0.2535	0.128	0.172	11
215	3	0.555	0.435	0.145	0.6975	0.262	0.1575	0.24	11
216	3	0.56	0.435	0.135	0.72	0.329	0.103	0.251	11
217	3	0.565	0.43	0.15	0.8215	0.332	0.1685	0.29	11
218	1	0.58	0.465	0.145	0.9865	0.47	0.2155	0.25	11
219	2	0.6	0.495	0.185	1.1145	0.5055	0.2635	0.367	11
220	1	0.61	0.45	0.13	0.8725	0.389	0.1715	0.272	11
221	2	0.64	0.505	0.155	1.1955	0.5565	0.211	0.346	11
222	1	0.64	0.495	0.17	1.2265	0.49	0.377	0.2875	11
223	1	0.66	0.525	0.2	1.463	0.6525	0.2995	0.422	11
224	2	0.71	0.565	0.2	1.601	0.706	0.321	0.45	11
225	1	0.65	0.525	0.19	1.385	0.8875	0.3095	0.405	11
226	1	0.655	0.515	0.155	1.309	0.524	0.346	0.385	11
227	1	0.655	0.515	0.17	1.527	0.8485	0.2635	0.331	11
228	2	0.665	0.515	0.19	1.6385	0.831	0.3575	0.371	11
229	2	0.695	0.54	0.195	1.691	0.768	0.363	0.4755	11
230	1	0.72	0.565	0.18	1.719	0.8465	0.407	0.3875	11
231	2	0.74	0.595	0.19	2.3235	1.1495	0.5115	0.505	11
232	3	0.54	0.425	0.13	0.8155	0.3675	0.1365	0.246	11
233	2	0.58	0.445	0.15	0.9525	0.4315	0.1945	0.287	11
234	1	0.58	0.44	0.125	0.7855	0.363	0.1955	0.195	11
235	2	0.6	0.465	0.165	1.0475	0.465	0.2345	0.315	11
236	3	0.61	0.425	0.155	1.0485	0.507	0.1955	0.274	11
237	2	0.61	0.48	0.14	1.0625	0.516	0.225	0.2915	11
238	3	0.61	0.49	0.16	1.1545	0.5865	0.2385	0.2915	11
239	1	0.615	0.475	0.175	1.194	0.559	0.259	0.3165	11
240	2	0.625	0.495	0.175	1.2075	0.531	0.281	0.3525	11
241	1	0.625	0.5	0.16	1.217	0.5725	0.207	0.355	11
242	1	0.635	0.485	0.19	1.3765	0.634	0.2885	0.406	11
243	2	0.635	0.52	0.175	1.292	0.6	0.269	0.367	11
244	2	0.635	0.515	0.16	1.2075	0.5385	0.282	0.345	11
245	2	0.64	0.505	0.18	1.297	0.59	0.3125	0.363	11
246	2	0.64	0.575	0.175	1.4585	0.625	0.266	0.4395	11
247	1	0.645	0.52	0.17	1.197	0.526	0.2925	0.317	11
248	1	0.655	0.5	0.205	1.528	0.6215	0.3725	0.4535	11
249	2	0.68	0.515	0.16	1.2345	0.618	0.2625	0.325	11
250	2	0.715	0.55	0.175	1.825	0.938	0.3805	0.44	11
251	1	0.595	0.43	0.21	1.5245	0.653	0.396	0.41	11
252	1	0.635	0.525	0.18	1.3695	0.634	0.318	0.363	11
253	2	0.64	0.495	0.165	1.307	0.678	0.292	0.266	11
254	1	0.67	0.515	0.17	1.4265	0.6605	0.3395	0.37	11
255	2	0.7	0.545	0.185	1.6135	0.75	0.4035	0.3685	11
256	3	0.52	0.41	0.14	0.6625	0.2775	0.1555	0.196	11
257	3	0.52	0.395	0.115	0.6445	0.3155	0.1245	0.186	11
258	3	0.55	0.445	0.145	0.783	0.3045	0.157	0.265	11
259	2	0.585	0.45	0.175	1.1275	0.4925	0.262	0.335	11
260	1	0.6	0.45	0.14	0.869	0.3425	0.195	0.291	11
261	1	0.61	0.495	0.16	1.089	0.469	0.198	0.384	11
262	2	0.615	0.485	0.215	0.9615	0.422	0.176	0.29	11
263	3	0.62	0.475	0.16	0.907	0.371	0.167	0.3075	11
264	1	0.625	0.515	0.155	1.1635	0.4875	0.259	0.355	11
265	2	0.63	0.515	0.175	1.1955	0.492	0.247	0.37	11
266	1	0.635	0.505	0.165	1.251	0.577	0.227	0.3825	11
267	1	0.64	0.485	0.145	1.1335	0.5525	0.2505	0.3015	11
268	2	0.65	0.505	0.17	1.5595	0.695	0.3515	0.395	11
269	2	0.655	0.54	0.165	1.403	0.6955	0.2385	0.42	11
270	1	0.655	0.455	0.17	1.2895	0.587	0.3165	0.3415	11
271	2	0.675	0.52	0.145	1.3645	0.557	0.3405	0.385	11
272	1	0.68	0.52	0.185	1.494	0.615	0.3935	0.406	11
273	1	0.68	0.56	0.195	1.664	0.58	0.3855	0.545	11
274	1	0.695	0.535	0.2	1.5855	0.667	0.334	0.471	11
275	1	0.7	0.555	0.22	1.666	0.647	0.4285	0.455	11
276	1	0.755	0.575	0.2	2.073	1.0135	0.4655	0.48	11
277	2	0.51	0.395	0.125	0.5805	0.244	0.1335	0.188	11
278	1	0.52	0.43	0.15	0.728	0.302	0.1575	0.235	11
279	2	0.545	0.435	0.145	0.9385	0.3685	0.1245	0.345	11
280	2	0.595	0.455	0.145	0.942	0.43	0.182	0.277	11
281	2	0.645	0.5	0.18	1.461	0.5985	0.2425	0.439	11
282	2	0.615	0.495	0.155	1.2865	0.435	0.293	0.3245	11
283	2	0.67	0.515	0.165	1.1735	0.526	0.285	0.316	11
284	2	0.675	0.505	0.16	1.532	0.74	0.357	0.3815	11
285	2	0.535	0.42	0.125	0.764	0.312	0.1505	0.265	11
286	3	0.335	0.26	0.09	0.1835	0.078	0.024	0.065	11
287	1	0.47	0.375	0.105	0.513	0.232	0.142	0.13	11
288	1	0.505	0.405	0.18	0.606	0.239	0.1235	0.18	11
289	3	0.51	0.405	0.12	0.61	0.229	0.131	0.235	11
290	2	0.5	0.385	0.135	0.551	0.2245	0.0715	0.206	11
291	2	0.565	0.44	0.115	0.9185	0.404	0.1785	0.29	11
292	1	0.59	0.415	0.15	0.8805	0.3645	0.234	0.235	11
293	2	0.45	0.335	0.14	0.478	0.1865	0.115	0.16	11
294	1	0.62	0.485	0.22	1.511	0.5095	0.284	0.51	17
295	1	0.635	0.505	0.185	1.3035	0.501	0.295	0.41	17
296	1	0.62	0.485	0.175	1.271	0.531	0.3075	0.37	11
297	2	0.5	0.4	0.145	0.6025	0.216	0.138	0.21	11
298	2	0.57	0.455	0.15	0.96	0.387	0.2385	0.275	11
299	2	0.595	0.5	0.165	1.06	0.402	0.28	0.275	11
300	2	0.565	0.45	0.115	0.9085	0.398	0.197	0.29	17
301	1	0.495	0.385	0.135	0.6625	0.3005	0.1635	0.185	11
302	2	0.41	0.31	0.125	0.3595	0.1415	0.0885	0.115	11
303	2	0.52	0.425	0.155	0.7735	0.297	0.123	0.255	17
304	2	0.465	0.36	0.125	0.4365	0.169	0.1075	0.145	11
305	2	0.55	0.45	0.17	0.81	0.317	0.157	0.22	11
306	1	0.59	0.475	0.155	0.9715	0.371	0.235	0.28	11
307	2	0.565	0.44	0.155	0.868	0.348	0.217	0.26	11
308	1	0.495	0.375	0.15	0.597	0.2615	0.135	0.178	11
309	2	0.645	0.5	0.19	1.229	0.524	0.278	0.395	17
310	1	0.66	0.525	0.19	1.67	0.6525	0.4875	0.49	11
311	1	0.505	0.41	0.15	0.6345	0.243	0.1335	0.215	17
312	2	0.4	0.31	0.11	0.314	0.138	0.057	0.1	11
313	3	0.45	0.355	0.115	0.4385	0.184	0.108	0.1125	11
314	3	0.49	0.385	0.14	0.5425	0.198	0.127	0.175	11
315	1	0.51	0.34	0.18	0.7005	0.312	0.165	0.2	11
316	1	0.45	0.35	0.125	0.4435	0.185	0.09	0.145	11
317	3	0.54	0.435	0.145	0.97	0.4285	0.22	0.264	17
318	2	0.415	0.32	0.1	0.3005	0.1215	0.0575	0.104	11
319	3	0.445	0.345	0.13	0.4075	0.1365	0.0645	0.18	11
320	2	0.33	0.245	0.085	0.171	0.0655	0.0365	0.055	11
321	3	0.44	0.31	0.115	0.3625	0.134	0.082	0.12	11
322	3	0.59	0.465	0.195	1.0885	0.3685	0.187	0.375	17
323	3	0.61	0.46	0.17	1.278	0.41	0.257	0.37	17
324	2	0.6	0.475	0.15	1.089	0.5195	0.223	0.292	11
325	1	0.63	0.475	0.15	1.172	0.536	0.254	0.316	11
326	1	0.625	0.495	0.16	1.1115	0.4495	0.2825	0.345	11
327	2	0.625	0.485	0.17	1.437	0.5855	0.293	0.475	11
328	1	0.665	0.52	0.165	1.6885	0.7295	0.407	0.4265	11
329	2	0.72	0.565	0.2	1.787	0.718	0.385	0.529	11
330	1	0.615	0.49	0.19	1.1345	0.4695	0.257	0.348	11
331	1	0.64	0.5	0.165	1.1635	0.554	0.239	0.32	11
332	2	0.655	0.52	0.18	1.492	0.7185	0.36	0.355	11
333	1	0.655	0.54	0.175	1.5585	0.7285	0.402	0.385	11
334	1	0.7	0.575	0.2	1.7365	0.7755	0.3965	0.461	11
335	1	0.7	0.56	0.175	1.6605	0.8605	0.3275	0.398	11
336	2	0.71	0.57	0.195	1.348	0.8985	0.4435	0.4535	11
337	1	0.72	0.545	0.185	1.7185	0.7925	0.401	0.468	11
338	3	0.58	0.47	0.15	0.907	0.444	0.1855	0.2445	11
339	1	0.6	0.475	0.155	1.059	0.441	0.19	0.39	11
340	2	0.6	0.475	0.23	1.157	0.522	0.2235	0.36	11
341	2	0.625	0.49	0.165	1.1835	0.517	0.2375	0.39	11
342	3	0.63	0.465	0.15	1.0315	0.4265	0.24	0.325	11
343	2	0.65	0.515	0.18	1.463	0.658	0.3135	0.4115	11
344	1	0.65	0.52	0.195	1.6275	0.689	0.3905	0.432	11
345	2	0.655	0.525	0.16	1.46	0.686	0.311	0.405	11
346	2	0.66	0.515	0.2	1.6465	0.749	0.422	0.401	11
347	2	0.685	0.53	0.17	1.56	0.647	0.383	0.465	11
348	1	0.61	0.49	0.17	1.3475	0.7045	0.25	0.3045	11
349	2	0.615	0.475	0.155	1.0735	0.4375	0.2585	0.31	11
350	2	0.63	0.515	0.17	1.385	0.6355	0.2955	0.38	11
351	3	0.53	0.395	0.125	0.6235	0.2975	0.108	0.195	11
352	1	0.585	0.42	0.155	1.034	0.437	0.2225	0.32	11
353	2	0.605	0.49	0.165	1.1245	0.492	0.222	0.3555	11
354	2	0.615	0.47	0.175	1.242	0.5675	0.287	0.317	11
355	2	0.62	0.5	0.18	1.3915	0.726	0.2795	0.332	11
356	3	0.62	0.47	0.155	0.966	0.447	0.171	0.284	11
357	3	0.625	0.485	0.16	1.15	0.5255	0.257	0.3315	11
358	3	0.63	0.49	0.17	1.217	0.5515	0.212	0.31	11
359	2	0.65	0.52	0.17	1.3655	0.6155	0.2885	0.36	11
360	2	0.65	0.495	0.17	1.276	0.6215	0.2305	0.399	11
361	2	0.65	0.525	0.19	1.3685	0.5975	0.296	0.4	11
362	1	0.665	0.54	0.195	1.764	0.8505	0.3615	0.47	11
363	1	0.67	0.51	0.155	1.278	0.5605	0.3045	0.358	11
364	2	0.67	0.54	0.195	1.217	0.532	0.2735	0.3315	11
365	1	0.675	0.535	0.185	1.5575	0.7035	0.402	0.4	11
366	2	0.675	0.51	0.17	1.527	0.809	0.318	0.341	11
367	2	0.685	0.535	0.175	1.432	0.637	0.247	0.46	11
368	2	0.705	0.55	0.21	1.4385	0.655	0.3255	0.462	11
369	2	0.71	0.555	0.175	2.14	1.2455	0.3725	0.434	11
370	1	0.725	0.56	0.185	1.792	0.873	0.367	0.435	11
371	2	0.78	0.6	0.21	2.548	1.1945	0.5745	0.6745	11
372	1	0.65	0.5	0.17	1.4045	0.694	0.318	0.3235	11
373	3	0.53	0.41	0.15	0.612	0.2435	0.1525	0.1895	11
374	1	0.62	0.5	0.175	1.107	0.4895	0.24	0.343	11
375	2	0.62	0.48	0.155	1.2555	0.527	0.374	0.3175	11
376	1	0.65	0.495	0.175	1.227	0.528	0.258	0.37	11
377	1	0.675	0.54	0.21	1.593	0.686	0.318	0.45	11
378	1	0.705	0.56	0.17	1.4575	0.607	0.318	0.44	11
379	2	0.625	0.47	0.17	1.1665	0.4605	0.2565	0.3945	11
380	2	0.68	0.54	0.195	1.7825	0.5565	0.3235	0.4285	11
381	2	0.68	0.52	0.175	1.543	0.7525	0.351	0.374	11
382	2	0.535	0.41	0.15	0.8105	0.345	0.187	0.24	11
383	2	0.5	0.42	0.125	0.62	0.255	0.15	0.205	11
384	2	0.455	0.35	0.105	0.416	0.1625	0.097	0.145	11
385	1	0.485	0.4	0.155	0.731	0.236	0.183	0.255	11
386	1	0.615	0.5	0.165	1.1765	0.488	0.244	0.345	17
387	3	0.54	0.4	0.145	0.757	0.315	0.181	0.215	11
388	3	0.56	0.445	0.165	1.0285	0.4535	0.253	0.275	11
389	3	0.565	0.43	0.135	0.8545	0.321	0.1775	0.275	11
390	3	0.55	0.44	0.165	0.8605	0.312	0.169	0.3	17
391	1	0.49	0.37	0.115	0.541	0.171	0.1175	0.185	11
